School ID,School ID,Network,Total,White No,White Pct,African American No,African American Pct,"Asian/
Pacific Islander No","Asian/
Pacific Islander Pct","Native American/
Alaskan No","Native American/
Alaskan Pct",Hispanic No,Hispanic Pct,Mulit-Racial No,Mulit-Racial Pct,Asian No,Asian Pct,"Hawaiian/
Pacific Islander No","Hawaiian/
Pacific Islander Pct","Not 
Available No","Not 
Available Pct"
609949, GRAY , Network 1 ,  999 ,  95 ,9.5%,  25 ,2.5%,  - ,0.0%,  5 ,0.5%,  833 ,83.4%,  12 ,1.2%,  22 ,2.2%,  2 ,0.2%,  5 ,0.5%
400168, GREAT LAKES , Charter ,  537 ,  2 ,0.4%,  489 ,91.1%,  - ,0.0%,  1 ,0.2%,  38 ,7.1%,  7 ,1.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609850, GREELEY , Network 4 ,  453 ,  32 ,7.1%,  78 ,17.2%,  - ,0.0%,  - ,0.0%,  315 ,69.5%,  9 ,2.0%,  19 ,4.2%,  - ,0.0%,  - ,0.0%
610032, GREEN , Network 11 ,  302 ,  3 ,1.0%,  289 ,95.7%,  - ,0.0%,  1 ,0.3%,  7 ,2.3%,  2 ,0.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609952, GREENE , Network 8 ,  312 ,  11 ,3.5%,  18 ,5.8%,  - ,0.0%,  - ,0.0%,  260 ,83.3%,  1 ,0.3%,  22 ,7.1%,  - ,0.0%,  - ,0.0%
609954, GREGORY , Network 5 ,  238 ,  1 ,0.4%,  230 ,96.6%,  - ,0.0%,  - ,0.0%,  7 ,2.9%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609955, GRESHAM , Network 11 ,  325 ,  - ,0.0%,  315 ,96.9%,  - ,0.0%,  - ,0.0%,  10 ,3.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609956, GRIMES , Network 10 ,  369 ,  27 ,7.3%,  8 ,2.2%,  - ,0.0%,  - ,0.0%,  333 ,90.2%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609944, GRISSOM , Network 13 ,  290 ,  20 ,6.9%,  40 ,13.8%,  - ,0.0%,  - ,0.0%,  228 ,78.6%,  1 ,0.3%,  1 ,0.3%,  - ,0.0%,  - ,0.0%
609958, GUNSAULUS , ISP ,  670 ,  13 ,1.9%,  11 ,1.6%,  - ,0.0%,  - ,0.0%,  623 ,93.0%,  4 ,0.6%,  14 ,2.1%,  - ,0.0%,  5 ,0.7%
609959, HAINES , Network 6 ,  480 ,  3 ,0.6%,  55 ,11.5%,  - ,0.0%,  1 ,0.2%,  20 ,4.2%,  1 ,0.2%,  400 ,83.3%,  - ,0.0%,  - ,0.0%
609960, HALE , Network 10 ,  769 ,  93 ,12.1%,  40 ,5.2%,  - ,0.0%,  2 ,0.3%,  623 ,81.0%,  2 ,0.3%,  5 ,0.7%,  4 ,0.5%,  - ,0.0%
609808, HALEY , Network 13 ,  448 ,  3 ,0.7%,  413 ,92.2%,  - ,0.0%,  - ,0.0%,  31 ,6.9%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609963, HAMILTON , Network 4 ,  483 ,  342 ,70.8%,  18 ,3.7%,  - ,0.0%,  - ,0.0%,  63 ,13.0%,  42 ,8.7%,  17 ,3.5%,  1 ,0.2%,  - ,0.0%
609964, HAMLINE , Network 8 ,  574 ,  5 ,0.9%,  36 ,6.3%,  - ,0.0%,  1 ,0.2%,  530 ,92.3%,  2 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609966, HAMMOND , Network 7 ,  224 ,  2 ,0.9%,  24 ,10.7%,  - ,0.0%,  - ,0.0%,  195 ,87.1%,  3 ,1.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609807, HAMPTON , Network 10 ,  436 ,  5 ,1.1%,  186 ,42.7%,  - ,0.0%,  3 ,0.7%,  237 ,54.4%,  3 ,0.7%,  - ,0.0%,  - ,0.0%,  2 ,0.5%
609694, HANCOCK HS , Network 15 ,"  1,028 ",  67 ,6.5%,  13 ,1.3%,  - ,0.0%,  1 ,0.1%,  923 ,89.8%,  2 ,0.2%,  9 ,0.9%,  1 ,0.1%,  12 ,1.2%
610068, HANSON PARK , Network 3 ,"  1,136 ",  14 ,1.2%,  28 ,2.5%,  - ,0.0%,  6 ,0.5%,"  1,082 ",95.2%,  3 ,0.3%,  2 ,0.2%,  1 ,0.1%,  - ,0.0%
609710, HARLAN HS , Network 17 ,  205 ,  - ,0.0%,  192 ,93.7%,  - ,0.0%,  - ,0.0%,  11 ,5.4%,  2 ,1.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609969, HARTE , Network 9 ,  352 ,  9 ,2.6%,  283 ,80.4%,  - ,0.0%,  - ,0.0%,  43 ,12.2%,  9 ,2.6%,  3 ,0.9%,  1 ,0.3%,  4 ,1.1%
609971, HARVARD , Network 11 ,  357 ,  - ,0.0%,  338 ,94.7%,  - ,0.0%,  - ,0.0%,  19 ,5.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609972, HAUGAN , ISP ,  987 ,  61 ,6.2%,  34 ,3.4%,  - ,0.0%,  6 ,0.6%,  836 ,84.7%,  7 ,0.7%,  41 ,4.2%,  - ,0.0%,  2 ,0.2%
609974, HAWTHORNE , Network 4 ,  619 ,  330 ,53.3%,  24 ,3.9%,  - ,0.0%,  2 ,0.3%,  131 ,21.2%,  50 ,8.1%,  81 ,13.1%,  - ,0.0%,  1 ,0.2%
609975, HAY , Network 3 ,  254 ,  2 ,0.8%,  192 ,75.6%,  - ,0.0%,  - ,0.0%,  57 ,22.4%,  2 ,0.8%,  1 ,0.4%,  - ,0.0%,  - ,0.0%
609976, HAYT , Network 2 ,  850 ,  86 ,10.1%,  166 ,19.5%,  - ,0.0%,  8 ,0.9%,  355 ,41.8%,  31 ,3.6%,  202 ,23.8%,  2 ,0.2%,  - ,0.0%
609979, HEALY , Network 6 ,"  1,206 ",  66 ,5.5%,  37 ,3.1%,  - ,0.0%,  1 ,0.1%,  186 ,15.4%,  11 ,0.9%,  902 ,74.8%,  3 ,0.2%,  - ,0.0%
609981, HEARST , Network 10 ,  305 ,  7 ,2.3%,  94 ,30.8%,  - ,0.0%,  1 ,0.3%,  200 ,65.6%,  1 ,0.3%,  2 ,0.7%,  - ,0.0%,  - ,0.0%
609983, HEDGES , Network 8 ,  480 ,  6 ,1.3%,  3 ,0.6%,  - ,0.0%,  - ,0.0%,  469 ,97.7%,  - ,0.0%,  1 ,0.2%,  - ,0.0%,  1 ,0.2%
609985, HEFFERAN , Network 5 ,  175 ,  3 ,1.7%,  159 ,90.9%,  - ,0.0%,  - ,0.0%,  12 ,6.9%,  1 ,0.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609986, HENDERSON , Network 8 ,  232 ,  4 ,1.7%,  120 ,51.7%,  - ,0.0%,  - ,0.0%,  107 ,46.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  1 ,0.4%
609987, HENDRICKS , Network 9 ,  183 ,  1 ,0.5%,  168 ,91.8%,  - ,0.0%,  - ,0.0%,  13 ,7.1%,  1 ,0.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609988, HENRY , Network 1 ,  430 ,  26 ,6.0%,  12 ,2.8%,  - ,0.0%,  4 ,0.9%,  370 ,86.0%,  1 ,0.2%,  15 ,3.5%,  - ,0.0%,  2 ,0.5%
610532, HERNANDEZ , ISP ,  751 ,  5 ,0.7%,  13 ,1.7%,  - ,0.0%,  2 ,0.3%,  731 ,97.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609991, HERZL , Network 7 ,  424 ,  3 ,0.7%,  398 ,93.9%,  - ,0.0%,  - ,0.0%,  16 ,3.8%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  6 ,1.4%
609994, HIBBARD , Network 1 ,  912 ,  73 ,8.0%,  39 ,4.3%,  - ,0.0%,  8 ,0.9%,  730 ,80.0%,  7 ,0.8%,  54 ,5.9%,  1 ,0.1%,  - ,0.0%
610295, HIGGINS , Network 13 ,  278 ,  - ,0.0%,  256 ,92.1%,  - ,0.0%,  - ,0.0%,  21 ,7.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  1 ,0.4%
609712, HIRSCH HS , Network 17 ,  104 ,  - ,0.0%,  94 ,90.4%,  - ,0.0%,  - ,0.0%,  6 ,5.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  4 ,3.8%
609995, HITCH , Network 1 ,  504 ,  172 ,34.1%,  17 ,3.4%,  - ,0.0%,  2 ,0.4%,  251 ,49.8%,  21 ,4.2%,  36 ,7.1%,  - ,0.0%,  5 ,1.0%
609996, HOLDEN , ISP ,  432 ,  79 ,18.3%,  49 ,11.3%,  - ,0.0%,  - ,0.0%,  245 ,56.7%,  5 ,1.2%,  53 ,12.3%,  - ,0.0%,  1 ,0.2%
609997, HOLMES , Network 8 ,  129 ,  1 ,0.8%,  113 ,87.6%,  - ,0.0%,  - ,0.0%,  15 ,11.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
400167, HORIZON - SOUTHWEST , Charter ,  766 ,  16 ,2.1%,  198 ,25.8%,  - ,0.0%,  - ,0.0%,  551 ,71.9%,  1 ,0.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610000, HOWE , Network 3 ,  357 ,  4 ,1.1%,  305 ,85.4%,  - ,0.0%,  - ,0.0%,  47 ,13.2%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610002, HOYNE , Network 12 ,  250 ,  - ,0.0%,  239 ,95.6%,  - ,0.0%,  - ,0.0%,  6 ,2.4%,  5 ,2.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609741, HUBBARD HS , Network 16 ,"  1,673 ",  24 ,1.4%,  63 ,3.8%,  - ,0.0%,  6 ,0.4%,"  1,576 ",94.2%,  3 ,0.2%,  - ,0.0%,  - ,0.0%,  1 ,0.1%
610005, HUGHES C , Network 7 ,  156 ,  - ,0.0%,  129 ,82.7%,  - ,0.0%,  - ,0.0%,  18 ,11.5%,  - ,0.0%,  - ,0.0%,  9 ,5.8%,  - ,0.0%
610368, HUGHES L , Network 13 ,  427 ,  - ,0.0%,  396 ,92.7%,  - ,0.0%,  - ,0.0%,  25 ,5.9%,  4 ,0.9%,  1 ,0.2%,  1 ,0.2%,  - ,0.0%
610006, HURLEY , Network 10 ,  711 ,  5 ,0.7%,  8 ,1.1%,  - ,0.0%,  7 ,1.0%,  691 ,97.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609713, HYDE PARK HS , Network 17 ,  807 ,  - ,0.0%,  787 ,97.5%,  - ,0.0%,  - ,0.0%,  6 ,0.7%,  7 ,0.9%,  - ,0.0%,  - ,0.0%,  7 ,0.9%
610384, INFINITY HS , Network 15 ,  420 ,  6 ,1.4%,  17 ,4.0%,  - ,0.0%,  - ,0.0%,  395 ,94.0%,  - ,0.0%,  1 ,0.2%,  1 ,0.2%,  - ,0.0%
400104, INSTITUTO - HEALTH , Charter ,  549 ,  6 ,1.1%,  17 ,3.1%,  - ,0.0%,  1 ,0.2%,  524 ,95.4%,  - ,0.0%,  - ,0.0%,  1 ,0.2%,  - ,0.0%
400164, INSTITUTO - JUSTICE HS , Options ,  57 ,  1 ,1.8%,  1 ,1.8%,  - ,0.0%,  1 ,1.8%,  53 ,93.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  1 ,1.8%
610078, INTER-AMERICAN , Network 4 ,  641 ,  65 ,10.1%,  15 ,2.3%,  - ,0.0%,  1 ,0.2%,  546 ,85.2%,  11 ,1.7%,  3 ,0.5%,  - ,0.0%,  - ,0.0%
400162, INTRINSIC HS , Charter ,  941 ,  26 ,2.8%,  30 ,3.2%,  - ,0.0%,  - ,0.0%,  880 ,93.5%,  2 ,0.2%,  3 ,0.3%,  - ,0.0%,  - ,0.0%
610121, IRVING , Network 6 ,  273 ,  12 ,4.4%,  224 ,82.1%,  - ,0.0%,  - ,0.0%,  29 ,10.6%,  4 ,1.5%,  4 ,1.5%,  - ,0.0%,  - ,0.0%
610369, JACKSON M , Network 11 ,  313 ,  1 ,0.3%,  303 ,96.8%,  - ,0.0%,  - ,0.0%,  8 ,2.6%,  - ,0.0%,  - ,0.0%,  1 ,0.3%,  - ,0.0%
610010, JAHN , Network 4 ,  316 ,  99 ,31.3%,  47 ,14.9%,  - ,0.0%,  - ,0.0%,  143 ,45.3%,  18 ,5.7%,  7 ,2.2%,  - ,0.0%,  2 ,0.6%
610011, JAMIESON , Network 2 ,  806 ,  192 ,23.8%,  65 ,8.1%,  - ,0.0%,  5 ,0.6%,  289 ,35.9%,  19 ,2.4%,  236 ,29.3%,  - ,0.0%,  - ,0.0%
609783, JEFFERSON HS , Options ,  174 ,  2 ,1.1%,  134 ,77.0%,  - ,0.0%,  1 ,0.6%,  36 ,20.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  1 ,0.6%
610271, JENSEN , Network 5 ,  253 ,  - ,0.0%,  249 ,98.4%,  - ,0.0%,  - ,0.0%,  3 ,1.2%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610274, JOHNSON , Network 5 ,  210 ,  2 ,1.0%,  196 ,93.3%,  - ,0.0%,  2 ,1.0%,  9 ,4.3%,  1 ,0.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609678, JONES HS , Network 15 ,"  1,967 ",  620 ,31.5%,  235 ,11.9%,  - ,0.0%,  11 ,0.6%,  660 ,33.6%,  71 ,3.6%,  364 ,18.5%,  5 ,0.3%,  1 ,0.1%
609805, JOPLIN , Network 11 ,  272 ,  - ,0.0%,  250 ,91.9%,  - ,0.0%,  1 ,0.4%,  21 ,7.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609865, JORDAN , Network 2 ,  502 ,  44 ,8.8%,  122 ,24.3%,  - ,0.0%,  2 ,0.4%,  273 ,54.4%,  11 ,2.2%,  45 ,9.0%,  3 ,0.6%,  2 ,0.4%
609764, JUAREZ HS , Network 15 ,"  1,547 ",  20 ,1.3%,  30 ,1.9%,  - ,0.0%,  8 ,0.5%,"  1,470 ",95.0%,  - ,0.0%,  14 ,0.9%,  - ,0.0%,  5 ,0.3%
609762, JULIAN HS , Network 16 ,  470 ,  1 ,0.2%,  446 ,94.9%,  - ,0.0%,  4 ,0.9%,  11 ,2.3%,  2 ,0.4%,  - ,0.0%,  2 ,0.4%,  4 ,0.9%
610015, JUNGMAN , ISP ,  299 ,  27 ,9.0%,  70 ,23.4%,  - ,0.0%,  1 ,0.3%,  187 ,62.5%,  4 ,1.3%,  9 ,3.0%,  1 ,0.3%,  - ,0.0%
609920, KANOON , Network 7 ,  371 ,  - ,0.0%,  5 ,1.3%,  - ,0.0%,  - ,0.0%,  366 ,98.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610084, KELLER , Network 10 ,  220 ,  31 ,14.1%,  55 ,25.0%,  - ,0.0%,  - ,0.0%,  31 ,14.1%,  12 ,5.5%,  91 ,41.4%,  - ,0.0%,  - ,0.0%
609925, KELLMAN , Network 5 ,  189 ,  - ,0.0%,  184 ,97.4%,  - ,0.0%,  1 ,0.5%,  3 ,1.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  1 ,0.5%
610016, KELLOGG , Network 10 ,  289 ,  36 ,12.5%,  241 ,83.4%,  - ,0.0%,  - ,0.0%,  11 ,3.8%,  - ,0.0%,  1 ,0.3%,  - ,0.0%,  - ,0.0%
609715, KELLY HS , Network 16 ,"  1,711 ",  25 ,1.5%,  49 ,2.9%,  - ,0.0%,  1 ,0.1%,"  1,441 ",84.2%,  3 ,0.2%,  192 ,11.2%,  - ,0.0%,  - ,0.0%
609716, KELVYN PARK HS , Network 14 ,  479 ,  10 ,2.1%,  52 ,10.9%,  - ,0.0%,  3 ,0.6%,  411 ,85.8%,  3 ,0.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609718, KENNEDY HS , Network 16 ,"  1,601 ",  199 ,12.4%,  62 ,3.9%,  - ,0.0%,  1 ,0.1%,"  1,320 ",82.4%,  6 ,0.4%,  12 ,0.7%,  1 ,0.1%,  - ,0.0%
609746, KENWOOD HS , Network 17 ,"  2,298 ",  124 ,5.4%,"  1,954 ",85.0%,  - ,0.0%,  3 ,0.1%,  131 ,5.7%,  55 ,2.4%,  28 ,1.2%,  2 ,0.1%,  1 ,0.0%
610019, KERSHAW , Network 11 ,  210 ,  - ,0.0%,  204 ,97.1%,  - ,0.0%,  - ,0.0%,  5 ,2.4%,  1 ,0.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610022, KILMER , Network 2 ,  784 ,  133 ,17.0%,  201 ,25.6%,  - ,0.0%,  8 ,1.0%,  318 ,40.6%,  38 ,4.8%,  76 ,9.7%,  3 ,0.4%,  7 ,0.9%
610299, KING ES , Network 11 ,  240 ,  1 ,0.4%,  214 ,89.2%,  - ,0.0%,  - ,0.0%,  24 ,10.0%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609751, KING HS , Network 17 ,  704 ,  6 ,0.9%,  670 ,95.2%,  - ,0.0%,  - ,0.0%,  17 ,2.4%,  6 ,0.9%,  3 ,0.4%,  2 ,0.3%,  - ,0.0%
610026, KINZIE , ISP ,  673 ,  105 ,15.6%,  34 ,5.1%,  - ,0.0%,  1 ,0.1%,  524 ,77.9%,  6 ,0.9%,  3 ,0.4%,  - ,0.0%,  - ,0.0%
610027, KIPLING , ISP ,  223 ,  - ,0.0%,  216 ,96.9%,  - ,0.0%,  1 ,0.4%,  5 ,2.2%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
400146, KIPP - ACADEMY , Charter ,  671 ,  2 ,0.3%,  563 ,83.9%,  - ,0.0%,  1 ,0.1%,  51 ,7.6%,  1 ,0.1%,  - ,0.0%,  - ,0.0%,  53 ,7.9%
400044, KIPP - ASCEND , Charter ,  945 ,  1 ,0.1%,  877 ,92.8%,  - ,0.0%,  1 ,0.1%,  62 ,6.6%,  4 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
400163, KIPP - BLOOM , Charter ,  925 ,  2 ,0.2%,  851 ,92.0%,  - ,0.0%,  3 ,0.3%,  22 ,2.4%,  4 ,0.4%,  - ,0.0%,  - ,0.0%,  43 ,4.6%
400180, KIPP - ONE , Charter ,"  1,032 ",  - ,0.0%,  628 ,60.9%,  - ,0.0%,  1 ,0.1%,  403 ,39.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610030, KOZMINSKI , Network 9 ,  255 ,  10 ,3.9%,  207 ,81.2%,  - ,0.0%,  1 ,0.4%,  19 ,7.5%,  1 ,0.4%,  16 ,6.3%,  1 ,0.4%,  - ,0.0%
609719, LAKE VIEW HS , Network 14 ,"  1,410 ",  123 ,8.7%,  183 ,13.0%,  - ,0.0%,  8 ,0.6%,"  1,031 ",73.1%,  21 ,1.5%,  44 ,3.1%,  - ,0.0%,  - ,0.0%
609720, LANE TECH HS , Network 14 ,"  4,520 ","  1,645 ",36.4%,  304 ,6.7%,  1 ,0.0%,  19 ,0.4%,"  1,577 ",34.9%,  171 ,3.8%,  469 ,10.4%,  27 ,0.6%,  307 ,6.8%
609869, LANGFORD , Network 11 ,  179 ,  1 ,0.6%,  147 ,82.1%,  - ,0.0%,  - ,0.0%,  30 ,16.8%,  - ,0.0%,  1 ,0.6%,  - ,0.0%,  - ,0.0%
609993, LARA , ISP ,  332 ,  3 ,0.9%,  21 ,6.3%,  - ,0.0%,  1 ,0.3%,  303 ,91.3%,  3 ,0.9%,  1 ,0.3%,  - ,0.0%,  - ,0.0%
610033, LASALLE , Network 4 ,  488 ,  155 ,31.8%,  190 ,38.9%,  - ,0.0%,  - ,0.0%,  90 ,18.4%,  22 ,4.5%,  30 ,6.1%,  - ,0.0%,  1 ,0.2%
610520, LASALLE II , ISP ,  582 ,  163 ,28.0%,  115 ,19.8%,  - ,0.0%,  2 ,0.3%,  245 ,42.1%,  30 ,5.2%,  24 ,4.1%,  3 ,0.5%,  - ,0.0%
610208, LAVIZZO , Network 13 ,  332 ,  - ,0.0%,  322 ,97.0%,  - ,0.0%,  1 ,0.3%,  9 ,2.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610034, LAWNDALE , Network 5 ,  192 ,  - ,0.0%,  186 ,96.9%,  - ,0.0%,  - ,0.0%,  6 ,3.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
400151, LEARN - 7 , Charter ,  150 ,  - ,0.0%,  144 ,96.0%,  - ,0.0%,  1 ,0.7%,  4 ,2.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  1 ,0.7%
400046, LEARN - BUTLER , Charter ,  464 ,  1 ,0.2%,  437 ,94.2%,  - ,0.0%,  - ,0.0%,  9 ,1.9%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  16 ,3.4%
400047, LEARN - CAMPBELL , Charter ,  359 ,  1 ,0.3%,  343 ,95.5%,  - ,0.0%,  - ,0.0%,  15 ,4.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
400048, LEARN - EXCEL , Charter ,  402 ,  - ,0.0%,  386 ,96.0%,  - ,0.0%,  - ,0.0%,  12 ,3.0%,  3 ,0.7%,  - ,0.0%,  - ,0.0%,  1 ,0.2%
400165, LEARN - MIDDLE , Charter ,  186 ,  - ,0.0%,  173 ,93.0%,  - ,0.0%,  - ,0.0%,  13 ,7.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
400111, LEARN - PERKINS , Charter ,  476 ,  3 ,0.6%,  461 ,96.8%,  - ,0.0%,  - ,0.0%,  9 ,1.9%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  2 ,0.4%
400107, LEARN - SOUTH CHICAGO , Charter ,  407 ,  2 ,0.5%,  369 ,90.7%,  - ,0.0%,  1 ,0.2%,  30 ,7.4%,  - ,0.0%,  - ,0.0%,  1 ,0.2%,  4 ,1.0%
610291, LEE , ISP ,  578 ,  3 ,0.5%,  9 ,1.6%,  - ,0.0%,  - ,0.0%,  566 ,97.9%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
400049, LEGACY , Charter ,  458 ,  4 ,0.9%,  412 ,90.0%,  - ,0.0%,  1 ,0.2%,  28 ,6.1%,  - ,0.0%,  1 ,0.2%,  - ,0.0%,  12 ,2.6%
400119, LEGAL PREP HS , Charter ,  213 ,  - ,0.0%,  209 ,98.1%,  - ,0.0%,  - ,0.0%,  3 ,1.4%,  1 ,0.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610305, LELAND , Network 3 ,  307 ,  1 ,0.3%,  283 ,92.2%,  - ,0.0%,  - ,0.0%,  19 ,6.2%,  3 ,1.0%,  - ,0.0%,  1 ,0.3%,  - ,0.0%
610298, LENART , ISP ,  295 ,  38 ,12.9%,  191 ,64.7%,  - ,0.0%,  - ,0.0%,  15 ,5.1%,  9 ,3.1%,  41 ,13.9%,  1 ,0.3%,  - ,0.0%
610036, LEWIS , Network 3 ,  418 ,  - ,0.0%,  223 ,53.3%,  - ,0.0%,  - ,0.0%,  192 ,45.9%,  2 ,0.5%,  1 ,0.2%,  - ,0.0%,  - ,0.0%
610037, LIBBY , Network 8 ,  252 ,  4 ,1.6%,  142 ,56.3%,  - ,0.0%,  - ,0.0%,  105 ,41.7%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610038, LINCOLN , Network 4 ,  843 ,  492 ,58.4%,  83 ,9.8%,  - ,0.0%,  - ,0.0%,  75 ,8.9%,  76 ,9.0%,  114 ,13.5%,  2 ,0.2%,  1 ,0.1%
609738, LINCOLN PARK HS , Network 14 ,"  2,097 ",  644 ,30.7%,  429 ,20.5%,  - ,0.0%,  10 ,0.5%,  660 ,31.5%,  79 ,3.8%,  235 ,11.2%,  6 ,0.3%,  34 ,1.6%
610391, LINDBLOM HS , Network 16 ,"  1,347 ",  34 ,2.5%,  920 ,68.3%,  - ,0.0%,  2 ,0.1%,  368 ,27.3%,  13 ,1.0%,  6 ,0.4%,  1 ,0.1%,  3 ,0.2%
400137, LITTLE BLACK PEARL HS , Options ,  79 ,  - ,0.0%,  77 ,97.5%,  - ,0.0%,  - ,0.0%,  2 ,2.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609834, LITTLE VILLAGE , ISP ,  566 ,  1 ,0.2%,  2 ,0.4%,  - ,0.0%,  3 ,0.5%,  560 ,98.9%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610040, LLOYD , Network 3 ,  815 ,  8 ,1.0%,  11 ,1.3%,  - ,0.0%,  4 ,0.5%,  787 ,96.6%,  4 ,0.5%,  - ,0.0%,  - ,0.0%,  1 ,0.1%
400011, LOCKE A , Charter ,  371 ,  - ,0.0%,  367 ,98.9%,  - ,0.0%,  - ,0.0%,  4 ,1.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610041, LOCKE J , Network 3 ,"  1,133 ",  131 ,11.6%,  40 ,3.5%,  - ,0.0%,  - ,0.0%,  941 ,83.1%,  7 ,0.6%,  10 ,0.9%,  3 ,0.3%,  1 ,0.1%
610541, LORCA , Network 4 ,  611 ,  30 ,4.9%,  5 ,0.8%,  - ,0.0%,  2 ,0.3%,  564 ,92.3%,  3 ,0.5%,  5 ,0.8%,  1 ,0.2%,  1 ,0.2%
610043, LOVETT , Network 3 ,  336 ,  2 ,0.6%,  252 ,75.0%,  - ,0.0%,  2 ,0.6%,  79 ,23.5%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610044, LOWELL , Network 5 ,  308 ,  5 ,1.6%,  80 ,26.0%,  - ,0.0%,  - ,0.0%,  217 ,70.5%,  6 ,1.9%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610029, LOZANO , Network 6 ,  241 ,  8 ,3.3%,  37 ,15.4%,  - ,0.0%,  2 ,0.8%,  186 ,77.2%,  4 ,1.7%,  4 ,1.7%,  - ,0.0%,  - ,0.0%
610046, LYON , Network 3 ,  986 ,  47 ,4.8%,  10 ,1.0%,  - ,0.0%,  5 ,0.5%,  897 ,91.0%,  2 ,0.2%,  18 ,1.8%,  5 ,0.5%,  2 ,0.2%
610215, MADERO , Network 7 ,  248 ,  2 ,0.8%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  245 ,98.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610047, MADISON , Network 12 ,  214 ,  - ,0.0%,  201 ,93.9%,  - ,0.0%,  - ,0.0%,  10 ,4.7%,  3 ,1.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610048, MANIERRE , Network 4 ,  278 ,  6 ,2.2%,  248 ,89.2%,  - ,0.0%,  - ,0.0%,  21 ,7.6%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  2 ,0.7%
609722, MANLEY HS , Network 15 ,  78 ,  - ,0.0%,  75 ,96.2%,  - ,0.0%,  - ,0.0%,  3 ,3.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610052, MANN , Network 12 ,  270 ,  3 ,1.1%,  255 ,94.4%,  - ,0.0%,  - ,0.0%,  6 ,2.2%,  4 ,1.5%,  1 ,0.4%,  - ,0.0%,  1 ,0.4%
