Network,School ID,School Name,Total,Bilingual N,Bilingual %,SpED N,SpED %,Economically Disadvantaged N,Economically Disadvantaged %
Network 11,609927,Foster Park Elementary School,  350 ,  5 ,1.4%,  97 ,27.7%,  294 ,84.0%
Network 11,610112,Francis W Parker Elementary Community Academy,  444 ,  2 ,0.5%,  53 ,11.9%,  427 ,96.2%
Network 11,609864,John W Cook Elementary School,  340 ,  2 ,0.6%,  58 ,17.1%,  273 ,80.3%
Network 11,610019,Joshua D Kershaw Elementary School,  249 ,  2 ,0.8%,  55 ,22.1%,  229 ,92.0%
Network 11,609793,Lillian R. Nicholson STEM Academy,  459 ,  6 ,1.3%,  64 ,13.9%,  444 ,96.7%
Network 11,610108,Luke O'Toole Elementary School,  338 ,  28 ,8.3%,  42 ,12.4%,  332 ,98.2%
Network 11,610369,Mahalia Jackson Elementary School,  371 ,  1 ,0.3%,  81 ,21.8%,  287 ,77.4%
Network 11,610362,Medgar Evers Elementary School,  265 ,  3 ,1.1%,  30 ,11.3%,  204 ,77.0%
Network 11,610300,Oliver S Westcott Elementary School,  414 ,  4 ,1.0%,  76 ,18.4%,  324 ,78.3%
Network 11,609997,Oliver Wendell Holmes Elementary School,  154 ,  5 ,3.3%,  22 ,14.3%,  144 ,93.5%
Network 11,610003,Paul Cuffe Math-Science Technology Academy ES,  295 ,,,  56 ,19.0%,  273 ,92.5%
Network 11,609791,Perkins Bass Elementary School,  434 ,  2 ,0.5%,  49 ,11.3%,  424 ,97.7%
Network 11,610102,Richard J Oglesby Elementary School,  405 ,,,  57 ,14.1%,  373 ,92.1%
Network 11,609929,Robert Fulton Elementary School,  372 ,  134 ,36.0%,  60 ,16.1%,  326 ,87.6%
Network 11,609805,Scott Joplin Elementary School,  403 ,,,  59 ,14.6%,  379 ,94.0%
Network 11,610521,Sir Miles Davis Magnet Elementary Academy,  209 ,  9 ,4.3%,  48 ,23.0%,  176 ,84.2%
Network 11,610032,Wendell E Green Elementary School,  318 ,,,  66 ,20.8%,  276 ,86.8%
Network 11,610153,William H Ryder Math & Science Specialty ES,  401 ,  2 ,0.5%,  115 ,28.7%,  299 ,74.6%
Network 12,610281,Adam Clayton Powell Paideia Community Academy ES,  521 ,  31 ,6.0%,  58 ,11.1%,  440 ,84.5%
Network 12,610316,Amelia Earhart Options for Knowledge ES,  237 ,,,  17 ,7.2%,  152 ,64.1%
Network 12,610171,Arnold Mireles Elementary Academy,  459 ,  119 ,25.9%,  56 ,12.2%,  444 ,96.7%
Network 12,609887,Arthur Dixon Elementary School,  590 ,  5 ,0.9%,  62 ,10.5%,  458 ,77.6%
Network 12,610268,Arthur R Ashe Elementary School,  336 ,  4 ,1.2%,  51 ,15.2%,  239 ,71.1%
Network 12,609827,Burnside Elementary Scholastic Academy,  412 ,  2 ,0.5%,  61 ,14.8%,  312 ,75.7%
Network 12,609813,Charles S Brownell Elementary School,  191 ,  4 ,2.1%,  27 ,14.1%,  157 ,82.2%
Network 12,609815,Edward A Bouchet Math & Science Academy ES,  653 ,  9 ,1.4%,  64 ,9.8%,  637 ,97.6%
Network 12,609862,Edward Coles Elementary Language Academy,  351 ,  5 ,1.4%,  52 ,14.8%,  294 ,83.8%
Network 12,610124,Harold Washington Elementary School,  326 ,  1 ,0.3%,  32 ,9.8%,  323 ,99.1%
Network 12,610279,Henry O Tanner Elementary School,  336 ,  5 ,1.5%,  67 ,19.9%,  281 ,83.6%
Network 12,610052,Horace Mann Elementary School,  332 ,  6 ,1.8%,  35 ,10.5%,  306 ,92.2%
Network 12,610066,James E McDade Elementary Classical School,  176 ,  3 ,1.7%,  7 ,4.0%,  49 ,27.8%
Network 12,610047,James Madison Elementary School,  206 ,  4 ,1.9%,  21 ,10.2%,  194 ,94.2%
Network 12,610200,James N Thorp Elementary School,  288 ,  36 ,12.5%,  88 ,30.6%,  245 ,85.1%
Network 12,610093,Jane A Neil Elementary School,  288 ,  11 ,3.8%,  109 ,37.9%,  252 ,87.5%
Network 12,610130,John T Pirie Fine Arts & Academic Center ES,  269 ,  6 ,2.2%,  34 ,12.6%,  181 ,67.3%
Network 12,610218,Joseph Warren Elementary School,  210 ,  5 ,2.4%,  27 ,12.9%,  194 ,92.4%
Network 12,610152,Martha Ruggles Elementary School,  411 ,,,  44 ,10.7%,  311 ,75.7%
Network 12,609961,Ninos Heroes Elementary Academic Center,  338 ,  34 ,10.1%,  32 ,9.5%,  278 ,82.3%
Network 12,610115,Park Manor Elementary School,  294 ,  4 ,1.4%,  33 ,11.2%,  294 ,100.0%
Network 12,610116,Parkside Elementary Community Academy,  253 ,  1 ,0.4%,  29 ,11.5%,  218 ,86.2%
Network 12,610146,Paul Revere Elementary School,  241 ,,,  26 ,10.8%,  207 ,85.9%
Network 12,610350,Robert A Black Magnet Elementary School,  432 ,  5 ,1.2%,  32 ,7.4%,  322 ,74.5%
Network 12,610530,South Shore Fine Arts Academy,  325 ,  2 ,0.6%,  77 ,23.7%,  289 ,88.9%
Network 12,610178,Theophilus Schmid Elementary School,  194 ,,,  29 ,15.0%,  156 ,80.4%
Network 12,610002,Thomas Hoyne Elementary School,  234 ,,,  22 ,9.4%,  171 ,73.1%
Network 12,610193,William K New Sullivan Elementary School,  517 ,  58 ,11.2%,  98 ,19.0%,  490 ,94.8%
Network 13,609808,Alex Haley Elementary Academy,  543 ,  6 ,1.1%,  75 ,13.8%,  529 ,97.4%
Network 13,609821,Burnham Elementary Inclusive Academy,  475 ,  4 ,0.8%,  73 ,15.4%,  440 ,92.6%
Network 13,610004,Countee Cullen Elementary School,  201 ,  1 ,0.5%,  22 ,11.0%,  188 ,93.5%
Network 13,610198,Douglas Taylor Elementary School,  395 ,  159 ,40.3%,  79 ,20.0%,  358 ,90.6%
Network 13,610188,Dunne Technology Academy,  225 ,,,  30 ,13.3%,  176 ,78.2%
Network 13,610132,Edgar Allan Poe Elementary Classical School,  194 ,  2 ,1.0%,  4 ,2.1%,  68 ,35.1%
Network 13,610586,Edward E. Sadlowski Elementary School,  632 ,  161 ,25.5%,  110 ,17.4%,  547 ,86.6%
Network 13,610315,Edward White Elementary Career Academy,  121 ,  3 ,2.5%,  17 ,14.1%,  105 ,86.8%
Network 13,609917,Fernwood Elementary School,  284 ,,,  31 ,10.9%,  266 ,93.7%
Network 13,609800,Frank I Bennett Elementary School,  324 ,,,  36 ,11.1%,  260 ,80.3%
Network 13,610139,George M Pullman Elementary School,  383 ,  16 ,4.2%,  48 ,12.5%,  360 ,94.0%
Network 13,609845,George Washington Carver Primary School,  391 ,  1 ,0.3%,  54 ,13.8%,  387 ,99.0%
Network 13,610219,George Washington Elementary School,  739 ,  100 ,13.5%,  91 ,12.3%,  523 ,70.8%
Network 13,609856,Henry Clay Elementary School,  559 ,  180 ,32.2%,  72 ,12.9%,  477 ,85.3%
Network 13,609848,Ira F Aldridge Elementary School,  208 ,,,  34 ,16.4%,  194 ,93.3%
Network 13,609943,Jesse Owens Elementary Community Academy,  369 ,  1 ,0.3%,  56 ,15.2%,  317 ,85.9%
Network 13,610176,John D Shoop Math-Science Technical Academy ES,  449 ,  4 ,0.9%,  80 ,17.8%,  385 ,85.8%
Network 13,610225,John Whistler Elementary School,  324 ,,,  76 ,23.5%,  282 ,87.0%
Network 13,610199,Johnnie Colemon Elementary Academy,  233 ,  12 ,5.2%,  31 ,13.3%,  169 ,72.5%
Network 13,610368,Langston Hughes Elementary School,  485 ,  18 ,3.7%,  120 ,24.7%,  405 ,83.5%
Network 13,610128,Marcus Moziah Garvey Elementary School,  252 ,,,  23 ,9.1%,  247 ,98.0%
Network 13,609935,Matthew Gallistel Elementary Language Academy,  668 ,  196 ,29.3%,  92 ,13.8%,  613 ,91.8%
Network 13,610208,Mildred I Lavizzo Elementary School,  357 ,  4 ,1.1%,  61 ,17.1%,  321 ,89.9%
Network 13,610086,Mount Vernon Elementary School,  247 ,,,  40 ,16.2%,  195 ,79.0%
Network 13,609811,Orville T Bright Elementary School,  281 ,  50 ,17.8%,  69 ,24.6%,  255 ,90.8%
Network 13,609902,Ralph H Metcalfe Elementary Community Academy,  347 ,,,  56 ,16.1%,  328 ,94.5%
Network 13,610091,Ronald Brown Elementary Community Academy,  330 ,  2 ,0.6%,  60 ,18.2%,  281 ,85.2%
Network 13,610295,Thomas J Higgins Elementary Community Academy,  253 ,  2 ,0.8%,  43 ,17.0%,  221 ,87.4%
Network 13,609944,Virgil Grissom Elementary School,  326 ,  65 ,19.9%,  39 ,12.0%,  200 ,61.4%
Network 13,609978,Wendell Smith Elementary School,  306 ,  1 ,0.3%,  41 ,13.4%,  272 ,88.9%
Network 13,610364,William E B Dubois Elementary School,  243 ,,,  36 ,14.8%,  223 ,91.8%
Network 14,609720,Albert G Lane Technical High School,"  4,502 ",  45 ,1.0%,  211 ,4.7%,"  1,796 ",39.9%
Network 14,609729,Carl Schurz High School,"  1,533 ",  359 ,23.4%,  335 ,21.9%,"  1,377 ",89.8%
Network 14,609732,Charles P Steinmetz College Preparatory HS,"  1,230 ",  296 ,24.1%,  234 ,19.0%,"  1,038 ",84.4%
Network 14,610402,DeVry University Advantage Academy HS,  142 ,  5 ,3.5%,  11 ,7.8%,  93 ,65.5%
Network 14,610564,Disney II Magnet High School,  773 ,  33 ,4.3%,  89 ,11.5%,  420 ,54.3%
Network 14,610515,Disney II Magnet School,  433 ,  51 ,11.8%,  50 ,11.6%,  144 ,33.3%
Network 14,609708,Edwin G. Foreman College and Career Academy,  703 ,  253 ,36.0%,  165 ,23.5%,  644 ,91.6%
Network 14,609737,Friedrich W von Steuben Metropolitan Science HS,"  1,716 ",  75 ,4.4%,  113 ,6.6%,"  1,151 ",67.1%
Network 14,609766,Jacqueline B Vaughn Occupational High School,  222 ,  91 ,41.0%,  222 ,100.0%,  167 ,75.2%
Network 14,609716,Kelvyn Park High School,  412 ,  135 ,32.8%,  99 ,24.0%,  396 ,96.1%
Network 14,609719,Lake View High School,"  1,296 ",  128 ,9.9%,  233 ,18.0%,  989 ,76.3%
Network 14,609738,Lincoln Park High School,"  2,195 ",  62 ,2.8%,  209 ,9.5%,"  1,037 ",47.2%
Network 14,609730,Nicholas Senn High School,"  1,559 ",  274 ,17.6%,  192 ,12.3%,"  1,195 ",76.7%
Network 14,609744,Northside Learning Center High School,  236 ,  109 ,46.2%,  236 ,100.0%,  198 ,83.9%
Network 14,609769,Ray Graham Training Center High School,  148 ,  58 ,39.2%,  148 ,100.0%,  140 ,94.6%
Network 14,609733,Roger C Sullivan High School,  645 ,  273 ,42.3%,  161 ,25.0%,  563 ,87.3%
Network 14,609724,Stephen T Mather High School,"  1,544 ",  420 ,27.2%,  239 ,15.5%,"  1,326 ",85.9%
Network 14,609728,Theodore Roosevelt High School,  982 ,  342 ,34.8%,  205 ,20.9%,  885 ,90.1%
Network 14,610394,Uplift Community High School,  123 ,  23 ,18.7%,  63 ,51.2%,  110 ,89.4%
Network 14,609734,William Howard Taft High School,"  3,697 ",  357 ,9.7%,  461 ,12.5%,"  1,865 ",50.5%
Network 15,610334,Al Raby High School,  271 ,  12 ,4.4%,  88 ,32.5%,  258 ,95.2%
Network 15,610518,Austin College and Career Academy High School,  245 ,  2 ,0.8%,  74 ,30.2%,  227 ,92.7%
Network 15,609679,Charles Allen Prosser Career Academy High School,"  1,238 ",  93 ,7.5%,  139 ,11.2%,"  1,125 ",90.9%
Network 15,610245,Frederick A Douglass Academy High School,  58 ,  1 ,1.7%,  18 ,31.0%,  48 ,82.8%
Network 15,609693,George Westinghouse College Prep,"  1,242 ",  41 ,3.3%,  88 ,7.1%,  977 ,78.7%
Network 15,610383,Greater Lawndale High School For Social Justice,  321 ,  90 ,28.0%,  48 ,15.0%,  308 ,96.0%
Network 15,609694,John Hancock College Preparatory High School,"  1,016 ",  4 ,0.4%,  23 ,2.3%,  811 ,79.8%
Network 15,609723,John Marshall Metropolitan High School,  261 ,  2 ,0.8%,  73 ,28.0%,  237 ,90.8%
Network 15,610524,Louisa May Alcott College Preparatory HS,  322 ,  29 ,9.0%,  66 ,20.5%,  240 ,74.5%
Network 15,609722,Manley Career Academy High School,  84 ,,,  39 ,46.4%,  68 ,81.0%
Network 15,609756,Marie Sklodowska Curie Metropolitan High School,"  2,907 ",  438 ,15.1%,  336 ,11.6%,"  2,608 ",89.7%
Network 15,610385,Multicultural Academy of Scholarship,  218 ,  72 ,33.0%,  72 ,33.0%,  210 ,96.3%
Network 15,609691,North-Grand High School,"  1,011 ",  275 ,27.2%,  197 ,19.5%,  946 ,93.6%
Network 15,610529,Ogden International High School,  637 ,  19 ,3.0%,  73 ,11.5%,  427 ,67.0%
Network 15,610561,Richard T Crane Medical Preparatory HS,  420 ,  7 ,1.7%,  36 ,8.6%,  359 ,85.5%
Network 15,609759,Roberto Clemente Community Academy High School,  671 ,  110 ,16.4%,  175 ,26.1%,  615 ,91.7%
Network 15,609750,Simpson Academy HS for Young Women,  37 ,  3 ,8.1%,  6 ,16.2%,  34 ,91.9%
Network 15,609740,Wells Community Academy High School,  367 ,  48 ,13.1%,  97 ,26.4%,  332 ,90.5%
Network 15,610101,William B Ogden Elementary School,"  1,111 ",  133 ,12.0%,  101 ,9.1%,  442 ,39.8%
Network 15,610392,World Language Academy High School,  364 ,  115 ,31.6%,  62 ,17.0%,  344 ,94.5%
Network 16,610513,Air Force Academy High School,  194 ,  15 ,7.7%,  21 ,10.8%,  164 ,84.5%
Network 16,609748,Consuella B York Alternative HS,  136 ,  8 ,5.9%,  45 ,33.1%,  136 ,100.0%
Network 16,609704,David G Farragut Career Academy High School,  570 ,  169 ,29.7%,  156 ,27.4%,  565 ,99.1%
Network 16,609735,Edward Tilden Career Community Academy HS,  193 ,  32 ,16.6%,  63 ,32.6%,  184 ,95.3%
Network 16,609682,Ellen H Richards Career Academy High School,  223 ,  62 ,27.8%,  46 ,20.6%,  213 ,95.5%
Network 16,610592,Englewood STEM High School,  414 ,  12 ,2.9%,  95 ,23.0%,  382 ,92.3%
Network 16,609709,Gage Park High School,  323 ,  96 ,29.7%,  70 ,21.7%,  314 ,97.2%
Network 16,609741,Gurdon S Hubbard High School,"  1,634 ",  335 ,20.5%,  234 ,14.3%,"  1,551 ",94.9%
Network 16,609718,John F Kennedy High School,"  1,549 ",  183 ,11.8%,  286 ,18.5%,"  1,074 ",69.3%
Network 16,609725,Morgan Park High School,"  1,124 ",  5 ,0.4%,  155 ,13.8%,  938 ,83.5%
Network 16,609783,Nancy B Jefferson Alternative HS,  170 ,  8 ,4.7%,  68 ,40.0%,  149 ,87.7%
Network 16,609762,Percy L Julian High School,  385 ,  1 ,0.3%,  101 ,26.2%,  351 ,91.2%
Network 16,610391,Robert Lindblom Math & Science Academy HS,"  1,362 ",  31 ,2.3%,  73 ,5.4%,  849 ,62.3%
Network 16,610558,Sarah E. Goode STEM Academy,  931 ,  122 ,13.1%,  150 ,16.1%,  808 ,86.8%
Network 16,610357,Spry Community Links High School,  102 ,  38 ,37.3%,  25 ,24.5%,  95 ,93.1%
Network 16,609715,Thomas Kelly College Preparatory,"  1,778 ",  563 ,31.7%,  329 ,18.5%,"  1,640 ",92.2%
Network 16,609698,William J Bogan High School,  749 ,  85 ,11.4%,  159 ,21.2%,  678 ,90.5%
Network 16,609711,William Rainey Harper High School,  49 ,  1 ,2.0%,  14 ,28.6%,  45 ,91.8%
Network 17,610323,Bowen High School,  241 ,  20 ,8.3%,  78 ,32.4%,  213 ,88.4%
Network 17,610381,Bronzeville Scholastic Academy High School,  117 ,  3 ,2.6%,  30 ,25.6%,  103 ,88.0%
Network 17,609754,Chicago Military Academy High School,  310 ,  21 ,6.8%,  25 ,8.1%,  226 ,72.9%
Network 17,609674,Chicago Vocational Career Academy High School,  766 ,  15 ,2.0%,  216 ,28.2%,  707 ,92.3%
Network 17,609705,Christian Fenger Academy High School,  263 ,,,  48 ,18.3%,  246 ,93.5%
Network 17,610380,Daniel Hale Williams Prep School of Medicine,  126 ,  1 ,0.8%,  18 ,14.3%,  121 ,96.0%
Network 17,609751,Dr  Martin Luther King  Jr  College Prep HS,  486 ,  8 ,1.7%,  63 ,13.0%,  400 ,82.3%
Network 17,609712,Emil G Hirsch Metropolitan High School,  95 ,  2 ,2.1%,  39 ,41.1%,  91 ,95.8%
Network 17,609761,George H Corliss High School,  280 ,  4 ,1.4%,  88 ,31.4%,  256 ,91.4%
Network 17,609760,George Washington Carver Military Academy HS,  479 ,  25 ,5.2%,  31 ,6.5%,  428 ,89.4%
Network 17,609739,George Washington High School,"  1,456 ",  236 ,16.2%,  243 ,16.7%,"  1,248 ",85.7%
Network 17,609726,Gwendolyn Brooks College Preparatory Academy HS,"  1,007 ",  1 ,0.1%,  59 ,5.9%,  696 ,69.1%
Network 17,609713,Hyde Park Academy High School,  747 ,  8 ,1.1%,  155 ,20.8%,  717 ,96.0%
Network 17,609710,John M Harlan Community Academy High School,  300 ,  1 ,0.3%,  75 ,25.0%,  288 ,96.0%
Network 17,609746,Kenwood Academy High School,"  2,033 ",  26 ,1.3%,  125 ,6.2%,"  1,190 ",58.5%
Network 17,609692,Neal F Simeon Career Academy High School,"  1,338 ",  7 ,0.5%,  165 ,12.3%,"  1,212 ",90.6%
Network 17,609676,Paul Laurence Dunbar Career Academy High School,  346 ,  10 ,2.9%,  85 ,24.6%,  323 ,93.4%
Network 17,610547,South Shore Intl College Prep High School,  587 ,  4 ,0.7%,  51 ,8.7%,  486 ,82.8%
Network 17,610587,Walter Henri Dyett High School for the Arts,  618 ,  3 ,0.5%,  88 ,14.2%,  528 ,85.4%
AUSL,610339,Amos Alonzo Stagg Elementary School,  407 ,  10 ,2.5%,  58 ,14.3%,  400 ,98.3%
AUSL,610106,Brian Piccolo Elementary Specialty School,  605 ,  184 ,30.4%,  92 ,15.2%,  544 ,89.9%
AUSL,609883,Charles S Deneen Elementary School,  492 ,  2 ,0.4%,  67 ,13.6%,  436 ,88.6%
AUSL,610248,Chicago Academy Elementary School,  562 ,  178 ,31.7%,  91 ,16.2%,  382 ,68.0%
AUSL,610340,Chicago Academy High School,  569 ,  85 ,14.9%,  106 ,18.6%,  443 ,77.9%
AUSL,610499,Collins Academy High School,  227 ,  1 ,0.4%,  63 ,27.8%,  221 ,97.4%
AUSL,609885,Dewey Elementary Academy of Fine Arts,  338 ,  15 ,4.4%,  32 ,9.5%,  326 ,96.5%
AUSL,610254,Dvorak Technology Academy,  371 ,,,  60 ,16.2%,  361 ,97.3%
AUSL,610543,Eric Solorio Academy High School,"  1,222 ",  195 ,16.0%,  151 ,12.4%,"  1,131 ",92.6%
AUSL,609900,George W Curtis Elementary School,  460 ,  5 ,1.1%,  50 ,10.9%,  421 ,91.5%
AUSL,610103,Isabelle C O'Keeffe Elementary School,  582 ,  8 ,1.4%,  84 ,14.4%,  531 ,91.2%
AUSL,610274,James Weldon Johnson Elementary School,  346 ,  1 ,0.3%,  42 ,12.1%,  339 ,98.0%
AUSL,610263,John Foster Dulles Elementary School,  715 ,,,  74 ,10.4%,  601 ,84.1%
AUSL,609971,John Harvard Elementary School of Excellence,  375 ,,,  55 ,14.7%,  354 ,94.4%
AUSL,610000,Julia Ward Howe Elementary School of Excellence,  425 ,  6 ,1.4%,  82 ,19.3%,  405 ,95.3%
AUSL,610036,Leslie Lewis Elementary School,  494 ,  72 ,14.6%,  56 ,11.3%,  384 ,77.7%
AUSL,610053,Marquette Elementary School,"  1,118 ",  413 ,36.9%,  142 ,12.7%,  983 ,87.9%
AUSL,609928,Melville W Fuller Elementary School,  357 ,  2 ,0.6%,  46 ,12.9%,  350 ,98.0%
AUSL,610257,Morton School of Excellence,  245 ,  14 ,5.7%,  44 ,18.0%,  240 ,98.0%
AUSL,609806,Myra Bradwell Communications Arts & Sciences ES,  488 ,  4 ,0.8%,  55 ,11.3%,  484 ,99.2%
AUSL,610231,National Teachers Elementary Academy,  822 ,  24 ,2.9%,  58 ,7.1%,  543 ,66.1%
AUSL,610389,Orr Academy High School,  233 ,  6 ,2.6%,  49 ,21.0%,  222 ,95.3%
AUSL,610021,Pablo Casals Elementary School,  402 ,  73 ,18.2%,  41 ,10.2%,  386 ,96.0%
AUSL,610282,Ronald E McNair Elementary School,  370 ,  26 ,7.0%,  88 ,23.8%,  330 ,89.2%
AUSL,610396,Tarkington School of Excellence ES,  968 ,  330 ,34.1%,  129 ,13.3%,  898 ,92.8%
AUSL,609991,Theodore Herzl Elementary School,  484 ,  5 ,1.0%,  82 ,16.9%,  460 ,95.0%
AUSL,609851,Thomas Chalmers Specialty Elementary School,  315 ,  6 ,1.9%,  53 ,16.8%,  300 ,95.2%
AUSL,609955,Walter Q Gresham Elementary School,  388 ,  1 ,0.3%,  55 ,14.2%,  346 ,89.2%
AUSL,609727,Wendell Phillips Academy High School,  612 ,  3 ,0.5%,  123 ,20.1%,  552 ,90.2%
AUSL,610172,William T Sherman Elementary School,  235 ,  5 ,2.1%,  33 ,14.0%,  231 ,98.3%
AUSL,609844,William W Carter Elementary School,  359 ,,,  36 ,10.0%,  346 ,96.4%
ISP,610038,Abraham Lincoln Elementary School,"  1,002 ",  52 ,5.2%,  48 ,4.8%,  127 ,12.7%
ISP,609993,Agustin Lara Elementary Academy,  409 ,  236 ,57.7%,  67 ,16.4%,  390 ,95.4%
ISP,610098,Alfred Nobel Elementary School,  703 ,  287 ,40.8%,  81 ,11.5%,  636 ,90.5%
ISP,609837,Andrew Carnegie Elementary School,  597 ,  3 ,0.5%,  70 ,11.7%,  469 ,78.6%
ISP,609820,Augustus H Burley Elementary School,  554 ,  9 ,1.6%,  60 ,10.8%,  69 ,12.5%
ISP,609786,Avalon Park Elementary School,  261 ,,,  31 ,11.9%,  229 ,87.7%
ISP,610563,Back of the Yards IB HS,"  1,072 ",  142 ,13.3%,  78 ,7.3%,  991 ,92.4%
ISP,609922,Belmont-Cragin Elementary School,  471 ,  291 ,61.8%,  86 ,18.3%,  430 ,91.3%
ISP,609764,Benito Juarez Community Academy High School,"  1,734 ",  395 ,22.8%,  284 ,16.4%,"  1,619 ",93.4%
ISP,610039,Carl von Linne Elementary School,  674 ,  203 ,30.1%,  95 ,14.1%,  450 ,66.8%
ISP,610148,Cesar E Chavez Multicultural Academic Center ES,  909 ,  411 ,45.2%,  86 ,9.5%,  895 ,98.5%
ISP,610366,Charles H Wacker Elementary School,  247 ,  2 ,0.8%,  25 ,10.1%,  198 ,80.2%
ISP,609996,Charles N Holden Elementary School,  451 ,  107 ,23.7%,  46 ,10.2%,  345 ,76.5%
ISP,609833,Charles P Caldwell Academy of Math & Science ES,  270 ,  1 ,0.4%,  34 ,12.6%,  206 ,76.3%
ISP,609753,Chicago High School for Agricultural Sciences,  810 ,  14 ,1.7%,  169 ,20.9%,  365 ,45.1%
ISP,609899,Christian Ebinger Elementary School,  871 ,  37 ,4.3%,  125 ,14.4%,  121 ,13.9%
ISP,609863,Christopher Columbus Elementary School,  263 ,  86 ,32.7%,  17 ,6.5%,  180 ,68.4%
ISP,610170,Columbia Explorers Elementary Academy,  926 ,  335 ,36.2%,  114 ,12.3%,  863 ,93.2%
ISP,609870,Daniel J Corkery Elementary School,  433 ,  211 ,48.7%,  60 ,13.9%,  391 ,90.3%
ISP,609835,Daniel R Cameron Elementary School,  708 ,  235 ,33.2%,  98 ,13.8%,  683 ,96.5%
ISP,609852,Eliza Chappell Elementary School,  588 ,  107 ,18.2%,  94 ,16.0%,  322 ,54.8%
ISP,609973,Emiliano Zapata Elementary Academy,  680 ,  372 ,54.7%,  119 ,17.5%,  641 ,94.3%
ISP,610203,Enrico Tonti Elementary School,  939 ,  384 ,40.9%,  110 ,11.7%,  811 ,86.4%
ISP,610541,Federico Garcia Lorca Elementary School,  763 ,  353 ,46.3%,  116 ,15.2%,  638 ,83.6%
ISP,610120,Ferdinand Peck Elementary School,  878 ,  497 ,56.6%,  101 ,11.5%,  625 ,71.2%
ISP,609939,Frank L Gillespie Elementary School,  434 ,  4 ,0.9%,  70 ,16.1%,  338 ,77.9%
ISP,609958,Frank W Gunsaulus Elementary Scholastic Academy,  763 ,  328 ,43.0%,  89 ,11.7%,  661 ,86.6%
ISP,609926,Franklin Elementary Fine Arts Center,  370 ,  12 ,3.2%,  33 ,8.9%,  157 ,42.4%
ISP,609779,George Armstrong International Studies ES,"  1,257 ",  473 ,37.6%,  135 ,10.7%,"  1,108 ",88.2%
ISP,609849,George F Cassell Elementary School,  391 ,  13 ,3.3%,  81 ,20.7%,  78 ,20.0%
ISP,609795,George Rogers Clark Elementary School,  210 ,  25 ,11.9%,  17 ,8.1%,  165 ,78.6%
ISP,609985,Helen M Hefferan Elementary School,  296 ,,,  32 ,10.8%,  280 ,94.6%
ISP,610122,Helen Peirce International Studies ES,"  1,084 ",  194 ,17.9%,  134 ,12.4%,  558 ,51.5%
ISP,610040,Henry D Lloyd Elementary School,  938 ,  590 ,62.9%,  122 ,13.0%,  843 ,89.9%
ISP,610390,Hyman G Rickover Naval Academy High School,  396 ,  34 ,8.6%,  46 ,11.6%,  333 ,84.1%
ISP,610384,Infinity Math Science and Technology High School,  384 ,  68 ,17.7%,  52 ,13.5%,  367 ,95.6%
ISP,610213,James Wadsworth Elementary School,  553 ,  2 ,0.4%,  65 ,11.8%,  509 ,92.0%
ISP,610217,James Ward Elementary School,  576 ,  252 ,43.8%,  41 ,7.1%,  451 ,78.3%
ISP,609772,Jane Addams Elementary School,  695 ,  258 ,37.1%,  76 ,10.9%,  557 ,80.1%
ISP,610173,Jesse Sherwood Elementary School,  297 ,  6 ,2.0%,  63 ,21.2%,  283 ,95.3%
ISP,609789,John Barry Elementary School,  568 ,  312 ,54.9%,  84 ,14.8%,  446 ,78.5%
ISP,609829,John C Burroughs Elementary School,  439 ,  176 ,40.1%,  49 ,11.2%,  388 ,88.4%
ISP,609866,John C Coonley Elementary School,"  1,028 ",  41 ,4.0%,  106 ,10.3%,  138 ,13.4%
ISP,609898,John F Eberhart Elementary School,"  1,241 ",  519 ,41.8%,  145 ,11.7%,"  1,171 ",94.4%
ISP,610026,John H Kinzie Elementary School,  690 ,  114 ,16.5%,  146 ,21.2%,  399 ,57.8%
ISP,610054,John L Marsh Elementary School,  773 ,  289 ,37.4%,  110 ,14.2%,  666 ,86.2%
ISP,610111,John Palmer Elementary School,  733 ,  265 ,36.2%,  111 ,15.1%,  534 ,72.9%
ISP,609950,Josefa Ortiz De Dominguez Elementary School,  490 ,  283 ,57.8%,  84 ,17.1%,  460 ,93.9%
ISP,610015,Joseph Jungman Elementary School,  257 ,  120 ,46.7%,  82 ,31.9%,  226 ,87.9%
ISP,610129,Josiah Pickard Elementary School,  407 ,  166 ,40.8%,  72 ,17.7%,  380 ,93.4%
ISP,610520,LaSalle II Magnet Elementary School,  583 ,  59 ,10.1%,  72 ,12.4%,  186 ,31.9%
ISP,610024,Lazaro Cardenas Elementary School,"  1,079 ",  368 ,34.1%,  180 ,16.7%,"  1,016 ",94.2%
ISP,610298,Lenart Elementary Regional Gifted Center,  295 ,,,  10 ,3.4%,  81 ,27.5%
ISP,609834,Little Village Elementary School,  737 ,  420 ,57.0%,  94 ,12.8%,  699 ,94.8%
ISP,609773,Louis A Agassiz Elementary School,  503 ,  23 ,4.6%,  83 ,16.5%,  177 ,35.2%
ISP,610117,Louis Pasteur Elementary School,  598 ,  219 ,36.6%,  69 ,11.5%,  529 ,88.5%
ISP,609817,Lyman A Budlong Elementary School,  694 ,  271 ,39.1%,  73 ,10.5%,  519 ,74.8%
ISP,610197,Mancel Talcott Elementary School,  463 ,  201 ,43.4%,  91 ,19.7%,  342 ,73.9%
ISP,610544,Mariano Azuela Elementary School,  878 ,  274 ,31.2%,  97 ,11.1%,  729 ,83.0%
ISP,609780,Marine Leadership Academy at Ames,  831 ,  175 ,21.1%,  81 ,9.8%,  794 ,95.6%
