Network,School ID,School Name,Total,Bilingual N,Bilingual %,SpED N,SpED %,Economically Disadvantaged N,Economically Disadvantaged %
Network 8,609876,Nathan S Davis Elementary School,  740 ,  385 ,52.0%,  109 ,14.7%,  651 ,88.0%
Network 8,609952,Nathanael Greene Elementary School,  498 ,  234 ,47.0%,  56 ,11.2%,  434 ,87.2%
Network 8,610239,Richard J Daley Elementary Academy,  595 ,  309 ,51.9%,  59 ,9.9%,  549 ,92.3%
Network 8,610157,Sidney Sawyer Elementary School,"  1,545 ",  572 ,37.0%,  121 ,7.8%,"  1,394 ",90.2%
Network 8,610226,Socorro Sandoval Elementary School,  969 ,  560 ,57.8%,  84 ,8.7%,  839 ,86.6%
Network 8,609715,Thomas Kelly High School,"  1,891 ",  522 ,27.6%,  345 ,18.2%,"  1,780 ",94.1%
Network 8,609855,Walter S Christopher Elementary School,  380 ,  211 ,55.5%,  198 ,52.1%,  340 ,89.5%
Network 8,610167,William H Seward Communication Arts Academy ES,  685 ,  302 ,44.1%,  70 ,10.2%,  629 ,91.8%
Network 9,610175,Beulah Shoesmith Elementary School,  363 ,  21 ,5.8%,  31 ,8.5%,  264 ,72.7%
Network 9,609969,Bret Harte Elementary School,  319 ,  19 ,6.0%,  41 ,12.9%,  232 ,72.7%
Network 9,610381,Bronzeville Scholastic Academy High School,  322 ,  7 ,2.2%,  57 ,17.7%,  311 ,96.6%
Network 9,610345,Carter G Woodson South Elementary School,  330 ,  3 ,0.9%,  69 ,20.9%,  292 ,88.5%
Network 9,610030,Charles Kozminski Elementary Community Academy,  257 ,  5 ,2.0%,  35 ,13.6%,  218 ,84.8%
Network 9,610380,Daniel Hale Williams Prep School of Medicine,  231 ,  3 ,1.3%,  33 ,14.3%,  223 ,96.5%
Network 9,609751,Dr  Martin Luther King  Jr  College Prep HS,  599 ,  15 ,2.5%,  56 ,9.4%,  493 ,82.3%
Network 9,609819,Edmond Burke Elementary School,  432 ,  4 ,0.9%,  55 ,12.7%,  356 ,82.4%
Network 9,610246,Edward Beasley Elementary Magnet Academic Center,"  1,246 ",  1 ,0.1%,  76 ,6.1%,"  1,001 ",80.3%
Network 9,610065,Emmett Louis Till Math and Science Academy,  346 ,,,  45 ,13.0%,  301 ,87.0%
Network 9,609713,Hyde Park Academy High School,  856 ,  6 ,0.7%,  167 ,19.5%,  806 ,94.2%
Network 9,610110,Ida B Wells Preparatory Elementary Academy,  390 ,  1 ,0.3%,  29 ,7.4%,  332 ,85.1%
Network 9,610276,Irvin C Mollison Elementary School,  343 ,  4 ,1.2%,  32 ,9.3%,  301 ,87.8%
Network 9,610256,Jackie Robinson Elementary School,  121 ,,,  10 ,8.3%,  90 ,74.4%
Network 9,609891,James R Doolittle Jr Elementary School,  277 ,  3 ,1.1%,  27 ,9.8%,  244 ,88.1%
Network 9,610213,James Wadsworth Elementary School,  551 ,  3 ,0.5%,  72 ,13.1%,  479 ,86.9%
Network 9,609894,John B Drake Elementary School,  341 ,  3 ,0.9%,  58 ,17.0%,  299 ,87.7%
Network 9,609919,John Fiske Elementary School,  461 ,  1 ,0.2%,  40 ,8.7%,  388 ,84.2%
Network 9,610126,John J Pershing Elementary Humanities Magnet,  590 ,  17 ,2.9%,  68 ,11.5%,  451 ,76.4%
Network 9,609746,Kenwood Academy High School,"  1,756 ",  16 ,0.9%,  107 ,6.1%,"  1,053 ",60.0%
Network 9,610237,Ludwig Van Beethoven Elementary School,  388 ,  3 ,0.8%,  47 ,12.1%,  337 ,86.9%
Network 9,609676,Paul Laurence Dunbar Career Academy High School,  457 ,  11 ,2.4%,  128 ,28.0%,  441 ,96.5%
Network 9,610090,Phillip Murray Elementary Language Academy,  519 ,  16 ,3.1%,  51 ,9.8%,  302 ,58.2%
Network 9,609987,Thomas A Hendricks Elementary Community Academy,  244 ,  2 ,0.8%,  72 ,29.5%,  205 ,84.0%
Network 9,610143,William C Reavis Math & Science Specialty ES,  253 ,  5 ,2.0%,  42 ,16.6%,  213 ,84.2%
Network 9,610142,William H Ray Elementary School,  725 ,  81 ,11.2%,  77 ,10.6%,  348 ,48.0%
Network 9,609977,Woodlawn Community Elementary School,  216 ,  1 ,0.5%,  8 ,3.7%,  171 ,79.2%
Network 10,610185,Adlai E Stevenson Elementary School,"  1,257 ",  503 ,40.0%,  185 ,14.7%,"  1,027 ",81.7%
Network 10,609788,Alice L Barnard Computer Math & Science Ctr ES,  324 ,,,  47 ,14.5%,  245 ,75.6%
Network 10,610084,Annie Keller Elementary Gifted Magnet School,  243 ,  4 ,1.7%,  5 ,2.1%,  58 ,23.9%
Network 10,610287,Ashburn Community Elementary School,  517 ,  25 ,4.8%,  89 ,17.2%,  401 ,77.6%
Network 10,609871,Barbara Vick Early Childhood & Family Center,  316 ,  42 ,13.3%,  147 ,46.5%,  87 ,27.5%
Network 10,610087,Blair Early Childhood Center,  190 ,  83 ,43.7%,  142 ,74.7%,  88 ,46.3%
Network 10,609839,Carroll-Rosenwald Specialty Elementary School,  422 ,  4 ,1.0%,  61 ,14.5%,  344 ,81.5%
Network 10,609879,Charles Gates Dawes Elementary School,  992 ,  263 ,26.5%,  150 ,15.1%,  898 ,90.5%
Network 10,610347,Claremont Academy Elementary School,  434 ,  29 ,6.7%,  97 ,22.4%,  399 ,91.9%
Network 10,610077,Donald Morrill Math & Science Elementary School,  648 ,  267 ,41.2%,  71 ,11.0%,  578 ,89.2%
Network 10,610352,Durkin Park Elementary School,  696 ,  220 ,31.6%,  75 ,10.8%,  548 ,78.7%
Network 10,610006,Edward N Hurley Elementary School,  830 ,  314 ,37.8%,  75 ,9.0%,  701 ,84.5%
Network 10,610195,Elizabeth H Sutherland Elementary School,  557 ,  1 ,0.2%,  61 ,11.0%,  239 ,42.9%
Network 10,609908,Esmond Elementary School,  280 ,  2 ,0.7%,  50 ,17.9%,  254 ,90.7%
Network 10,610057,Fairfield Elementary Academy,  576 ,  216 ,37.5%,  69 ,12.0%,  513 ,89.1%
Network 10,610067,Francis M McKay Elementary School,  802 ,  100 ,12.5%,  125 ,15.6%,  691 ,86.2%
Network 10,609849,George F Cassell Elementary School,  411 ,  11 ,2.7%,  78 ,19.0%,  102 ,24.8%
Network 10,609741,Gurdon S Hubbard High School,"  1,777 ",  283 ,15.9%,  263 ,14.8%,"  1,677 ",94.4%
Network 10,609861,Henry R Clissold Elementary School,  509 ,  7 ,1.4%,  95 ,18.7%,  226 ,44.4%
Network 10,609893,John C Dore Elementary School,  715 ,  87 ,12.2%,  119 ,16.6%,  374 ,52.3%
Network 10,609898,John F Eberhart Elementary School,"  1,377 ",  558 ,40.5%,  143 ,10.4%,"  1,258 ",91.4%
Network 10,609718,John F Kennedy High School,"  1,690 ",  138 ,8.2%,  296 ,17.5%,"  1,244 ",73.6%
Network 10,610207,John H Vanderpoel Elementary Magnet School,  280 ,,,  28 ,10.0%,  180 ,64.3%
Network 10,610016,Kate S Kellogg Elementary School,  257 ,  1 ,0.4%,  46 ,17.9%,  110 ,42.8%
Network 10,609807,Lionel Hampton Fine & Performing Arts ES,  539 ,  120 ,22.3%,  98 ,18.2%,  466 ,86.5%
Network 10,610206,Mark Twain Elementary School,"  1,131 ",  206 ,18.2%,  113 ,10.0%,  893 ,79.0%
Network 10,609832,Michael M Byrne Elementary School,  673 ,  72 ,10.7%,  108 ,16.1%,  361 ,53.6%
Network 10,609725,Morgan Park High School,"  1,268 ",  3 ,0.2%,  138 ,10.9%,"  1,109 ",87.5%
Network 10,609960,Nathan Hale Elementary School,  932 ,  159 ,17.1%,  121 ,13.0%,  621 ,66.6%
Network 10,609981,Phoebe Apperson Hearst Elementary School,  359 ,  97 ,27.0%,  92 ,25.6%,  312 ,86.9%
Network 10,610588,Robert J. Richardson Middle School,"  1,211 ",  248 ,20.5%,  144 ,11.9%,"  1,136 ",93.8%
Network 10,609956,Robert L Grimes Elementary School,  455 ,  154 ,33.9%,  54 ,11.9%,  341 ,75.0%
Network 10,610558,Sarah E. Goode STEM Academy,  900 ,  65 ,7.2%,  153 ,17.0%,  788 ,87.6%
Network 10,610109,William Bishop Owen Scholastic Academy ES,  268 ,  5 ,1.9%,  32 ,11.9%,  156 ,58.2%
Network 10,609698,William J Bogan High School,  781 ,  88 ,11.3%,  197 ,25.2%,  710 ,90.9%
Network 11,609869,Anna R. Langford Community Academy,  267 ,  2 ,0.8%,  28 ,10.5%,  242 ,90.6%
Network 11,610037,Arthur A Libby Elementary School,  354 ,  73 ,20.6%,  72 ,20.3%,  317 ,89.6%
Network 11,609941,Asa Philip Randolph Elementary School,  509 ,  15 ,3.0%,  64 ,12.6%,  447 ,87.8%
Network 11,610290,Benjamin E Mays Elementary Academy,  371 ,  2 ,0.5%,  60 ,16.2%,  332 ,89.5%
Network 11,610238,Carrie Jacobs Bond Elementary School,  291 ,  3 ,1.0%,  62 ,21.3%,  265 ,91.1%
Network 11,609986,Charles R Henderson Elementary School,  275 ,  14 ,5.1%,  34 ,12.4%,  236 ,85.8%
Network 11,609897,Charles W Earle Elementary School,  416 ,  11 ,2.6%,  57 ,13.7%,  346 ,83.2%
Network 11,609790,Clara Barton Elementary School,  389 ,,,  79 ,20.3%,  335 ,86.1%
Network 11,609748,Consuella B York Alternative HS,  210 ,  1 ,0.5%,  63 ,30.0%,  185 ,88.1%
Network 11,610223,Daniel S Wentworth Elementary School,  449 ,  8 ,1.8%,  83 ,18.5%,  402 ,89.5%
Network 11,610299,Dr. Martin L. King Jr Academy of Social Justice,  244 ,,,  39 ,16.0%,  209 ,85.7%
Network 11,609924,Fort Dearborn Elementary School,  367 ,,,  51 ,13.9%,  314 ,85.6%
Network 11,609927,Foster Park Elementary School,  360 ,  1 ,0.3%,  80 ,22.2%,  296 ,82.2%
Network 11,610112,Francis W Parker Elementary Community Academy,  491 ,  2 ,0.4%,  30 ,6.1%,  431 ,87.8%
Network 11,609768,Hope College Preparatory High School,  95 ,  13 ,13.7%,  49 ,51.6%,  94 ,99.0%
Network 11,610173,Jesse Sherwood Elementary School,  335 ,  1 ,0.3%,  68 ,20.3%,  288 ,86.0%
Network 11,609864,John W Cook Elementary School,  383 ,,,  59 ,15.4%,  335 ,87.5%
Network 11,610019,Joshua D Kershaw Elementary School,  265 ,  1 ,0.4%,  38 ,14.3%,  220 ,83.0%
Network 11,609793,Lillian R. Nicholson STEM Academy,  472 ,  5 ,1.1%,  59 ,12.5%,  421 ,89.2%
Network 11,610108,Luke O'Toole Elementary School,  357 ,  16 ,4.5%,  46 ,12.9%,  322 ,90.2%
Network 11,610369,Mahalia Jackson Elementary School,  354 ,,,  54 ,15.3%,  309 ,87.3%
Network 11,610362,Medgar Evers Elementary School,  279 ,  5 ,1.8%,  36 ,12.9%,  225 ,80.7%
Network 11,609783,Nancy B Jefferson Alternative HS,  213 ,  5 ,2.4%,  66 ,31.0%,  182 ,85.5%
Network 11,610300,Oliver S Westcott Elementary School,  399 ,  3 ,0.8%,  74 ,18.6%,  334 ,83.7%
Network 11,609997,Oliver Wendell Holmes Elementary School,  163 ,  2 ,1.2%,  28 ,17.2%,  138 ,84.7%
Network 11,610003,Paul Cuffe Math-Science Technology Academy ES,  319 ,,,  55 ,17.2%,  279 ,87.5%
Network 11,609707,Paul Robeson High School,  128 ,,,  42 ,32.8%,  123 ,96.1%
Network 11,609791,Perkins Bass Elementary School,  447 ,  1 ,0.2%,  50 ,11.2%,  395 ,88.4%
Network 11,610102,Richard J Oglesby Elementary School,  489 ,,,  68 ,13.9%,  433 ,88.6%
Network 11,609929,Robert Fulton Elementary School,  335 ,  132 ,39.4%,  43 ,12.8%,  301 ,89.9%
Network 11,610391,Robert Lindblom Math & Science Academy HS,"  1,325 ",  21 ,1.6%,  71 ,5.4%,  877 ,66.2%
Network 11,610027,Rudyard Kipling Elementary School,  295 ,,,  45 ,15.3%,  241 ,81.7%
Network 11,609805,Scott Joplin Elementary School,  411 ,  1 ,0.2%,  57 ,13.9%,  353 ,85.9%
Network 11,610521,Sir Miles Davis Magnet Elementary Academy,  250 ,  8 ,3.2%,  39 ,15.6%,  231 ,92.4%
Network 11,610506,TEAM Englewood Community Academy High School,  92 ,  1 ,1.1%,  19 ,20.7%,  85 ,92.4%
Network 11,609895,Turner-Drew Elementary Language Academy,  248 ,,,  37 ,14.9%,  181 ,73.0%
Network 11,610032,Wendell E Green Elementary School,  368 ,  1 ,0.3%,  57 ,15.5%,  307 ,83.4%
Network 11,610153,William H Ryder Math & Science Specialty ES,  401 ,  2 ,0.5%,  115 ,28.7%,  351 ,87.5%
Network 11,609711,William Rainey Harper High School,  134 ,  4 ,3.0%,  38 ,28.4%,  132 ,98.5%
Network 12,610281,Adam Clayton Powell Paideia Community Academy ES,  598 ,  31 ,5.2%,  78 ,13.0%,  519 ,86.8%
Network 12,610316,Amelia Earhart Options for Knowledge ES,  239 ,  3 ,1.3%,  23 ,9.6%,  160 ,67.0%
Network 12,610171,Arnold Mireles Elementary Academy,  535 ,  145 ,27.1%,  63 ,11.8%,  474 ,88.6%
Network 12,609887,Arthur Dixon Elementary School,  567 ,  7 ,1.2%,  52 ,9.2%,  433 ,76.4%
Network 12,610268,Arthur R Ashe Elementary School,  322 ,  3 ,0.9%,  43 ,13.4%,  259 ,80.4%
Network 12,609786,Avalon Park Elementary School,  296 ,  1 ,0.3%,  34 ,11.5%,  255 ,86.2%
Network 12,610323,Bowen High School,  297 ,  22 ,7.4%,  92 ,31.0%,  273 ,91.9%
Network 12,609827,Burnside Elementary Scholastic Academy,  464 ,  1 ,0.2%,  59 ,12.7%,  362 ,78.0%
Network 12,609833,Charles P Caldwell Academy of Math & Science ES,  268 ,  3 ,1.1%,  34 ,12.7%,  220 ,82.1%
Network 12,609813,Charles S Brownell Elementary School,  216 ,  2 ,0.9%,  24 ,11.1%,  190 ,88.0%
Network 12,609674,Chicago Vocational Career Academy High School,  880 ,  11 ,1.3%,  250 ,28.4%,  833 ,94.7%
Network 12,609815,Edward A Bouchet Math & Science Academy ES,  612 ,  4 ,0.7%,  96 ,15.7%,  544 ,88.9%
Network 12,609862,Edward Coles Elementary Language Academy,  434 ,  5 ,1.2%,  60 ,13.8%,  378 ,87.1%
Network 12,609712,Emil G Hirsch Metropolitan High School,  137 ,  1 ,0.7%,  52 ,38.0%,  122 ,89.1%
Network 12,610124,Harold Washington Elementary School,  315 ,  3 ,1.0%,  37 ,11.8%,  277 ,87.9%
Network 12,610279,Henry O Tanner Elementary School,  345 ,  7 ,2.0%,  67 ,19.4%,  297 ,86.1%
Network 12,610052,Horace Mann Elementary School,  350 ,  1 ,0.3%,  35 ,10.0%,  301 ,86.0%
Network 12,610066,James E McDade Elementary Classical School,  195 ,,,  9 ,4.6%,  65 ,33.3%
Network 12,610047,James Madison Elementary School,  244 ,  3 ,1.2%,  29 ,11.9%,  219 ,89.8%
Network 12,610200,James N Thorp Elementary School,  325 ,  48 ,14.8%,  104 ,32.0%,  296 ,91.1%
Network 12,610093,Jane A Neil Elementary School,  264 ,  2 ,0.8%,  113 ,42.8%,  227 ,86.0%
Network 12,609710,John M Harlan Community Academy High School,  386 ,,,  103 ,26.7%,  363 ,94.0%
Network 12,610130,John T Pirie Fine Arts & Academic Center ES,  261 ,  3 ,1.2%,  35 ,13.4%,  208 ,79.7%
Network 12,610218,Joseph Warren Elementary School,  236 ,  4 ,1.7%,  33 ,14.0%,  195 ,82.6%
Network 12,610152,Martha Ruggles Elementary School,  415 ,  1 ,0.2%,  48 ,11.6%,  367 ,88.4%
Network 12,609961,Ninos Heroes Elementary Academic Center,  372 ,  52 ,14.0%,  35 ,9.4%,  309 ,83.1%
Network 12,610115,Park Manor Elementary School,  294 ,  1 ,0.3%,  23 ,7.8%,  266 ,90.5%
Network 12,610116,Parkside Elementary Community Academy,  240 ,,,  27 ,11.3%,  212 ,88.3%
Network 12,610146,Paul Revere Elementary School,  241 ,,,  29 ,12.0%,  219 ,90.9%
Network 12,610350,Robert A Black Magnet Elementary School,  439 ,  4 ,0.9%,  24 ,5.5%,  343 ,78.1%
Network 12,610530,South Shore Fine Arts Academy,  396 ,,,  71 ,17.9%,  327 ,82.6%
Network 12,610547,South Shore Intl College Prep High School,  649 ,  3 ,0.5%,  58 ,8.9%,  566 ,87.2%
Network 12,610178,Theophilus Schmid Elementary School,  191 ,,,  33 ,17.3%,  153 ,80.1%
Network 12,610002,Thomas Hoyne Elementary School,  253 ,,,  29 ,11.5%,  195 ,77.1%
Network 12,610193,William K New Sullivan Elementary School,  512 ,  57 ,11.1%,  108 ,21.1%,  452 ,88.3%
Network 13,609808,Alex Haley Elementary Academy,  541 ,  3 ,0.6%,  69 ,12.8%,  463 ,85.6%
Network 13,609705,Christian Fenger Academy High School,  251 ,  2 ,0.8%,  41 ,16.3%,  230 ,91.6%
Network 13,610004,Countee Cullen Elementary School,  186 ,  3 ,1.6%,  19 ,10.2%,  160 ,86.0%
Network 13,610198,Douglas Taylor Elementary School,  444 ,  151 ,34.0%,  75 ,16.9%,  398 ,89.6%
Network 13,610188,Dunne Technology Academy,  258 ,,,  29 ,11.2%,  198 ,76.7%
Network 13,610132,Edgar Allan Poe Elementary Classical School,  208 ,,,  5 ,2.4%,  90 ,43.3%
Network 13,610315,Edward White Elementary Career Academy,  162 ,,,  23 ,14.2%,  132 ,81.5%
Network 13,609917,Fernwood Elementary School,  301 ,,,  41 ,13.6%,  262 ,87.0%
Network 13,609800,Frank I Bennett Elementary School,  308 ,,,  28 ,9.1%,  255 ,82.8%
Network 13,609761,George H Corliss High School,  310 ,,,  86 ,27.7%,  287 ,92.6%
Network 13,610139,George M Pullman Elementary School,  390 ,  12 ,3.1%,  43 ,11.0%,  327 ,83.9%
Network 13,609845,George Washington Carver Primary School,  493 ,,,  45 ,9.1%,  432 ,87.6%
Network 13,610219,George Washington Elementary School,  873 ,  80 ,9.2%,  83 ,9.5%,  619 ,70.9%
Network 13,609739,George Washington High School,"  1,436 ",  185 ,12.9%,  218 ,15.2%,"  1,298 ",90.4%
Network 13,609726,Gwendolyn Brooks College Preparatory Academy HS,  961 ,  2 ,0.2%,  59 ,6.1%,  692 ,72.0%
Network 13,609856,Henry Clay Elementary School,  618 ,  150 ,24.3%,  80 ,12.9%,  513 ,83.0%
Network 13,609848,Ira F Aldridge Elementary School,  199 ,,,  23 ,11.6%,  177 ,88.9%
Network 13,609943,Jesse Owens Elementary Community Academy,  397 ,  1 ,0.3%,  56 ,14.1%,  349 ,87.9%
Network 13,610176,John D Shoop Math-Science Technical Academy ES,  430 ,  6 ,1.4%,  61 ,14.2%,  378 ,87.9%
Network 13,610054,John L Marsh Elementary School,  751 ,  275 ,36.6%,  87 ,11.6%,  644 ,85.8%
Network 13,610225,John Whistler Elementary School,  344 ,,,  66 ,19.2%,  284 ,82.6%
Network 13,610199,Johnnie Colemon Elementary Academy,  251 ,  12 ,4.8%,  26 ,10.4%,  193 ,76.9%
Network 13,610368,Langston Hughes Elementary School,  470 ,  9 ,1.9%,  120 ,25.5%,  396 ,84.3%
Network 13,610128,Marcus Moziah Garvey Elementary School,  250 ,,,  13 ,5.2%,  212 ,84.8%
Network 13,609935,Matthew Gallistel Elementary Language Academy,  793 ,  180 ,22.7%,  114 ,14.4%,  691 ,87.1%
Network 13,610208,Mildred I Lavizzo Elementary School,  357 ,  2 ,0.6%,  49 ,13.7%,  316 ,88.5%
Network 13,610086,Mount Vernon Elementary School,  232 ,,,  48 ,20.7%,  201 ,86.6%
Network 13,609811,Orville T Bright Elementary School,  282 ,  47 ,16.7%,  65 ,23.1%,  253 ,89.7%
Network 13,609762,Percy L Julian High School,  516 ,  1 ,0.2%,  121 ,23.5%,  497 ,96.3%
Network 13,609902,Ralph H Metcalfe Elementary Community Academy,  387 ,  2 ,0.5%,  56 ,14.5%,  344 ,88.9%
Network 13,610091,Ronald Brown Elementary Community Academy,  321 ,,,  36 ,11.2%,  290 ,90.3%
Network 13,610586,Southeast Area Elementary School,  518 ,  160 ,30.9%,  76 ,14.7%,  426 ,82.2%
Network 13,610295,Thomas J Higgins Elementary Community Academy,  268 ,,,  32 ,11.9%,  222 ,82.8%
Network 13,609978,Wendell Smith Elementary School,  360 ,,,  59 ,16.4%,  319 ,88.6%
Network 13,610364,William E B Dubois Elementary School,  235 ,  2 ,0.9%,  33 ,14.0%,  209 ,88.9%
AUSL,610339,Amos Alonzo Stagg Elementary School,  416 ,  7 ,1.7%,  61 ,14.7%,  360 ,86.5%
AUSL,610106,Brian Piccolo Elementary Specialty School,  598 ,  174 ,29.1%,  87 ,14.6%,  538 ,90.0%
AUSL,609883,Charles S Deneen Elementary School,  524 ,  2 ,0.4%,  68 ,13.0%,  468 ,89.3%
AUSL,610248,Chicago Academy Elementary School,  602 ,  185 ,30.7%,  82 ,13.6%,  411 ,68.3%
AUSL,610340,Chicago Academy High School,  542 ,  61 ,11.3%,  110 ,20.3%,  445 ,82.1%
AUSL,610499,Collins Academy High School,  260 ,  1 ,0.4%,  59 ,22.7%,  259 ,99.6%
AUSL,609885,Dewey Elementary Academy of Fine Arts,  420 ,  13 ,3.1%,  35 ,8.3%,  372 ,88.6%
AUSL,610254,Dvorak Technology Academy,  383 ,,,  48 ,12.5%,  340 ,88.8%
AUSL,610543,Eric Solorio Academy High School,"  1,190 ",  164 ,13.8%,  125 ,10.5%,"  1,128 ",94.8%
AUSL,609900,George W Curtis Elementary School,  520 ,  11 ,2.1%,  61 ,11.7%,  465 ,89.4%
AUSL,610103,Isabelle C O'Keeffe Elementary School,  662 ,  2 ,0.3%,  83 ,12.5%,  582 ,87.9%
AUSL,610274,James Weldon Johnson Elementary School,  428 ,  2 ,0.5%,  53 ,12.4%,  379 ,88.6%
AUSL,610263,John Foster Dulles Elementary School,  660 ,,,  71 ,10.8%,  588 ,89.1%
AUSL,609971,John Harvard Elementary School of Excellence,  392 ,,,  57 ,14.5%,  341 ,87.0%
AUSL,610000,Julia Ward Howe Elementary School of Excellence,  481 ,  3 ,0.6%,  70 ,14.6%,  434 ,90.2%
AUSL,610036,Leslie Lewis Elementary School,  486 ,  70 ,14.4%,  44 ,9.1%,  384 ,79.0%
AUSL,610053,Marquette Elementary School,"  1,171 ",  410 ,35.0%,  105 ,9.0%,"  1,056 ",90.2%
AUSL,609928,Melville W Fuller Elementary School,  375 ,  1 ,0.3%,  49 ,13.1%,  334 ,89.1%
AUSL,610257,Morton School of Excellence,  310 ,  5 ,1.6%,  43 ,13.9%,  272 ,87.7%
AUSL,609806,Myra Bradwell Communications Arts & Sciences ES,  489 ,  5 ,1.0%,  60 ,12.3%,  444 ,90.8%
AUSL,610231,National Teachers Elementary Academy,  723 ,  22 ,3.0%,  64 ,8.9%,  520 ,71.9%
AUSL,610389,Orr Academy High School,  277 ,  13 ,4.7%,  61 ,22.0%,  265 ,95.7%
AUSL,610021,Pablo Casals Elementary School,  437 ,  67 ,15.3%,  40 ,9.2%,  377 ,86.3%
AUSL,610282,Ronald E McNair Elementary School,  399 ,  25 ,6.3%,  90 ,22.6%,  343 ,86.0%
AUSL,610396,Tarkington School of Excellence ES,  997 ,  346 ,34.7%,  100 ,10.0%,  860 ,86.3%
AUSL,609991,Theodore Herzl Elementary School,  589 ,  3 ,0.5%,  91 ,15.5%,  508 ,86.3%
AUSL,609851,Thomas Chalmers Specialty Elementary School,  377 ,  1 ,0.3%,  57 ,15.1%,  330 ,87.5%
AUSL,609955,Walter Q Gresham Elementary School,  325 ,  1 ,0.3%,  39 ,12.0%,  292 ,89.9%
AUSL,609727,Wendell Phillips Academy High School,  634 ,  4 ,0.6%,  152 ,24.0%,  598 ,94.3%
AUSL,610172,William T Sherman Elementary School,  257 ,  7 ,2.7%,  28 ,10.9%,  231 ,89.9%
AUSL,609844,William W Carter Elementary School,  433 ,,,  42 ,9.7%,  393 ,90.8%
ISP,610342,Albert R Sabin Elementary Magnet School,  585 ,  121 ,20.7%,  70 ,12.0%,  500 ,85.5%
ISP,610098,Alfred Nobel Elementary School,  775 ,  284 ,36.7%,  98 ,12.7%,  702 ,90.6%
ISP,609837,Andrew Carnegie Elementary School,  635 ,  2 ,0.3%,  59 ,9.3%,  502 ,79.1%
ISP,609951,Ariel Elementary Community Academy,  523 ,  4 ,0.8%,  75 ,14.3%,  401 ,76.7%
ISP,609820,Augustus H Burley Elementary School,  533 ,  9 ,1.7%,  67 ,12.6%,  89 ,16.7%
ISP,610563,Back of the Yards IB HS,"  1,061 ",  95 ,9.0%,  76 ,7.2%,"  1,023 ",96.4%
ISP,609764,Benito Juarez Community Academy High School,"  1,734 ",  355 ,20.5%,  280 ,16.2%,"  1,656 ",95.5%
ISP,610076,Bernhard Moos Elementary School,  465 ,  137 ,29.5%,  61 ,13.1%,  393 ,84.5%
ISP,609821,Burnham Elementary Inclusive Academy,  522 ,  5 ,1.0%,  61 ,11.7%,  463 ,88.7%
ISP,610039,Carl von Linne Elementary School,  665 ,  201 ,30.2%,  83 ,12.5%,  513 ,77.1%
ISP,610148,Cesar E Chavez Multicultural Academic Center ES,  966 ,  430 ,44.5%,  80 ,8.3%,  863 ,89.3%
ISP,610366,Charles H Wacker Elementary School,  298 ,,,  34 ,11.4%,  227 ,76.2%
ISP,609875,Charles R Darwin Elementary School,  518 ,  192 ,37.1%,  74 ,14.3%,  401 ,77.4%
ISP,609753,Chicago High School for Agricultural Sciences,  718 ,  10 ,1.4%,  132 ,18.4%,  321 ,44.7%
ISP,609899,Christian Ebinger Elementary School,  832 ,  52 ,6.3%,  123 ,14.8%,  128 ,15.4%
ISP,609863,Christopher Columbus Elementary School,  284 ,  117 ,41.2%,  15 ,5.3%,  213 ,75.0%
ISP,610402,DeVry University Advantage Academy HS,  193 ,,,  4 ,2.1%,  143 ,74.1%
ISP,610533,Dr Jorge Prieto Math and Science,  999 ,  420 ,42.0%,  193 ,19.3%,  890 ,89.1%
ISP,610073,Ellen Mitchell Elementary School,  400 ,  56 ,14.0%,  41 ,10.3%,  187 ,46.8%
ISP,609973,Emiliano Zapata Elementary Academy,  773 ,  344 ,44.5%,  117 ,15.1%,  686 ,88.8%
ISP,610203,Enrico Tonti Elementary School,"  1,048 ",  385 ,36.7%,  92 ,8.8%,  864 ,82.4%
ISP,610541,Federico Garcia Lorca Elementary School,  830 ,  379 ,45.7%,  126 ,15.2%,  744 ,89.6%
ISP,610120,Ferdinand Peck Elementary School,  943 ,  557 ,59.1%,  78 ,8.3%,  708 ,75.1%
ISP,609939,Frank L Gillespie Elementary School,  494 ,  2 ,0.4%,  74 ,15.0%,  424 ,85.8%
ISP,609958,Frank W Gunsaulus Elementary Scholastic Academy,  810 ,  341 ,42.1%,  84 ,10.4%,  663 ,81.9%
ISP,609926,Franklin Elementary Fine Arts Center,  372 ,  14 ,3.8%,  40 ,10.8%,  155 ,41.7%
ISP,610062,George B McClellan Elementary School,  339 ,  58 ,17.1%,  83 ,24.5%,  272 ,80.2%
ISP,610040,Henry D Lloyd Elementary School,"  1,097 ",  687 ,62.6%,  135 ,12.3%,  918 ,83.7%
ISP,610390,Hyman G Rickover Naval Academy High School,  553 ,  28 ,5.1%,  59 ,10.7%,  491 ,88.8%
ISP,610217,James Ward Elementary School,  584 ,  251 ,43.0%,  35 ,6.0%,  445 ,76.2%
ISP,609772,Jane Addams Elementary School,  716 ,  236 ,33.0%,  69 ,9.6%,  595 ,83.1%
ISP,609789,John Barry Elementary School,  718 ,  358 ,49.9%,  81 ,11.3%,  579 ,80.6%
ISP,609829,John C Burroughs Elementary School,  476 ,  185 ,38.9%,  58 ,12.2%,  405 ,85.1%
ISP,610026,John H Kinzie Elementary School,  686 ,  121 ,17.6%,  139 ,20.3%,  418 ,60.9%
ISP,610242,Joseph Brennemann Elementary School,  443 ,  144 ,32.5%,  94 ,21.2%,  375 ,84.7%
