School ID,Educational Unit,Network,Total,White No,White Pct,African American No,African American Pct,"Asian/
Pacific Islander No","Asian/
Pacific Islander Pct","Native American/
Alaskan No","Native American/
Alaskan Pct",Hispanic No,Hispanic Pct,Mulit-Racial No,Mulit-Racial Pct,Asian No,Asian Pct,"Hawaiian/
Pacific Islander No","Hawaiian/
Pacific Islander Pct","Not 
Available No","Not 
Available Pct"
610128, GARVEY , Network 13 ,  235 ,  - ,0.0%,  232 ,98.7%,  - ,0.0%,  - ,0.0%,  2 ,0.9%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609937, GARVY , Network 1 ,  737 ,  369 ,50.1%,  8 ,1.1%,  - ,0.0%,  3 ,0.4%,  267 ,36.2%,  20 ,2.7%,  57 ,7.7%,  12 ,1.6%,  1 ,0.1%
609938, GARY , Network 7 ,  755 ,  3 ,0.4%,  1 ,0.1%,  - ,0.0%,  3 ,0.4%,  746 ,98.8%,  - ,0.0%,  2 ,0.3%,  - ,0.0%,  - ,0.0%
609939, GILLESPIE , Network 12 ,  377 ,  1 ,0.3%,  363 ,96.3%,  - ,0.0%,  - ,0.0%,  13 ,3.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609942, GOETHE , Network 4 ,  707 ,  155 ,21.9%,  35 ,5.0%,  - ,0.0%,  8 ,1.1%,  462 ,65.3%,  23 ,3.3%,  15 ,2.1%,  - ,0.0%,  9 ,1.3%
610558, GOODE HS , Network 16 ,  974 ,  3 ,0.3%,  316 ,32.4%,  - ,0.0%,  - ,0.0%,  653 ,67.0%,  1 ,0.1%,  - ,0.0%,  1 ,0.1%,  - ,0.0%
609945, GOUDY , Network 2 ,  561 ,  37 ,6.6%,  180 ,32.1%,  - ,0.0%,  2 ,0.4%,  142 ,25.3%,  22 ,3.9%,  168 ,29.9%,  1 ,0.2%,  9 ,1.6%
609947, GRAHAM ES , Network 6 ,  332 ,  89 ,26.8%,  86 ,25.9%,  - ,0.0%,  - ,0.0%,  155 ,46.7%,  1 ,0.3%,  1 ,0.3%,  - ,0.0%,  - ,0.0%
609769, GRAHAM HS , Network 14 ,  239 ,  8 ,3.3%,  89 ,37.2%,  - ,0.0%,  3 ,1.3%,  127 ,53.1%,  2 ,0.8%,  9 ,3.8%,  1 ,0.4%,  - ,0.0%
609949, GRAY , Network 1 ,  998 ,  85 ,8.5%,  29 ,2.9%,  - ,0.0%,  6 ,0.6%,  831 ,83.3%,  15 ,1.5%,  16 ,1.6%,  - ,0.0%,  16 ,1.6%
609850, GREELEY , Network 4 ,  315 ,  20 ,6.3%,  69 ,21.9%,  - ,0.0%,  - ,0.0%,  205 ,65.1%,  8 ,2.5%,  13 ,4.1%,  - ,0.0%,  - ,0.0%
610032, GREEN , Network 11 ,  300 ,  - ,0.0%,  289 ,96.3%,  - ,0.0%,  - ,0.0%,  4 ,1.3%,  2 ,0.7%,  - ,0.0%,  - ,0.0%,  5 ,1.7%
609952, GREENE , Network 8 ,  305 ,  12 ,3.9%,  8 ,2.6%,  - ,0.0%,  - ,0.0%,  263 ,86.2%,  2 ,0.7%,  18 ,5.9%,  1 ,0.3%,  1 ,0.3%
609954, GREGORY , Network 5 ,  280 ,  - ,0.0%,  271 ,96.8%,  - ,0.0%,  - ,0.0%,  8 ,2.9%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609955, GRESHAM , Network 11 ,  329 ,  - ,0.0%,  322 ,97.9%,  - ,0.0%,  - ,0.0%,  6 ,1.8%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609956, GRIMES , Network 10 ,  387 ,  29 ,7.5%,  10 ,2.6%,  - ,0.0%,  - ,0.0%,  347 ,89.7%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609944, GRISSOM , Network 13 ,  296 ,  27 ,9.1%,  38 ,12.8%,  - ,0.0%,  - ,0.0%,  229 ,77.4%,  1 ,0.3%,  1 ,0.3%,  - ,0.0%,  - ,0.0%
609958, GUNSAULUS , ISP ,  658 ,  10 ,1.5%,  14 ,2.1%,  - ,0.0%,  - ,0.0%,  609 ,92.6%,  4 ,0.6%,  18 ,2.7%,  - ,0.0%,  3 ,0.5%
609959, HAINES , Network 6 ,  527 ,  2 ,0.4%,  66 ,12.5%,  - ,0.0%,  1 ,0.2%,  18 ,3.4%,  1 ,0.2%,  439 ,83.3%,  - ,0.0%,  - ,0.0%
609960, HALE , Network 10 ,  797 ,  119 ,14.9%,  29 ,3.6%,  - ,0.0%,  2 ,0.3%,  635 ,79.7%,  2 ,0.3%,  7 ,0.9%,  3 ,0.4%,  - ,0.0%
609808, HALEY , Network 13 ,  439 ,  1 ,0.2%,  416 ,94.8%,  - ,0.0%,  - ,0.0%,  21 ,4.8%,  - ,0.0%,  - ,0.0%,  1 ,0.2%,  - ,0.0%
609963, HAMILTON , Network 4 ,  443 ,  325 ,73.4%,  13 ,2.9%,  - ,0.0%,  - ,0.0%,  56 ,12.6%,  33 ,7.4%,  16 ,3.6%,  - ,0.0%,  - ,0.0%
609964, HAMLINE , Network 8 ,  532 ,  6 ,1.1%,  41 ,7.7%,  - ,0.0%,  1 ,0.2%,  481 ,90.4%,  2 ,0.4%,  1 ,0.2%,  - ,0.0%,  - ,0.0%
609966, HAMMOND , Network 7 ,  232 ,  2 ,0.9%,  30 ,12.9%,  - ,0.0%,  - ,0.0%,  196 ,84.5%,  4 ,1.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609807, HAMPTON , Network 10 ,  474 ,  5 ,1.1%,  222 ,46.8%,  - ,0.0%,  4 ,0.8%,  239 ,50.4%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  3 ,0.6%
609694, HANCOCK HS , Network 15 ,"  1,004 ",  63 ,6.3%,  10 ,1.0%,  - ,0.0%,  3 ,0.3%,  907 ,90.3%,  2 ,0.2%,  8 ,0.8%,  1 ,0.1%,  10 ,1.0%
610068, HANSON PARK , Network 3 ,"  1,149 ",  16 ,1.4%,  33 ,2.9%,  - ,0.0%,  6 ,0.5%,"  1,090 ",94.9%,  2 ,0.2%,  1 ,0.1%,  1 ,0.1%,  - ,0.0%
609710, HARLAN HS , Network 17 ,  259 ,  - ,0.0%,  253 ,97.7%,  - ,0.0%,  - ,0.0%,  4 ,1.5%,  2 ,0.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609969, HARTE , Network 9 ,  329 ,  11 ,3.3%,  290 ,88.1%,  - ,0.0%,  - ,0.0%,  17 ,5.2%,  7 ,2.1%,  3 ,0.9%,  1 ,0.3%,  - ,0.0%
609971, HARVARD , Network 11 ,  349 ,  - ,0.0%,  341 ,97.7%,  - ,0.0%,  - ,0.0%,  6 ,1.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  2 ,0.6%
609972, HAUGAN , ISP ,  878 ,  51 ,5.8%,  32 ,3.6%,  - ,0.0%,  3 ,0.3%,  741 ,84.4%,  7 ,0.8%,  43 ,4.9%,  - ,0.0%,  1 ,0.1%
609974, HAWTHORNE , Network 4 ,  606 ,  310 ,51.2%,  34 ,5.6%,  - ,0.0%,  2 ,0.3%,  128 ,21.1%,  46 ,7.6%,  80 ,13.2%,  2 ,0.3%,  4 ,0.7%
609975, HAY , Network 3 ,  266 ,  1 ,0.4%,  217 ,81.6%,  - ,0.0%,  - ,0.0%,  45 ,16.9%,  1 ,0.4%,  2 ,0.8%,  - ,0.0%,  - ,0.0%
609976, HAYT , Network 2 ,  879 ,  82 ,9.3%,  173 ,19.7%,  - ,0.0%,  10 ,1.1%,  372 ,42.3%,  23 ,2.6%,  216 ,24.6%,  2 ,0.2%,  1 ,0.1%
609979, HEALY , Network 6 ,"  1,218 ",  52 ,4.3%,  30 ,2.5%,  - ,0.0%,  3 ,0.2%,  186 ,15.3%,  10 ,0.8%,  934 ,76.7%,  3 ,0.2%,  - ,0.0%
609981, HEARST , Network 10 ,  308 ,  4 ,1.3%,  98 ,31.8%,  - ,0.0%,  1 ,0.3%,  202 ,65.6%,  1 ,0.3%,  2 ,0.6%,  - ,0.0%,  - ,0.0%
609983, HEDGES , Network 8 ,  456 ,  5 ,1.1%,  7 ,1.5%,  - ,0.0%,  - ,0.0%,  444 ,97.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609985, HEFFERAN , Network 5 ,  237 ,  1 ,0.4%,  226 ,95.4%,  - ,0.0%,  - ,0.0%,  10 ,4.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609986, HENDERSON , Network 8 ,  173 ,  3 ,1.7%,  119 ,68.8%,  - ,0.0%,  - ,0.0%,  51 ,29.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609987, HENDRICKS , Network 9 ,  176 ,  1 ,0.6%,  158 ,89.8%,  - ,0.0%,  - ,0.0%,  16 ,9.1%,  1 ,0.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609988, HENRY , Network 1 ,  449 ,  31 ,6.9%,  16 ,3.6%,  - ,0.0%,  6 ,1.3%,  372 ,82.9%,  1 ,0.2%,  13 ,2.9%,  1 ,0.2%,  9 ,2.0%
610532, HERNANDEZ , ISP ,  856 ,  6 ,0.7%,  14 ,1.6%,  - ,0.0%,  2 ,0.2%,  829 ,96.8%,  - ,0.0%,  1 ,0.1%,  - ,0.0%,  4 ,0.5%
609991, HERZL , Network 7 ,  417 ,  2 ,0.5%,  398 ,95.4%,  - ,0.0%,  - ,0.0%,  15 ,3.6%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  1 ,0.2%
609994, HIBBARD , Network 1 ,  903 ,  74 ,8.2%,  35 ,3.9%,  - ,0.0%,  10 ,1.1%,  712 ,78.8%,  8 ,0.9%,  62 ,6.9%,  1 ,0.1%,  1 ,0.1%
610295, HIGGINS , Network 13 ,  262 ,  - ,0.0%,  244 ,93.1%,  - ,0.0%,  - ,0.0%,  18 ,6.9%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609712, HIRSCH HS , Network 17 ,  100 ,  - ,0.0%,  97 ,97.0%,  - ,0.0%,  - ,0.0%,  2 ,2.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  1 ,1.0%
609995, HITCH , Network 1 ,  494 ,  163 ,33.0%,  11 ,2.2%,  - ,0.0%,  1 ,0.2%,  241 ,48.8%,  27 ,5.5%,  40 ,8.1%,  - ,0.0%,  11 ,2.2%
609996, HOLDEN , ISP ,  393 ,  68 ,17.3%,  43 ,10.9%,  - ,0.0%,  - ,0.0%,  208 ,52.9%,  9 ,2.3%,  65 ,16.5%,  - ,0.0%,  - ,0.0%
609997, HOLMES , Network 8 ,  118 ,  - ,0.0%,  104 ,88.1%,  - ,0.0%,  - ,0.0%,  12 ,10.2%,  1 ,0.8%,  - ,0.0%,  - ,0.0%,  1 ,0.8%
610000, HOWE , Network 3 ,  380 ,  3 ,0.8%,  337 ,88.7%,  - ,0.0%,  - ,0.0%,  38 ,10.0%,  2 ,0.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610002, HOYNE , Network 12 ,  227 ,  - ,0.0%,  219 ,96.5%,  - ,0.0%,  - ,0.0%,  4 ,1.8%,  3 ,1.3%,  - ,0.0%,  - ,0.0%,  1 ,0.4%
609741, HUBBARD HS , Network 16 ,"  1,726 ",  17 ,1.0%,  75 ,4.3%,  - ,0.0%,  3 ,0.2%,"  1,627 ",94.3%,  4 ,0.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610005, HUGHES C , Network 7 ,  186 ,  1 ,0.5%,  173 ,93.0%,  - ,0.0%,  - ,0.0%,  10 ,5.4%,  - ,0.0%,  - ,0.0%,  2 ,1.1%,  - ,0.0%
610368, HUGHES L , Network 13 ,  463 ,  1 ,0.2%,  430 ,92.9%,  - ,0.0%,  - ,0.0%,  27 ,5.8%,  4 ,0.9%,  - ,0.0%,  1 ,0.2%,  - ,0.0%
610006, HURLEY , Network 10 ,  711 ,  3 ,0.4%,  6 ,0.8%,  - ,0.0%,  6 ,0.8%,  695 ,97.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  1 ,0.1%
609713, HYDE PARK HS , Network 17 ,  727 ,  - ,0.0%,  714 ,98.2%,  - ,0.0%,  - ,0.0%,  5 ,0.7%,  7 ,1.0%,  - ,0.0%,  - ,0.0%,  1 ,0.1%
610384, INFINITY HS , ISP ,  406 ,  6 ,1.5%,  13 ,3.2%,  - ,0.0%,  - ,0.0%,  386 ,95.1%,  - ,0.0%,  1 ,0.2%,  - ,0.0%,  - ,0.0%
610078, INTER-AMERICAN , Network 4 ,  673 ,  70 ,10.4%,  15 ,2.2%,  - ,0.0%,  1 ,0.1%,  575 ,85.4%,  9 ,1.3%,  3 ,0.4%,  - ,0.0%,  - ,0.0%
610121, IRVING , Network 6 ,  290 ,  13 ,4.5%,  232 ,80.0%,  - ,0.0%,  1 ,0.3%,  39 ,13.4%,  3 ,1.0%,  2 ,0.7%,  - ,0.0%,  - ,0.0%
610369, JACKSON M , Network 11 ,  340 ,  3 ,0.9%,  331 ,97.4%,  - ,0.0%,  - ,0.0%,  4 ,1.2%,  - ,0.0%,  - ,0.0%,  1 ,0.3%,  1 ,0.3%
610010, JAHN , Network 4 ,  295 ,  91 ,30.8%,  46 ,15.6%,  - ,0.0%,  - ,0.0%,  126 ,42.7%,  20 ,6.8%,  11 ,3.7%,  - ,0.0%,  1 ,0.3%
610011, JAMIESON , Network 2 ,  786 ,  231 ,29.4%,  57 ,7.3%,  - ,0.0%,  2 ,0.3%,  258 ,32.8%,  25 ,3.2%,  206 ,26.2%,  - ,0.0%,  7 ,0.9%
609783, JEFFERSON HS , Network 16 ,  152 ,  3 ,2.0%,  122 ,80.3%,  - ,0.0%,  - ,0.0%,  27 ,17.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610271, JENSEN , Network 5 ,  250 ,  - ,0.0%,  245 ,98.0%,  - ,0.0%,  - ,0.0%,  4 ,1.6%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610274, JOHNSON , Network 5 ,  220 ,  3 ,1.4%,  203 ,92.3%,  - ,0.0%,  2 ,0.9%,  9 ,4.1%,  1 ,0.5%,  - ,0.0%,  - ,0.0%,  2 ,0.9%
609678, JONES HS , ISP ,"  1,936 ",  677 ,35.0%,  240 ,12.4%,  - ,0.0%,  6 ,0.3%,  608 ,31.4%,  57 ,2.9%,  336 ,17.4%,  10 ,0.5%,  2 ,0.1%
609805, JOPLIN , Network 11 ,  330 ,  - ,0.0%,  306 ,92.7%,  - ,0.0%,  - ,0.0%,  24 ,7.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609865, JORDAN , Network 2 ,  499 ,  52 ,10.4%,  131 ,26.3%,  - ,0.0%,  2 ,0.4%,  260 ,52.1%,  5 ,1.0%,  38 ,7.6%,  4 ,0.8%,  7 ,1.4%
609764, JUAREZ HS , Network 15 ,"  1,598 ",  26 ,1.6%,  42 ,2.6%,  - ,0.0%,  8 ,0.5%,"  1,508 ",94.4%,  2 ,0.1%,  10 ,0.6%,  - ,0.0%,  2 ,0.1%
609762, JULIAN HS , Network 16 ,  422 ,  1 ,0.2%,  408 ,96.7%,  - ,0.0%,  2 ,0.5%,  9 ,2.1%,  1 ,0.2%,  - ,0.0%,  1 ,0.2%,  - ,0.0%
610015, JUNGMAN , ISP ,  287 ,  29 ,10.1%,  68 ,23.7%,  - ,0.0%,  1 ,0.3%,  180 ,62.7%,  1 ,0.3%,  7 ,2.4%,  1 ,0.3%,  - ,0.0%
609920, KANOON , Network 7 ,  408 ,  - ,0.0%,  3 ,0.7%,  - ,0.0%,  - ,0.0%,  405 ,99.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610084, KELLER , Network 10 ,  214 ,  30 ,14.0%,  63 ,29.4%,  - ,0.0%,  - ,0.0%,  30 ,14.0%,  11 ,5.1%,  79 ,36.9%,  - ,0.0%,  1 ,0.5%
609925, KELLMAN , Network 5 ,  208 ,  - ,0.0%,  203 ,97.6%,  - ,0.0%,  1 ,0.5%,  3 ,1.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  1 ,0.5%
610016, KELLOGG , Network 10 ,  282 ,  28 ,9.9%,  244 ,86.5%,  - ,0.0%,  - ,0.0%,  8 ,2.8%,  1 ,0.4%,  1 ,0.4%,  - ,0.0%,  - ,0.0%
609715, KELLY HS , Network 16 ,"  1,746 ",  26 ,1.5%,  57 ,3.3%,  - ,0.0%,  2 ,0.1%,"  1,449 ",83.0%,  4 ,0.2%,  201 ,11.5%,  2 ,0.1%,  5 ,0.3%
609716, KELVYN PARK HS , Network 14 ,  479 ,  11 ,2.3%,  41 ,8.6%,  - ,0.0%,  1 ,0.2%,  422 ,88.1%,  3 ,0.6%,  - ,0.0%,  1 ,0.2%,  - ,0.0%
609718, KENNEDY HS , Network 16 ,"  1,642 ",  230 ,14.0%,  63 ,3.8%,  - ,0.0%,  2 ,0.1%,"  1,332 ",81.1%,  5 ,0.3%,  9 ,0.5%,  1 ,0.1%,  - ,0.0%
609746, KENWOOD HS , Network 17 ,"  2,324 ",  107 ,4.6%,"  1,989 ",85.6%,  - ,0.0%,  3 ,0.1%,  104 ,4.5%,  46 ,2.0%,  35 ,1.5%,  4 ,0.2%,  36 ,1.5%
610019, KERSHAW , Network 11 ,  213 ,  - ,0.0%,  206 ,96.7%,  - ,0.0%,  - ,0.0%,  7 ,3.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610022, KILMER , Network 2 ,  743 ,  114 ,15.3%,  197 ,26.5%,  - ,0.0%,  6 ,0.8%,  321 ,43.2%,  31 ,4.2%,  67 ,9.0%,  1 ,0.1%,  6 ,0.8%
610299, KING ES , Network 11 ,  235 ,  1 ,0.4%,  226 ,96.2%,  - ,0.0%,  1 ,0.4%,  6 ,2.6%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609751, KING HS , Network 17 ,  589 ,  5 ,0.8%,  553 ,93.9%,  - ,0.0%,  1 ,0.2%,  18 ,3.1%,  7 ,1.2%,  4 ,0.7%,  1 ,0.2%,  - ,0.0%
610026, KINZIE , ISP ,  665 ,  105 ,15.8%,  28 ,4.2%,  - ,0.0%,  1 ,0.2%,  521 ,78.3%,  7 ,1.1%,  3 ,0.5%,  - ,0.0%,  - ,0.0%
610027, KIPLING , ISP ,  229 ,  - ,0.0%,  226 ,98.7%,  - ,0.0%,  - ,0.0%,  3 ,1.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610030, KOZMINSKI , Network 9 ,  255 ,  9 ,3.5%,  211 ,82.7%,  - ,0.0%,  1 ,0.4%,  16 ,6.3%,  2 ,0.8%,  15 ,5.9%,  - ,0.0%,  1 ,0.4%
609719, LAKE VIEW HS , Network 14 ,"  1,360 ",  121 ,8.9%,  190 ,14.0%,  - ,0.0%,  5 ,0.4%,  978 ,71.9%,  18 ,1.3%,  43 ,3.2%,  3 ,0.2%,  2 ,0.1%
609720, LANE TECH HS , Network 14 ,"  4,488 ","  1,718 ",38.3%,  290 ,6.5%,  1 ,0.0%,  21 ,0.5%,"  1,557 ",34.7%,  147 ,3.3%,  482 ,10.7%,  31 ,0.7%,  241 ,5.4%
609869, LANGFORD , Network 11 ,  181 ,  1 ,0.6%,  156 ,86.2%,  - ,0.0%,  - ,0.0%,  24 ,13.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609993, LARA , ISP ,  312 ,  2 ,0.6%,  17 ,5.4%,  - ,0.0%,  - ,0.0%,  289 ,92.6%,  3 ,1.0%,  1 ,0.3%,  - ,0.0%,  - ,0.0%
610033, LASALLE , Network 4 ,  489 ,  163 ,33.3%,  176 ,36.0%,  - ,0.0%,  - ,0.0%,  91 ,18.6%,  27 ,5.5%,  32 ,6.5%,  - ,0.0%,  - ,0.0%
610520, LASALLE II , ISP ,  580 ,  156 ,26.9%,  120 ,20.7%,  - ,0.0%,  2 ,0.3%,  242 ,41.7%,  40 ,6.9%,  17 ,2.9%,  3 ,0.5%,  - ,0.0%
610208, LAVIZZO , Network 13 ,  341 ,  - ,0.0%,  333 ,97.7%,  - ,0.0%,  1 ,0.3%,  7 ,2.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610034, LAWNDALE , Network 5 ,  217 ,  2 ,0.9%,  209 ,96.3%,  - ,0.0%,  - ,0.0%,  6 ,2.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610291, LEE , ISP ,  629 ,  8 ,1.3%,  7 ,1.1%,  - ,0.0%,  - ,0.0%,  614 ,97.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610305, LELAND , Network 3 ,  374 ,  - ,0.0%,  348 ,93.0%,  - ,0.0%,  - ,0.0%,  19 ,5.1%,  3 ,0.8%,  - ,0.0%,  3 ,0.8%,  1 ,0.3%
610298, LENART , ISP ,  290 ,  40 ,13.8%,  182 ,62.8%,  - ,0.0%,  - ,0.0%,  14 ,4.8%,  11 ,3.8%,  43 ,14.8%,  - ,0.0%,  - ,0.0%
610036, LEWIS , Network 3 ,  360 ,  1 ,0.3%,  212 ,58.9%,  - ,0.0%,  - ,0.0%,  143 ,39.7%,  3 ,0.8%,  1 ,0.3%,  - ,0.0%,  - ,0.0%
610037, LIBBY , Network 8 ,  255 ,  4 ,1.6%,  157 ,61.6%,  - ,0.0%,  - ,0.0%,  93 ,36.5%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610038, LINCOLN , Network 4 ,  802 ,  473 ,59.0%,  78 ,9.7%,  - ,0.0%,  - ,0.0%,  79 ,9.9%,  69 ,8.6%,  102 ,12.7%,  1 ,0.1%,  - ,0.0%
610595, LINCOLN PARK ELC , Network 4 ,  31 ,  9 ,29.0%,  4 ,12.9%,  - ,0.0%,  - ,0.0%,  6 ,19.4%,  1 ,3.2%,  10 ,32.3%,  - ,0.0%,  1 ,3.2%
609738, LINCOLN PARK HS , Network 14 ,"  2,069 ",  651 ,31.5%,  438 ,21.2%,  - ,0.0%,  8 ,0.4%,  661 ,31.9%,  81 ,3.9%,  211 ,10.2%,  5 ,0.2%,  14 ,0.7%
610391, LINDBLOM HS , Network 16 ,"  1,401 ",  38 ,2.7%,  964 ,68.8%,  - ,0.0%,  2 ,0.1%,  368 ,26.3%,  13 ,0.9%,  7 ,0.5%,  1 ,0.1%,  8 ,0.6%
609834, LITTLE VILLAGE , ISP ,  602 ,  1 ,0.2%,  1 ,0.2%,  - ,0.0%,  2 ,0.3%,  598 ,99.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610040, LLOYD , Network 3 ,  827 ,  8 ,1.0%,  17 ,2.1%,  - ,0.0%,  4 ,0.5%,  794 ,96.0%,  4 ,0.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610041, LOCKE J , Network 3 ,"  1,141 ",  113 ,9.9%,  42 ,3.7%,  - ,0.0%,  - ,0.0%,  961 ,84.2%,  6 ,0.5%,  14 ,1.2%,  5 ,0.4%,  - ,0.0%
610541, LORCA , Network 4 ,  625 ,  24 ,3.8%,  14 ,2.2%,  - ,0.0%,  1 ,0.2%,  582 ,93.1%,  2 ,0.3%,  1 ,0.2%,  1 ,0.2%,  - ,0.0%
610043, LOVETT , Network 3 ,  298 ,  - ,0.0%,  237 ,79.5%,  - ,0.0%,  1 ,0.3%,  59 ,19.8%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610044, LOWELL , Network 5 ,  312 ,  5 ,1.6%,  81 ,26.0%,  - ,0.0%,  - ,0.0%,  218 ,69.9%,  8 ,2.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610029, LOZANO , Network 6 ,  158 ,  9 ,5.7%,  36 ,22.8%,  - ,0.0%,  1 ,0.6%,  105 ,66.5%,  5 ,3.2%,  2 ,1.3%,  - ,0.0%,  - ,0.0%
610046, LYON , Network 3 ,"  1,043 ",  57 ,5.5%,  13 ,1.2%,  - ,0.0%,  4 ,0.4%,  934 ,89.5%,  2 ,0.2%,  22 ,2.1%,  5 ,0.5%,  6 ,0.6%
610215, MADERO , Network 7 ,  252 ,  - ,0.0%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  251 ,99.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610047, MADISON , Network 12 ,  172 ,  - ,0.0%,  165 ,95.9%,  - ,0.0%,  - ,0.0%,  6 ,3.5%,  1 ,0.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610048, MANIERRE , Network 4 ,  252 ,  - ,0.0%,  241 ,95.6%,  - ,0.0%,  - ,0.0%,  10 ,4.0%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609722, MANLEY HS , Network 15 ,  70 ,  - ,0.0%,  64 ,91.4%,  - ,0.0%,  - ,0.0%,  6 ,8.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610052, MANN , Network 12 ,  318 ,  3 ,0.9%,  308 ,96.9%,  - ,0.0%,  - ,0.0%,  6 ,1.9%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609780, MARINE LEADERSHIP AT AMES HS , Network 14 ,  698 ,  18 ,2.6%,  12 ,1.7%,  - ,0.0%,  - ,0.0%,  665 ,95.3%,  - ,0.0%,  2 ,0.3%,  - ,0.0%,  1 ,0.1%
610053, MARQUETTE , Network 10 ,"  1,004 ",  17 ,1.7%,  306 ,30.5%,  - ,0.0%,  - ,0.0%,  680 ,67.7%,  1 ,0.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610054, MARSH , ISP ,  643 ,  13 ,2.0%,  61 ,9.5%,  - ,0.0%,  4 ,0.6%,  561 ,87.2%,  3 ,0.5%,  - ,0.0%,  - ,0.0%,  1 ,0.2%
609723, MARSHALL HS , Network 15 ,  186 ,  - ,0.0%,  180 ,96.8%,  - ,0.0%,  - ,0.0%,  3 ,1.6%,  1 ,0.5%,  - ,0.0%,  - ,0.0%,  2 ,1.1%
610056, MASON , Network 7 ,  216 ,  - ,0.0%,  211 ,97.7%,  - ,0.0%,  - ,0.0%,  5 ,2.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609724, MATHER HS , Network 14 ,"  1,640 ",  219 ,13.4%,  250 ,15.2%,  - ,0.0%,  6 ,0.4%,  790 ,48.2%,  24 ,1.5%,  344 ,21.0%,  5 ,0.3%,  2 ,0.1%
610059, MAYER , Network 4 ,  673 ,  453 ,67.3%,  56 ,8.3%,  - ,0.0%,  4 ,0.6%,  68 ,10.1%,  46 ,6.8%,  37 ,5.5%,  8 ,1.2%,  1 ,0.1%
610290, MAYS , Network 11 ,  236 ,  - ,0.0%,  223 ,94.5%,  - ,0.0%,  - ,0.0%,  10 ,4.2%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  2 ,0.8%
609968, MCAULIFFE , Network 4 ,  571 ,  12 ,2.1%,  27 ,4.7%,  - ,0.0%,  2 ,0.4%,  523 ,91.6%,  6 ,1.1%,  - ,0.0%,  1 ,0.2%,  - ,0.0%
610062, MCCLELLAN , Network 6 ,  296 ,  54 ,18.2%,  112 ,37.8%,  - ,0.0%,  - ,0.0%,  99 ,33.4%,  10 ,3.4%,  15 ,5.1%,  4 ,1.4%,  2 ,0.7%
610063, MCCORMICK , Network 7 ,  443 ,  8 ,1.8%,  3 ,0.7%,  - ,0.0%,  - ,0.0%,  431 ,97.3%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%
