Network,School ID,School Name,Total,Bilingual N,Bilingual %,SpED N,SpED %,Economically Disadvantaged N,Economically Disadvantaged %
Network 11,609924,Fort Dearborn Elementary School,  358 ,  3 ,0.8%,  50 ,14.0%,  294 ,82.1%
Network 11,609927,Foster Park Elementary School,  356 ,  1 ,0.3%,  86 ,24.2%,  233 ,65.5%
Network 11,610112,Francis W Parker Elementary Community Academy,  504 ,  3 ,0.6%,  50 ,9.9%,  430 ,85.3%
Network 11,609864,John W Cook Elementary School,  351 ,  1 ,0.3%,  54 ,15.4%,  312 ,88.9%
Network 11,610019,Joshua D Kershaw Elementary School,  272 ,  2 ,0.7%,  42 ,15.4%,  215 ,79.0%
Network 11,609793,Lillian R. Nicholson STEM Academy,  461 ,  3 ,0.7%,  65 ,14.1%,  409 ,88.7%
Network 11,610108,Luke O'Toole Elementary School,  343 ,  18 ,5.3%,  42 ,12.2%,  287 ,83.7%
Network 11,610369,Mahalia Jackson Elementary School,  383 ,,,  64 ,16.7%,  331 ,86.4%
Network 11,610362,Medgar Evers Elementary School,  282 ,  1 ,0.4%,  32 ,11.4%,  228 ,80.9%
Network 11,610300,Oliver S Westcott Elementary School,  400 ,  2 ,0.5%,  73 ,18.3%,  325 ,81.3%
Network 11,609997,Oliver Wendell Holmes Elementary School,  137 ,  3 ,2.2%,  18 ,13.1%,  110 ,80.3%
Network 11,610003,Paul Cuffe Math-Science Technology Academy ES,  304 ,,,  57 ,18.8%,  252 ,82.9%
Network 11,609791,Perkins Bass Elementary School,  461 ,  4 ,0.9%,  42 ,9.1%,  412 ,89.4%
Network 11,610102,Richard J Oglesby Elementary School,  483 ,,,  59 ,12.2%,  422 ,87.4%
Network 11,609929,Robert Fulton Elementary School,  371 ,  142 ,38.3%,  48 ,12.9%,  325 ,87.6%
Network 11,609805,Scott Joplin Elementary School,  431 ,,,  66 ,15.3%,  366 ,84.9%
Network 11,610521,Sir Miles Davis Magnet Elementary Academy,  238 ,  10 ,4.2%,  44 ,18.5%,  211 ,88.7%
Network 11,609895,Turner-Drew Elementary Language Academy,  212 ,,,  31 ,14.6%,  156 ,73.6%
Network 11,610032,Wendell E Green Elementary School,  337 ,,,  52 ,15.4%,  288 ,85.5%
Network 11,610153,William H Ryder Math & Science Specialty ES,  403 ,  2 ,0.5%,  106 ,26.3%,  359 ,89.1%
Network 12,610281,Adam Clayton Powell Paideia Community Academy ES,  529 ,  30 ,5.7%,  62 ,11.7%,  460 ,87.0%
Network 12,610316,Amelia Earhart Options for Knowledge ES,  222 ,  1 ,0.5%,  21 ,9.5%,  157 ,70.7%
Network 12,610171,Arnold Mireles Elementary Academy,  450 ,  132 ,29.3%,  58 ,12.9%,  407 ,90.4%
Network 12,609887,Arthur Dixon Elementary School,  562 ,  9 ,1.6%,  54 ,9.6%,  445 ,79.2%
Network 12,610268,Arthur R Ashe Elementary School,  312 ,  2 ,0.6%,  42 ,13.5%,  243 ,77.9%
Network 12,609827,Burnside Elementary Scholastic Academy,  413 ,  2 ,0.5%,  62 ,15.0%,  344 ,83.3%
Network 12,609813,Charles S Brownell Elementary School,  183 ,  5 ,2.7%,  23 ,12.6%,  162 ,88.5%
Network 12,609815,Edward A Bouchet Math & Science Academy ES,  616 ,  9 ,1.5%,  82 ,13.3%,  539 ,87.5%
Network 12,609862,Edward Coles Elementary Language Academy,  388 ,,,  52 ,13.4%,  330 ,85.1%
Network 12,610124,Harold Washington Elementary School,  316 ,  2 ,0.6%,  32 ,10.1%,  286 ,90.5%
Network 12,610279,Henry O Tanner Elementary School,  316 ,  7 ,2.2%,  68 ,21.5%,  270 ,85.4%
Network 12,610052,Horace Mann Elementary School,  333 ,  2 ,0.6%,  41 ,12.3%,  286 ,85.9%
Network 12,610066,James E McDade Elementary Classical School,  192 ,,,  7 ,3.7%,  60 ,31.3%
Network 12,610047,James Madison Elementary School,  202 ,  4 ,2.0%,  17 ,8.4%,  181 ,89.6%
Network 12,610200,James N Thorp Elementary School,  309 ,  46 ,14.9%,  95 ,30.7%,  270 ,87.4%
Network 12,610093,Jane A Neil Elementary School,  291 ,  3 ,1.0%,  119 ,40.9%,  249 ,85.6%
Network 12,610130,John T Pirie Fine Arts & Academic Center ES,  233 ,  7 ,3.0%,  28 ,12.0%,  200 ,85.8%
Network 12,610218,Joseph Warren Elementary School,  214 ,  4 ,1.9%,  29 ,13.6%,  173 ,80.8%
Network 12,610152,Martha Ruggles Elementary School,  413 ,,,  42 ,10.2%,  341 ,82.6%
Network 12,609961,Ninos Heroes Elementary Academic Center,  335 ,  32 ,9.6%,  31 ,9.3%,  306 ,91.3%
Network 12,610115,Park Manor Elementary School,  240 ,  1 ,0.4%,  23 ,9.6%,  217 ,90.4%
Network 12,610116,Parkside Elementary Community Academy,  273 ,,,  28 ,10.3%,  215 ,78.8%
Network 12,610146,Paul Revere Elementary School,  242 ,,,  16 ,6.6%,  212 ,87.6%
Network 12,610350,Robert A Black Magnet Elementary School,  424 ,  6 ,1.4%,  27 ,6.4%,  321 ,75.7%
Network 12,610530,South Shore Fine Arts Academy,  354 ,,,  69 ,19.5%,  294 ,83.1%
Network 12,610178,Theophilus Schmid Elementary School,  206 ,,,  27 ,13.1%,  167 ,81.1%
Network 12,610002,Thomas Hoyne Elementary School,  236 ,,,  27 ,11.4%,  172 ,72.9%
Network 12,610193,William K New Sullivan Elementary School,  519 ,  64 ,12.3%,  114 ,22.0%,  459 ,88.4%
Network 13,609808,Alex Haley Elementary Academy,  529 ,  4 ,0.8%,  64 ,12.1%,  443 ,83.7%
Network 13,609821,Burnham Elementary Inclusive Academy,  526 ,  5 ,1.0%,  64 ,12.2%,  468 ,89.0%
Network 13,610004,Countee Cullen Elementary School,  201 ,  3 ,1.5%,  26 ,12.9%,  181 ,90.1%
Network 13,610198,Douglas Taylor Elementary School,  417 ,  183 ,43.9%,  92 ,22.1%,  370 ,88.7%
Network 13,610188,Dunne Technology Academy,  201 ,,,  23 ,11.4%,  170 ,84.6%
Network 13,610132,Edgar Allan Poe Elementary Classical School,  196 ,,,  5 ,2.6%,  93 ,47.5%
Network 13,610315,Edward White Elementary Career Academy,  158 ,  3 ,1.9%,  21 ,13.3%,  129 ,81.7%
Network 13,609917,Fernwood Elementary School,  270 ,  1 ,0.4%,  33 ,12.2%,  246 ,91.1%
Network 13,609800,Frank I Bennett Elementary School,  308 ,,,  30 ,9.7%,  263 ,85.4%
Network 13,610139,George M Pullman Elementary School,  418 ,  11 ,2.6%,  47 ,11.2%,  358 ,85.7%
Network 13,609845,George Washington Carver Primary School,  413 ,,,  37 ,9.0%,  352 ,85.2%
Network 13,610219,George Washington Elementary School,  825 ,  120 ,14.6%,  90 ,10.9%,  572 ,69.3%
Network 13,609856,Henry Clay Elementary School,  592 ,  194 ,32.8%,  79 ,13.3%,  489 ,82.6%
Network 13,609848,Ira F Aldridge Elementary School,  186 ,,,  20 ,10.8%,  160 ,86.0%
Network 13,609943,Jesse Owens Elementary Community Academy,  344 ,  3 ,0.9%,  42 ,12.2%,  300 ,87.2%
Network 13,610176,John D Shoop Math-Science Technical Academy ES,  434 ,  4 ,0.9%,  66 ,15.2%,  376 ,86.6%
Network 13,610054,John L Marsh Elementary School,  748 ,  255 ,34.1%,  100 ,13.4%,  620 ,82.9%
Network 13,610225,John Whistler Elementary School,  359 ,  1 ,0.3%,  72 ,20.1%,  292 ,81.3%
Network 13,610199,Johnnie Colemon Elementary Academy,  249 ,  11 ,4.4%,  22 ,8.8%,  186 ,74.7%
Network 13,610368,Langston Hughes Elementary School,  471 ,  14 ,3.0%,  115 ,24.4%,  338 ,71.8%
Network 13,610128,Marcus Moziah Garvey Elementary School,  286 ,,,  23 ,8.0%,  245 ,85.7%
Network 13,609935,Matthew Gallistel Elementary Language Academy,  706 ,  190 ,26.9%,  103 ,14.6%,  601 ,85.1%
Network 13,610208,Mildred I Lavizzo Elementary School,  359 ,  3 ,0.8%,  59 ,16.4%,  314 ,87.5%
Network 13,610086,Mount Vernon Elementary School,  246 ,  1 ,0.4%,  50 ,20.3%,  206 ,83.7%
Network 13,609811,Orville T Bright Elementary School,  297 ,  45 ,15.2%,  74 ,24.9%,  259 ,87.2%
Network 13,609902,Ralph H Metcalfe Elementary Community Academy,  357 ,  3 ,0.8%,  57 ,16.0%,  309 ,86.6%
Network 13,610091,Ronald Brown Elementary Community Academy,  355 ,  1 ,0.3%,  51 ,14.4%,  300 ,84.5%
Network 13,610586,Southeast Area Elementary School,  594 ,  165 ,27.8%,  96 ,16.2%,  497 ,83.7%
Network 13,610295,Thomas J Higgins Elementary Community Academy,  269 ,  1 ,0.4%,  41 ,15.2%,  220 ,81.8%
Network 13,609978,Wendell Smith Elementary School,  334 ,,,  54 ,16.2%,  297 ,88.9%
Network 13,610364,William E B Dubois Elementary School,  213 ,,,  30 ,14.1%,  195 ,91.6%
Network 14,609720,Albert G Lane Technical High School,"  4,520 ",  40 ,0.9%,  198 ,4.4%,"  2,093 ",46.3%
Network 14,609729,Carl Schurz High School,"  1,615 ",  365 ,22.6%,  348 ,21.6%,"  1,476 ",91.4%
Network 14,609732,Charles P Steinmetz College Preparatory HS,"  1,233 ",  266 ,21.6%,  230 ,18.7%,"  1,099 ",89.1%
Network 14,610564,Disney II Magnet High School,  717 ,  18 ,2.5%,  96 ,13.4%,  422 ,58.9%
Network 14,610515,Disney II Magnet School,  442 ,  58 ,13.1%,  44 ,10.0%,  139 ,31.5%
Network 14,609708,Edwin G. Foreman College and Career Academy,  759 ,  229 ,30.2%,  153 ,20.2%,  711 ,93.7%
Network 14,609737,Friedrich W von Steuben Metropolitan Science HS,"  1,773 ",  50 ,2.8%,  104 ,5.9%,"  1,317 ",74.3%
Network 14,609766,Jacqueline B Vaughn Occupational High School,  225 ,  97 ,43.1%,  225 ,100.0%,  174 ,77.3%
Network 14,609716,Kelvyn Park High School,  408 ,  133 ,32.6%,  87 ,21.3%,  376 ,92.2%
Network 14,609719,Lake View High School,"  1,385 ",  138 ,10.0%,  240 ,17.3%,"  1,101 ",79.5%
Network 14,609730,Nicholas Senn High School,"  1,420 ",  259 ,18.2%,  189 ,13.3%,"  1,133 ",79.8%
Network 14,609744,Northside Learning Center High School,  219 ,  105 ,48.0%,  219 ,100.0%,  190 ,86.8%
Network 14,609769,Ray Graham Training Center High School,  114 ,  43 ,37.7%,  114 ,100.0%,  105 ,92.1%
Network 14,609733,Roger C Sullivan High School,  660 ,  294 ,44.6%,  154 ,23.3%,  576 ,87.3%
Network 14,609724,Stephen T Mather High School,"  1,490 ",  389 ,26.1%,  223 ,15.0%,"  1,284 ",86.2%
Network 14,609728,Theodore Roosevelt High School,  962 ,  322 ,33.5%,  196 ,20.4%,  897 ,93.2%
Network 14,610394,Uplift Community High School,  162 ,  21 ,13.0%,  65 ,40.1%,  151 ,93.2%
Network 14,609734,William Howard Taft High School,"  3,432 ",  301 ,8.8%,  417 ,12.2%,"  1,817 ",52.9%
Network 15,610334,Al Raby High School,  346 ,  13 ,3.8%,  97 ,28.0%,  338 ,97.7%
Network 15,610518,Austin College and Career Academy High School,  211 ,  1 ,0.5%,  66 ,31.3%,  205 ,97.2%
Network 15,609679,Charles Allen Prosser Career Academy High School,"  1,329 ",  102 ,7.7%,  173 ,13.0%,"  1,246 ",93.8%
Network 15,610245,Frederick A Douglass Academy High School,  62 ,  1 ,1.6%,  13 ,21.0%,  60 ,96.8%
Network 15,609693,George Westinghouse College Prep,"  1,202 ",  27 ,2.3%,  84 ,7.0%,  987 ,82.1%
Network 15,610383,Greater Lawndale High School For Social Justice,  302 ,  73 ,24.2%,  57 ,18.9%,  285 ,94.4%
Network 15,609694,John Hancock College Preparatory High School,"  1,013 ",  6 ,0.6%,  24 ,2.4%,  859 ,84.8%
Network 15,609723,John Marshall Metropolitan High School,  258 ,  1 ,0.4%,  73 ,28.3%,  246 ,95.4%
Network 15,609722,Manley Career Academy High School,  83 ,,,  34 ,41.0%,  69 ,83.1%
Network 15,609756,Marie Sklodowska Curie Metropolitan High School,"  2,913 ",  407 ,14.0%,  331 ,11.4%,"  2,700 ",92.7%
Network 15,610244,Michele Clark Academic Prep Magnet High School,  525 ,  8 ,1.5%,  76 ,14.5%,  446 ,85.0%
Network 15,610385,Multicultural Academy of Scholarship,  218 ,  80 ,36.7%,  73 ,33.5%,  206 ,94.5%
Network 15,609691,North-Grand High School,  993 ,  259 ,26.1%,  209 ,21.1%,  934 ,94.1%
Network 15,610529,Ogden International High School,  597 ,  15 ,2.5%,  61 ,10.2%,  396 ,66.3%
Network 15,610561,Richard T Crane Medical Preparatory HS,  433 ,  5 ,1.2%,  29 ,6.7%,  374 ,86.4%
Network 15,609759,Roberto Clemente Community Academy High School,  703 ,  85 ,12.1%,  174 ,24.8%,  657 ,93.5%
Network 15,609750,Simpson Academy HS for Young Women,  32 ,  5 ,15.6%,  4 ,12.5%,  30 ,93.8%
Network 15,609740,Wells Community Academy High School,  365 ,  52 ,14.3%,  96 ,26.3%,  324 ,88.8%
Network 15,610101,William B Ogden Elementary School,"  1,343 ",  134 ,10.0%,  130 ,9.7%,  544 ,40.5%
Network 15,610392,World Language Academy High School,  355 ,  104 ,29.3%,  51 ,14.4%,  334 ,94.1%
Network 16,610513,Air Force Academy High School,  198 ,  13 ,6.6%,  26 ,13.1%,  173 ,87.4%
Network 16,609748,Consuella B York Alternative HS,  183 ,  6 ,3.3%,  46 ,25.1%,  167 ,91.3%
Network 16,609704,David G Farragut Career Academy High School,  668 ,  188 ,28.1%,  164 ,24.6%,  633 ,94.8%
Network 16,609735,Edward Tilden Career Community Academy HS,  217 ,  29 ,13.4%,  76 ,35.0%,  204 ,94.0%
Network 16,609682,Ellen H Richards Career Academy High School,  224 ,  70 ,31.3%,  51 ,22.8%,  202 ,90.2%
Network 16,609709,Gage Park High School,  349 ,  97 ,27.8%,  89 ,25.5%,  325 ,93.1%
Network 16,609741,Gurdon S Hubbard High School,"  1,706 ",  316 ,18.5%,  254 ,14.9%,"  1,598 ",93.7%
Network 16,609768,Hope College Preparatory High School,  22 ,  8 ,36.4%,  22 ,100.0%,  21 ,95.5%
Network 16,609718,John F Kennedy High School,"  1,610 ",  157 ,9.8%,  292 ,18.1%,"  1,195 ",74.2%
Network 16,609725,Morgan Park High School,"  1,237 ",  4 ,0.3%,  150 ,12.1%,"  1,075 ",86.9%
Network 16,609783,Nancy B Jefferson Alternative HS,  192 ,  10 ,5.2%,  82 ,42.7%,  178 ,92.7%
Network 16,609762,Percy L Julian High School,  456 ,  1 ,0.2%,  119 ,26.1%,  434 ,95.2%
Network 16,610391,Robert Lindblom Math & Science Academy HS,"  1,362 ",  25 ,1.8%,  70 ,5.1%,  901 ,66.2%
Network 16,610558,Sarah E. Goode STEM Academy,  919 ,  91 ,9.9%,  149 ,16.2%,  814 ,88.6%
Network 16,610357,Spry Community Links High School,  126 ,  53 ,42.1%,  36 ,28.6%,  122 ,96.8%
Network 16,609715,Thomas Kelly High School,"  1,918 ",  563 ,29.4%,  344 ,17.9%,"  1,784 ",93.0%
Network 16,609698,William J Bogan High School,  838 ,  102 ,12.2%,  196 ,23.4%,  768 ,91.7%
Network 16,609711,William Rainey Harper High School,  87 ,  1 ,1.2%,  23 ,26.4%,  85 ,97.7%
Network 17,610323,Bowen High School,  255 ,  19 ,7.5%,  75 ,29.4%,  223 ,87.5%
Network 17,610381,Bronzeville Scholastic Academy High School,  218 ,  4 ,1.8%,  41 ,18.8%,  207 ,95.0%
Network 17,609754,Chicago Military Academy High School,  299 ,  19 ,6.4%,  27 ,9.0%,  279 ,93.3%
Network 17,609674,Chicago Vocational Career Academy High School,  894 ,  15 ,1.7%,  228 ,25.5%,  834 ,93.3%
Network 17,609705,Christian Fenger Academy High School,  203 ,  1 ,0.5%,  37 ,18.2%,  190 ,93.6%
Network 17,610380,Daniel Hale Williams Prep School of Medicine,  177 ,  1 ,0.6%,  27 ,15.3%,  171 ,96.6%
Network 17,609751,Dr  Martin Luther King  Jr  College Prep HS,  516 ,  13 ,2.5%,  61 ,11.8%,  417 ,80.8%
Network 17,609712,Emil G Hirsch Metropolitan High School,  103 ,  2 ,1.9%,  45 ,43.7%,  101 ,98.1%
Network 17,609761,George H Corliss High School,  277 ,  4 ,1.4%,  79 ,28.5%,  243 ,87.7%
Network 17,609760,George Washington Carver Military Academy HS,  483 ,  24 ,5.0%,  26 ,5.4%,  449 ,93.0%
Network 17,609739,George Washington High School,"  1,445 ",  216 ,15.0%,  221 ,15.3%,"  1,303 ",90.2%
Network 17,609726,Gwendolyn Brooks College Preparatory Academy HS,  986 ,  2 ,0.2%,  53 ,5.4%,  669 ,67.9%
Network 17,609713,Hyde Park Academy High School,  798 ,  9 ,1.1%,  161 ,20.2%,  762 ,95.5%
Network 17,609710,John M Harlan Community Academy High School,  327 ,,,  70 ,21.4%,  308 ,94.2%
Network 17,609746,Kenwood Academy High School,"  1,863 ",  26 ,1.4%,  103 ,5.5%,"  1,104 ",59.3%
Network 17,609692,Neal F Simeon Career Academy High School,"  1,345 ",  2 ,0.2%,  140 ,10.4%,"  1,231 ",91.5%
Network 17,609676,Paul Laurence Dunbar Career Academy High School,  320 ,  10 ,3.1%,  98 ,30.6%,  312 ,97.5%
Network 17,610547,South Shore Intl College Prep High School,  657 ,  6 ,0.9%,  59 ,9.0%,  553 ,84.2%
AUSL,610339,Amos Alonzo Stagg Elementary School,  402 ,  7 ,1.7%,  52 ,12.9%,  338 ,84.1%
AUSL,610106,Brian Piccolo Elementary Specialty School,  585 ,  199 ,34.0%,  82 ,14.0%,  526 ,89.9%
AUSL,609883,Charles S Deneen Elementary School,  502 ,  1 ,0.2%,  57 ,11.4%,  453 ,90.2%
AUSL,610248,Chicago Academy Elementary School,  542 ,  175 ,32.3%,  77 ,14.2%,  391 ,72.1%
AUSL,610340,Chicago Academy High School,  560 ,  77 ,13.8%,  112 ,20.0%,  465 ,83.0%
AUSL,610499,Collins Academy High School,  222 ,,,  52 ,23.4%,  220 ,99.1%
AUSL,609885,Dewey Elementary Academy of Fine Arts,  398 ,  13 ,3.3%,  34 ,8.5%,  343 ,86.2%
AUSL,610254,Dvorak Technology Academy,  393 ,,,  53 ,13.5%,  345 ,87.8%
AUSL,610543,Eric Solorio Academy High School,"  1,195 ",  162 ,13.6%,  131 ,11.0%,"  1,117 ",93.5%
AUSL,609900,George W Curtis Elementary School,  510 ,  8 ,1.6%,  49 ,9.6%,  441 ,86.5%
AUSL,610103,Isabelle C O'Keeffe Elementary School,  614 ,  3 ,0.5%,  77 ,12.5%,  552 ,89.9%
AUSL,610274,James Weldon Johnson Elementary School,  382 ,  2 ,0.5%,  44 ,11.5%,  340 ,89.0%
AUSL,610263,John Foster Dulles Elementary School,  706 ,,,  74 ,10.5%,  632 ,89.5%
AUSL,609971,John Harvard Elementary School of Excellence,  367 ,,,  55 ,15.0%,  317 ,86.4%
AUSL,610000,Julia Ward Howe Elementary School of Excellence,  427 ,  3 ,0.7%,  76 ,17.8%,  379 ,88.8%
AUSL,610036,Leslie Lewis Elementary School,  462 ,  77 ,16.7%,  47 ,10.2%,  427 ,92.4%
AUSL,610053,Marquette Elementary School,"  1,059 ",  408 ,38.5%,  124 ,11.7%,  943 ,89.1%
AUSL,609928,Melville W Fuller Elementary School,  389 ,  1 ,0.3%,  51 ,13.1%,  356 ,91.5%
AUSL,610257,Morton School of Excellence,  277 ,  9 ,3.3%,  42 ,15.2%,  239 ,86.3%
AUSL,609806,Myra Bradwell Communications Arts & Sciences ES,  494 ,  3 ,0.6%,  73 ,14.8%,  434 ,87.9%
AUSL,610231,National Teachers Elementary Academy,  735 ,  27 ,3.7%,  68 ,9.3%,  519 ,70.6%
AUSL,610389,Orr Academy High School,  225 ,  10 ,4.4%,  56 ,24.9%,  208 ,92.4%
AUSL,610021,Pablo Casals Elementary School,  421 ,  78 ,18.5%,  44 ,10.5%,  372 ,88.4%
AUSL,610282,Ronald E McNair Elementary School,  389 ,  31 ,8.0%,  101 ,26.0%,  355 ,91.3%
AUSL,610396,Tarkington School of Excellence ES,  949 ,  314 ,33.1%,  114 ,12.0%,  831 ,87.6%
AUSL,609991,Theodore Herzl Elementary School,  560 ,  4 ,0.7%,  89 ,15.9%,  486 ,86.8%
AUSL,609851,Thomas Chalmers Specialty Elementary School,  333 ,  6 ,1.8%,  50 ,15.0%,  299 ,89.8%
AUSL,609955,Walter Q Gresham Elementary School,  325 ,  1 ,0.3%,  42 ,12.9%,  296 ,91.1%
AUSL,609727,Wendell Phillips Academy High School,  770 ,  6 ,0.8%,  151 ,19.6%,  719 ,93.4%
AUSL,610172,William T Sherman Elementary School,  261 ,  8 ,3.1%,  31 ,11.9%,  232 ,88.9%
AUSL,609844,William W Carter Elementary School,  356 ,,,  33 ,9.3%,  329 ,92.4%
ISP,610038,Abraham Lincoln Elementary School,  956 ,  58 ,6.1%,  42 ,4.4%,  141 ,14.8%
ISP,610342,Albert R Sabin Elementary Magnet School,  542 ,  111 ,20.5%,  62 ,11.4%,  442 ,81.6%
ISP,610098,Alfred Nobel Elementary School,  692 ,  277 ,40.0%,  87 ,12.6%,  615 ,88.9%
ISP,609837,Andrew Carnegie Elementary School,  637 ,  1 ,0.2%,  60 ,9.4%,  495 ,77.7%
ISP,609951,Ariel Elementary Community Academy,  514 ,  6 ,1.2%,  76 ,14.8%,  404 ,78.6%
ISP,609820,Augustus H Burley Elementary School,  552 ,  7 ,1.3%,  59 ,10.7%,  83 ,15.0%
ISP,609786,Avalon Park Elementary School,  268 ,  1 ,0.4%,  27 ,10.1%,  233 ,86.9%
ISP,610563,Back of the Yards IB HS,"  1,069 ",  124 ,11.6%,  80 ,7.5%,"  1,023 ",95.7%
ISP,609922,Belmont-Cragin Elementary School,  446 ,  321 ,72.0%,  69 ,15.5%,  350 ,78.5%
ISP,609764,Benito Juarez Community Academy High School,"  1,708 ",  361 ,21.1%,  276 ,16.2%,"  1,631 ",95.5%
ISP,610076,Bernhard Moos Elementary School,  434 ,  136 ,31.3%,  54 ,12.4%,  370 ,85.3%
ISP,610039,Carl von Linne Elementary School,  662 ,  201 ,30.4%,  96 ,14.5%,  502 ,75.8%
ISP,610148,Cesar E Chavez Multicultural Academic Center ES,  932 ,  409 ,43.9%,  85 ,9.1%,  852 ,91.4%
ISP,610366,Charles H Wacker Elementary School,  265 ,  1 ,0.4%,  30 ,11.3%,  211 ,79.6%
ISP,609996,Charles N Holden Elementary School,  474 ,  122 ,25.7%,  56 ,11.8%,  401 ,84.6%
ISP,609833,Charles P Caldwell Academy of Math & Science ES,  269 ,,,  33 ,12.3%,  216 ,80.3%
ISP,609875,Charles R Darwin Elementary School,  537 ,  262 ,48.8%,  78 ,14.5%,  438 ,81.6%
ISP,609753,Chicago High School for Agricultural Sciences,  768 ,  14 ,1.8%,  149 ,19.4%,  328 ,42.7%
ISP,609899,Christian Ebinger Elementary School,  864 ,  49 ,5.7%,  126 ,14.6%,  141 ,16.3%
ISP,609863,Christopher Columbus Elementary School,  264 ,  105 ,39.8%,  13 ,4.9%,  190 ,72.0%
ISP,609870,Daniel J Corkery Elementary School,  468 ,  228 ,48.7%,  67 ,14.3%,  403 ,86.1%
ISP,609835,Daniel R Cameron Elementary School,  763 ,  227 ,29.8%,  100 ,13.1%,  687 ,90.0%
ISP,610402,DeVry University Advantage Academy HS,  173 ,  3 ,1.7%,  10 ,5.8%,  123 ,71.1%
ISP,610533,Dr Jorge Prieto Math and Science,  953 ,  425 ,44.6%,  191 ,20.0%,  871 ,91.4%
ISP,609852,Eliza Chappell Elementary School,  552 ,  123 ,22.3%,  85 ,15.4%,  331 ,60.0%
ISP,609973,Emiliano Zapata Elementary Academy,  718 ,  397 ,55.3%,  109 ,15.2%,  632 ,88.0%
ISP,610203,Enrico Tonti Elementary School,  967 ,  384 ,39.7%,  97 ,10.0%,  784 ,81.1%
ISP,610541,Federico Garcia Lorca Elementary School,  761 ,  357 ,46.9%,  122 ,16.0%,  670 ,88.0%
ISP,610120,Ferdinand Peck Elementary School,  936 ,  538 ,57.5%,  89 ,9.5%,  709 ,75.8%
ISP,609939,Frank L Gillespie Elementary School,  465 ,  3 ,0.7%,  73 ,15.7%,  413 ,88.8%
ISP,609958,Frank W Gunsaulus Elementary Scholastic Academy,  805 ,  331 ,41.1%,  85 ,10.6%,  653 ,81.1%
ISP,609926,Franklin Elementary Fine Arts Center,  363 ,  12 ,3.3%,  35 ,9.6%,  151 ,41.6%
ISP,610062,George B McClellan Elementary School,  340 ,  55 ,16.2%,  78 ,22.9%,  276 ,81.2%
ISP,609849,George F Cassell Elementary School,  381 ,  10 ,2.6%,  80 ,21.0%,  79 ,20.7%
ISP,609795,George Rogers Clark Elementary School,  219 ,  35 ,16.0%,  16 ,7.3%,  186 ,84.9%
ISP,609985,Helen M Hefferan Elementary School,  358 ,,,  42 ,11.7%,  293 ,81.8%
ISP,610040,Henry D Lloyd Elementary School,  985 ,  654 ,66.4%,  113 ,11.5%,  817 ,82.9%
ISP,610390,Hyman G Rickover Naval Academy High School,  458 ,  27 ,5.9%,  54 ,11.8%,  410 ,89.5%
ISP,610384,Infinity Math Science and Technology High School,  408 ,  61 ,15.0%,  58 ,14.2%,  395 ,96.8%
ISP,610213,James Wadsworth Elementary School,  539 ,  1 ,0.2%,  63 ,11.7%,  469 ,87.0%
ISP,610217,James Ward Elementary School,  555 ,  233 ,42.0%,  42 ,7.6%,  432 ,77.8%
ISP,609772,Jane Addams Elementary School,  678 ,  230 ,33.9%,  63 ,9.3%,  555 ,81.9%
ISP,610173,Jesse Sherwood Elementary School,  290 ,  1 ,0.3%,  55 ,19.0%,  252 ,86.9%
ISP,609789,John Barry Elementary School,  614 ,  329 ,53.6%,  86 ,14.0%,  537 ,87.5%
ISP,609829,John C Burroughs Elementary School,  445 ,  168 ,37.8%,  56 ,12.6%,  388 ,87.2%
ISP,609898,John F Eberhart Elementary School,"  1,278 ",  516 ,40.4%,  134 ,10.5%,"  1,130 ",88.4%
ISP,610026,John H Kinzie Elementary School,  687 ,  107 ,15.6%,  145 ,21.1%,  402 ,58.5%
ISP,610242,Joseph Brennemann Elementary School,  414 ,  133 ,32.1%,  96 ,23.2%,  315 ,76.1%
ISP,610015,Joseph Jungman Elementary School,  283 ,  127 ,44.9%,  89 ,31.5%,  242 ,85.5%
ISP,610129,Josiah Pickard Elementary School,  442 ,  196 ,44.3%,  77 ,17.4%,  392 ,88.7%
ISP,610520,LaSalle II Magnet Elementary School,  586 ,  56 ,9.6%,  69 ,11.8%,  204 ,34.8%
ISP,610024,Lazaro Cardenas Elementary School,"  1,156 ",  384 ,33.2%,  181 ,15.7%,"  1,037 ",89.7%
ISP,610298,Lenart Elementary Regional Gifted Center,  267 ,,,  12 ,4.5%,  86 ,32.2%
ISP,609738,Lincoln Park High School,"  2,105 ",  71 ,3.4%,  189 ,9.0%,"  1,112 ",52.8%
ISP,609834,Little Village Elementary School,  748 ,  419 ,56.0%,  86 ,11.5%,  679 ,90.8%
ISP,609773,Louis A Agassiz Elementary School,  500 ,  35 ,7.0%,  82 ,16.4%,  171 ,34.2%
ISP,610117,Louis Pasteur Elementary School,  624 ,  263 ,42.2%,  72 ,11.5%,  530 ,84.9%
ISP,609817,Lyman A Budlong Elementary School,  720 ,  327 ,45.4%,  60 ,8.3%,  484 ,67.2%
ISP,610197,Mancel Talcott Elementary School,  472 ,  193 ,40.9%,  81 ,17.2%,  350 ,74.2%
ISP,610544,Mariano Azuela Elementary School,  889 ,  284 ,32.0%,  93 ,10.5%,  709 ,79.8%
ISP,609780,Marine Leadership Academy at Ames,  849 ,  166 ,19.6%,  82 ,9.7%,  816 ,96.1%
