Network,School ID,Educational Unit,Total,White No,White Pct,African American No,African American Pct,"Asian/
Pacific Islander No","Asian/
Pacific Islander Pct","Native American/
Alaskan No","Native American/
Alaskan Pct",Hispanic No,Hispanic Pct,Mulit-Racial No,Mulit-Racial Pct,Asian No,Asian Pct,"Hawaiian/
Pacific Islander No","Hawaiian/
Pacific Islander Pct","Not 
Available No","Not 
Available Pct"
Network 15,609694,HANCOCK HS,"  1,019 ",47,4.6,17,1.7,0,0.0,3,0.3,936,91.9,2,0.2,13,1.3,1,0.1,0,0.0
Network 15,609764,JUAREZ HS,"  1,702 ",23,1.4,38,2.2,0,0.0,10,0.6,1601,94.1,5,0.3,14,0.8,0,0.0,11,0.6
Network 15,609722,MANLEY HS,  64 ,0,0.0,60,93.8,0,0.0,0,0.0,4,6.3,0,0.0,0,0.0,0,0.0,0,0.0
Network 15,609723,MARSHALL HS,  213 ,0,0.0,201,94.4,0,0.0,0,0.0,7,3.3,0,0.0,0,0.0,0,0.0,5,2.3
Network 15,610385,MULTICULTURAL ARTS HIGH SCHOOL,  233 ,2,0.9,48,20.6,0,0.0,1,0.4,181,77.7,0,0.0,0,0.0,0,0.0,1,0.4
Network 15,609691,NORTH-GRAND HS,"  1,087 ",12,1.1,221,20.3,0,0.0,5,0.5,842,77.5,1,0.1,2,0.2,1,0.1,3,0.3
Network 15,610101,OGDEN ES,  894 ,223,24.9,403,45.1,0,0.0,3,0.3,128,14.3,48,5.4,87,9.7,0,0.0,2,0.2
Network 15,610529,OGDEN HS,  566 ,62,11.0,275,48.6,0,0.0,1,0.2,197,34.8,12,2.1,11,1.9,1,0.2,7,1.2
Network 15,609680,PAYTON HS,"  1,193 ",487,40.8,115,9.6,0,0.0,2,0.2,268,22.5,49,4.1,265,22.2,7,0.6,0,0.0
Network 15,609679,PROSSER HS,"  1,114 ",23,2.1,281,25.2,0,0.0,4,0.4,802,72.0,1,0.1,2,0.2,1,0.1,0,0.0
Network 15,610334,RABY HS,  198 ,1,0.5,181,91.4,0,0.0,2,1.0,13,6.6,1,0.5,0,0.0,0,0.0,0,0.0
Network 15,609750,SIMPSON HS,  23 ,0,0.0,17,73.9,0,0.0,0,0.0,5,21.7,1,4.4,0,0.0,0,0.0,0,0.0
Network 15,610383,SOCIAL JUSTICE HS,  304 ,1,0.3,35,11.5,0,0.0,0,0.0,268,88.2,0,0.0,0,0.0,0,0.0,0,0.0
Network 15,609740,WELLS HS,  314 ,15,4.8,155,49.4,0,0.0,0,0.0,127,40.4,5,1.6,0,0.0,0,0.0,12,3.8
Network 15,609693,WESTINGHOUSE HS,"  1,192 ",30,2.5,518,43.5,0,0.0,5,0.4,531,44.5,17,1.4,87,7.3,4,0.3,0,0.0
Network 15,610392,WORLD LANGUAGE HS,  319 ,3,0.9,7,2.2,0,0.0,0,0.0,306,95.9,0,0.0,0,0.0,0,0.0,3,0.9
Network 16,610513,AIR FORCE HS,  174 ,9,5.2,82,47.1,0,0.0,0,0.0,79,45.4,0,0.0,3,1.7,1,0.6,0,0.0
Network 16,609698,BOGAN HS,  749 ,7,0.9,467,62.3,0,0.0,0,0.0,272,36.3,2,0.3,0,0.0,0,0.0,1,0.1
Network 16,610592,ENGLEWOOD STEM HS,  829 ,2,0.2,760,91.7,0,0.0,0,0.0,64,7.7,2,0.2,1,0.1,0,0.0,0,0.0
Network 16,609704,FARRAGUT HS,  506 ,6,1.2,45,8.9,0,0.0,0,0.0,454,89.7,0,0.0,1,0.2,0,0.0,0,0.0
Network 16,609709,GAGE PARK HS,  301 ,3,1.0,94,31.2,0,0.0,0,0.0,199,66.1,2,0.7,0,0.0,3,1.0,0,0.0
Network 16,610558,GOODE HS,  956 ,4,0.4,327,34.2,0,0.0,0,0.0,621,65.0,2,0.2,1,0.1,1,0.1,0,0.0
Network 16,609741,HUBBARD HS,"  1,821 ",20,1.1,100,5.5,0,0.0,4,0.2,1692,92.9,4,0.2,1,0.1,0,0.0,0,0.0
Network 16,609783,JEFFERSON HS,  161 ,4,2.5,138,85.7,0,0.0,0,0.0,19,11.8,0,0.0,0,0.0,0,0.0,0,0.0
Network 16,609762,JULIAN HS,  392 ,1,0.3,379,96.7,0,0.0,1,0.3,9,2.3,1,0.3,0,0.0,1,0.3,0,0.0
Network 16,609715,KELLY HS,"  1,736 ",34,2.0,73,4.2,0,0.0,4,0.2,1398,80.5,5,0.3,219,12.6,3,0.2,0,0.0
Network 16,609718,KENNEDY HS,"  1,512 ",239,15.8,49,3.2,0,0.0,4,0.3,1208,79.9,5,0.3,7,0.5,0,0.0,0,0.0
Network 16,610391,LINDBLOM HS,"  1,388 ",45,3.2,934,67.3,0,0.0,2,0.1,381,27.4,10,0.7,11,0.8,0,0.0,5,0.4
Network 16,609725,MORGAN PARK HS,"  1,138 ",5,0.4,1105,97.1,0,0.0,0,0.0,24,2.1,3,0.3,0,0.0,0,0.0,1,0.1
Network 16,609682,RICHARDS HS,  242 ,1,0.4,101,41.7,0,0.0,1,0.4,129,53.3,0,0.0,0,0.0,0,0.0,10,4.1
Network 16,610357,SPRY HS,  88 ,0,0.0,1,1.1,0,0.0,1,1.1,86,97.7,0,0.0,0,0.0,0,0.0,0,0.0
Network 16,609735,TILDEN HS,  181 ,14,7.7,71,39.2,0,0.0,0,0.0,91,50.3,0,0.0,3,1.7,0,0.0,2,1.1
Network 16,609748,YORK HS,  165 ,3,1.8,129,78.2,0,0.0,1,0.6,32,19.4,0,0.0,0,0.0,0,0.0,0,0.0
Network 17,610323,BOWEN HS,  189 ,2,1.1,148,78.3,0,0.0,0,0.0,38,20.1,1,0.5,0,0.0,0,0.0,0,0.0
Network 17,610381,BRONZEVILLE HS,  61 ,0,0.0,55,90.2,0,0.0,0,0.0,4,6.6,0,0.0,0,0.0,2,3.3,0,0.0
Network 17,609760,CARVER MILITARY HS,  406 ,4,1.0,146,36.0,0,0.0,0,0.0,254,62.6,2,0.5,0,0.0,0,0.0,0,0.0
Network 17,609754,CHICAGO MILITARY HS,  244 ,6,2.5,148,60.7,0,0.0,1,0.4,85,34.8,0,0.0,1,0.4,0,0.0,3,1.2
Network 17,609674,CHICAGO VOCATIONAL HS,  662 ,2,0.3,637,96.2,0,0.0,0,0.0,18,2.7,2,0.3,2,0.3,0,0.0,1,0.2
Network 17,609761,CORLISS HS,  319 ,1,0.3,301,94.4,0,0.0,0,0.0,15,4.7,2,0.6,0,0.0,0,0.0,0,0.0
Network 17,609676,DUNBAR HS,  493 ,1,0.2,480,97.4,0,0.0,1,0.2,11,2.2,0,0.0,0,0.0,0,0.0,0,0.0
Network 17,610587,DYETT ARTS HS,  537 ,2,0.4,524,97.6,0,0.0,0,0.0,8,1.5,3,0.6,0,0.0,0,0.0,0,0.0
Network 17,609705,FENGER HS,  244 ,0,0.0,238,97.5,0,0.0,0,0.0,5,2.0,0,0.0,0,0.0,0,0.0,1,0.4
Network 17,609710,HARLAN HS,  293 ,0,0.0,285,97.3,0,0.0,0,0.0,5,1.7,3,1.0,0,0.0,0,0.0,0,0.0
Network 17,609712,HIRSCH HS,  78 ,0,0.0,76,97.4,0,0.0,0,0.0,1,1.3,0,0.0,0,0.0,0,0.0,1,1.3
Network 17,609713,HYDE PARK HS,  712 ,0,0.0,705,99.0,0,0.0,0,0.0,4,0.6,3,0.4,0,0.0,0,0.0,0,0.0
Network 17,609746,KENWOOD HS,"  2,252 ",90,4.0,1949,86.5,0,0.0,2,0.1,94,4.2,41,1.8,46,2.0,2,0.1,28,1.2
Network 17,609751,KING HS,  626 ,6,1.0,593,94.7,0,0.0,1,0.2,15,2.4,7,1.1,2,0.3,2,0.3,0,0.0
Network 17,609692,SIMEON HS,"  1,358 ",0,0.0,1333,98.2,0,0.0,1,0.1,14,1.0,9,0.7,1,0.1,0,0.0,0,0.0
Network 17,610547,SOUTH SHORE INTL HS,  583 ,0,0.0,557,95.5,0,0.0,1,0.2,20,3.4,1,0.2,1,0.2,0,0.0,3,0.5
Network 17,609739,WASHINGTON HS,"  1,541 ",60,3.9,88,5.7,0,0.0,11,0.7,1370,88.9,9,0.6,1,0.1,2,0.1,0,0.0
Network 17,610380,WILLIAMS HS,  63 ,0,0.0,61,96.8,0,0.0,0,0.0,1,1.6,1,1.6,0,0.0,0,0.0,0,0.0
AUSL,609851,CHALMERS,  214 ,0,0.0,206,96.3,0,0.0,0,0.0,6,2.8,2,0.9,0,0.0,0,0.0,0,0.0
AUSL,610248,CHICAGO ACADEMY ES,  561 ,106,18.9,13,2.3,0,0.0,0,0.0,414,73.8,7,1.3,20,3.6,1,0.2,0,0.0
AUSL,610340,CHICAGO ACADEMY HS,  562 ,91,16.2,22,3.9,0,0.0,2,0.4,423,75.3,5,0.9,17,3.0,1,0.2,1,0.2
AUSL,610499,COLLINS HS,  251 ,2,0.8,235,93.6,0,0.0,1,0.4,13,5.2,0,0.0,0,0.0,0,0.0,0,0.0
AUSL,609900,CURTIS,  395 ,3,0.8,368,93.2,0,0.0,1,0.3,21,5.3,2,0.5,0,0.0,0,0.0,0,0.0
AUSL,610263,DULLES,  721 ,3,0.4,700,97.1,0,0.0,0,0.0,16,2.2,2,0.3,0,0.0,0,0.0,0,0.0
AUSL,610000,HOWE,  389 ,1,0.3,355,91.3,0,0.0,0,0.0,32,8.2,1,0.3,0,0.0,0,0.0,0,0.0
AUSL,610274,JOHNSON,  265 ,4,1.5,245,92.5,0,0.0,1,0.4,13,4.9,1,0.4,0,0.0,0,0.0,1,0.4
AUSL,610257,MORTON,  181 ,6,3.3,151,83.4,0,0.0,0,0.0,24,13.3,0,0.0,0,0.0,0,0.0,0,0.0
AUSL,610231,NATIONAL TEACHERS,  727 ,77,10.6,515,70.8,0,0.0,2,0.3,48,6.6,32,4.4,34,4.7,2,0.3,17,2.3
AUSL,610103,OKEEFFE,  507 ,2,0.4,483,95.3,0,0.0,0,0.0,15,3.0,3,0.6,0,0.0,1,0.2,3,0.6
AUSL,610389,ORR HS,  216 ,3,1.4,167,77.3,0,0.0,0,0.0,44,20.4,1,0.5,0,0.0,0,0.0,1,0.5
AUSL,609727,PHILLIPS HS,  565 ,0,0.0,557,98.6,0,0.0,0,0.0,7,1.2,0,0.0,0,0.0,0,0.0,1,0.2
AUSL,610543,SOLORIO HS,"  1,252 ",12,1.0,24,1.9,0,0.0,5,0.4,1207,96.4,2,0.2,2,0.2,0,0.0,0,0.0
AUSL,610396,TARKINGTON,  902 ,5,0.6,174,19.3,0,0.0,2,0.2,714,79.2,3,0.3,4,0.4,0,0.0,0,0.0
ISP,609772,ADDAMS,  576 ,20,3.5,17,3.0,0,0.0,0,0.0,539,93.6,0,0.0,0,0.0,0,0.0,0,0.0
ISP,609695,AMUNDSEN HS,"  1,490 ",469,31.5,115,7.7,0,0.0,6,0.4,736,49.4,55,3.7,105,7.0,4,0.3,0,0.0
ISP,609777,ARMOUR,  256 ,19,7.4,22,8.6,0,0.0,1,0.4,192,75.0,8,3.1,14,5.5,0,0.0,0,0.0
ISP,609779,ARMSTRONG G,"  1,215 ",92,7.6,348,28.6,0,0.0,4,0.3,488,40.2,23,1.9,260,21.4,0,0.0,0,0.0
ISP,609786,AVALON PARK,  225 ,0,0.0,221,98.2,0,0.0,0,0.0,3,1.3,1,0.4,0,0.0,0,0.0,0,0.0
ISP,610544,AZUELA,  716 ,8,1.1,7,1.0,0,0.0,4,0.6,695,97.1,1,0.1,1,0.1,0,0.0,0,0.0
ISP,610563,BACK OF THE YARDS HS,"  1,056 ",9,0.9,24,2.3,0,0.0,7,0.7,997,94.4,0,0.0,19,1.8,0,0.0,0,0.0
ISP,609726,BROOKS HS,  988 ,9,0.9,773,78.2,0,0.0,2,0.2,191,19.3,9,0.9,1,0.1,3,0.3,0,0.0
ISP,609817,BUDLONG,  652 ,211,32.4,39,6.0,0,0.0,3,0.5,271,41.6,25,3.8,100,15.3,0,0.0,3,0.5
ISP,609820,BURLEY,  519 ,325,62.6,11,2.1,0,0.0,0,0.0,95,18.3,30,5.8,58,11.2,0,0.0,0,0.0
ISP,609833,CALDWELL,  240 ,0,0.0,232,96.7,0,0.0,0,0.0,4,1.7,2,0.8,0,0.0,0,0.0,2,0.8
ISP,609835,CAMERON,  635 ,8,1.3,163,25.7,0,0.0,1,0.2,457,72.0,4,0.6,1,0.2,1,0.2,0,0.0
ISP,610539,CAMRAS,  797 ,41,5.1,16,2.0,0,0.0,2,0.3,725,91.0,3,0.4,9,1.1,1,0.1,0,0.0
ISP,610024,CARDENAS,  866 ,7,0.8,36,4.2,0,0.0,1,0.1,821,94.8,1,0.1,0,0.0,0,0.0,0,0.0
ISP,609842,CARSON,  877 ,5,0.6,23,2.6,0,0.0,2,0.2,845,96.4,2,0.2,0,0.0,0,0.0,0,0.0
ISP,609849,CASSELL,  361 ,240,66.5,31,8.6,0,0.0,1,0.3,74,20.5,8,2.2,6,1.7,1,0.3,0,0.0
ISP,609852,CHAPPELL,  527 ,222,42.1,30,5.7,0,0.0,3,0.6,215,40.8,31,5.9,25,4.7,1,0.2,0,0.0
ISP,610148,CHAVEZ,  821 ,2,0.2,16,1.9,0,0.0,3,0.4,799,97.3,0,0.0,1,0.1,0,0.0,0,0.0
ISP,609753,CHICAGO AGRICULTURE HS,  814 ,226,27.8,414,50.9,0,0.0,0,0.0,161,19.8,8,1.0,3,0.4,2,0.2,0,0.0
ISP,609795,CLARK ES,  178 ,6,3.4,95,53.4,0,0.0,0,0.0,69,38.8,1,0.6,5,2.8,2,1.1,0,0.0
ISP,610244,CLARK HS,  523 ,0,0.0,513,98.1,0,0.0,0,0.0,9,1.7,1,0.2,0,0.0,0,0.0,0,0.0
ISP,609859,CLINTON,"  1,024 ",108,10.5,146,14.3,0,0.0,12,1.2,278,27.1,2,0.2,478,46.7,0,0.0,0,0.0
ISP,610170,COLUMBIA EXPLORERS,  787 ,5,0.6,7,0.9,0,0.0,2,0.3,771,98.0,0,0.0,2,0.3,0,0.0,0,0.0
ISP,609863,COLUMBUS,  224 ,105,46.9,35,15.6,0,0.0,0,0.0,72,32.1,6,2.7,6,2.7,0,0.0,0,0.0
ISP,609870,CORKERY,  415 ,5,1.2,62,14.9,0,0.0,1,0.2,344,82.9,0,0.0,1,0.2,2,0.5,0,0.0
ISP,610521,DAVIS M,  152 ,0,0.0,140,92.1,0,0.0,0,0.0,11,7.2,1,0.7,0,0.0,0,0.0,0,0.0
ISP,609899,EBINGER,  748 ,618,82.6,2,0.3,0,0.0,1,0.1,91,12.2,11,1.5,24,3.2,1,0.1,0,0.0
ISP,609909,EVERETT,  104 ,2,1.9,1,1.0,0,0.0,0,0.0,90,86.5,5,4.8,6,5.8,0,0.0,0,0.0
ISP,610503,FRAZIER PROSPECTIVE,  164 ,0,0.0,160,97.6,0,0.0,0,0.0,4,2.4,0,0.0,0,0.0,0,0.0,0,0.0
ISP,609945,GOUDY,  556 ,39,7.0,179,32.2,0,0.0,3,0.5,140,25.2,16,2.9,178,32.0,1,0.2,0,0.0
ISP,609958,GUNSAULUS,  676 ,9,1.3,19,2.8,0,0.0,0,0.0,627,92.8,3,0.4,14,2.1,1,0.1,3,0.4
ISP,609972,HAUGAN,  845 ,52,6.2,38,4.5,0,0.0,3,0.4,708,83.8,7,0.8,37,4.4,0,0.0,0,0.0
ISP,610532,HERNANDEZ,  890 ,6,0.7,14,1.6,0,0.0,2,0.2,864,97.1,0,0.0,3,0.3,0,0.0,1,0.1
ISP,609996,HOLDEN,  412 ,75,18.2,43,10.4,0,0.0,0,0.0,226,54.9,8,1.9,60,14.6,0,0.0,0,0.0
ISP,610384,INFINITY HS,  401 ,4,1.0,15,3.7,0,0.0,0,0.0,381,95.0,0,0.0,1,0.2,0,0.0,0,0.0
ISP,609678,JONES HS,"  1,960 ",722,36.8,228,11.6,3,0.2,4,0.2,570,29.1,67,3.4,297,15.2,13,0.7,56,2.9
ISP,610015,JUNGMAN,  247 ,19,7.7,57,23.1,0,0.0,1,0.4,156,63.2,2,0.8,9,3.6,1,0.4,2,0.8
ISP,610026,KINZIE,  668 ,122,18.3,27,4.0,0,0.0,0,0.0,509,76.2,6,0.9,4,0.6,0,0.0,0,0.0
ISP,610027,KIPLING,  249 ,0,0.0,246,98.8,0,0.0,0,0.0,3,1.2,0,0.0,0,0.0,0,0.0,0,0.0
ISP,609993,LARA,  324 ,2,0.6,12,3.7,0,0.0,0,0.0,306,94.4,4,1.2,0,0.0,0,0.0,0,0.0
ISP,610520,LASALLE II,  580 ,168,29.0,112,19.3,0,0.0,2,0.3,243,41.9,36,6.2,15,2.6,4,0.7,0,0.0
ISP,610291,LEE,  665 ,13,2.0,5,0.8,0,0.0,0,0.0,647,97.3,0,0.0,0,0.0,0,0.0,0,0.0
ISP,610298,LENART,  280 ,40,14.3,172,61.4,0,0.0,0,0.0,15,5.4,11,3.9,42,15.0,0,0.0,0,0.0
ISP,609834,LITTLE VILLAGE,  628 ,1,0.2,1,0.2,0,0.0,2,0.3,624,99.4,0,0.0,0,0.0,0,0.0,0,0.0
ISP,610040,LLOYD,  827 ,9,1.1,19,2.3,0,0.0,5,0.6,791,95.6,3,0.4,0,0.0,0,0.0,0,0.0
ISP,610541,LORCA,  664 ,27,4.1,22,3.3,0,0.0,2,0.3,604,91.0,1,0.2,3,0.5,1,0.2,4,0.6
ISP,610054,MARSH,  680 ,16,2.4,62,9.1,0,0.0,5,0.7,596,87.6,1,0.2,0,0.0,0,0.0,0,0.0
ISP,610312,MCDOWELL,  114 ,1,0.9,109,95.6,0,0.0,0,0.0,4,3.5,0,0.0,0,0.0,0,0.0,0,0.0
ISP,610073,MITCHELL,  372 ,158,42.5,39,10.5,0,0.0,1,0.3,153,41.1,13,3.5,8,2.2,0,0.0,0,0.0
ISP,610082,MOUNT GREENWOOD,"  1,148 ",932,81.2,27,2.4,0,0.0,0,0.0,167,14.5,11,1.0,9,0.8,2,0.2,0,0.0
ISP,610098,NOBEL,  603 ,3,0.5,82,13.6,0,0.0,4,0.7,512,84.9,2,0.3,0,0.0,0,0.0,0,0.0
ISP,609950,ORTIZ DE DOMINGUEZ,  396 ,0,0.0,2,0.5,0,0.0,0,0.0,392,99.0,0,0.0,2,0.5,0,0.0,0,0.0
ISP,610111,PALMER,  730 ,248,34.0,10,1.4,0,0.0,2,0.3,320,43.8,16,2.2,122,16.7,12,1.6,0,0.0
ISP,610386,PEACE AND EDUCATION HS,  66 ,2,3.0,15,22.7,0,0.0,0,0.0,49,74.2,0,0.0,0,0.0,0,0.0,0,0.0
ISP,610120,PECK,  803 ,17,2.1,9,1.1,0,0.0,1,0.1,775,96.5,1,0.1,0,0.0,0,0.0,0,0.0
ISP,610122,PEIRCE,"  1,061 ",461,43.4,76,7.2,0,0.0,7,0.7,367,34.6,80,7.5,69,6.5,1,0.1,0,0.0
ISP,610304,PHOENIX MILITARY HS,  545 ,16,2.9,78,14.3,0,0.0,2,0.4,428,78.5,4,0.7,15,2.8,2,0.4,0,0.0
ISP,610131,PLAMONDON,  122 ,2,1.6,36,29.5,0,0.0,1,0.8,83,68.0,0,0.0,0,0.0,0,0.0,0,0.0
ISP,610390,RICKOVER MILITARY HS,  446 ,65,14.6,18,4.0,0,0.0,1,0.2,344,77.1,5,1.1,13,2.9,0,0.0,0,0.0
ISP,610147,ROGERS,  724 ,129,17.8,142,19.6,0,0.0,1,0.1,250,34.5,24,3.3,177,24.4,1,0.1,0,0.0
ISP,610250,SALAZAR,  301 ,2,0.7,100,33.2,0,0.0,0,0.0,190,63.1,4,1.3,4,1.3,0,0.0,1,0.3
ISP,610226,SANDOVAL,  779 ,7,0.9,11,1.4,0,0.0,8,1.0,750,96.3,3,0.4,0,0.0,0,0.0,0,0.0
ISP,610081,SHERIDAN,  530 ,55,10.4,81,15.3,0,0.0,0,0.0,110,20.8,21,4.0,263,49.6,0,0.0,0,0.0
ISP,610173,SHERWOOD,  247 ,0,0.0,232,93.9,0,0.0,0,0.0,13,5.3,2,0.8,0,0.0,0,0.0,0,0.0
ISP,610559,SHIELDS MIDDLE,  520 ,5,1.0,8,1.5,0,0.0,0,0.0,506,97.3,1,0.2,0,0.0,0,0.0,0,0.0
ISP,610177,SKINNER,"  1,126 ",286,25.4,257,22.8,0,0.0,23,2.0,117,10.4,44,3.9,346,30.7,6,0.5,47,4.2
ISP,610179,SMYSER,  771 ,201,26.1,14,1.8,0,0.0,7,0.9,494,64.1,6,0.8,41,5.3,2,0.3,6,0.8
ISP,609990,SOUTH LOOP,  799 ,230,28.8,311,38.9,0,0.0,6,0.8,91,11.4,54,6.8,105,13.1,2,0.3,0,0.0
ISP,609745,SOUTHSIDE HS,  371 ,18,4.9,224,60.4,0,0.0,0,0.0,127,34.2,1,0.3,1,0.3,0,0.0,0,0.0
ISP,610548,STEM,  387 ,39,10.1,132,34.1,0,0.0,1,0.3,93,24.0,17,4.4,104,26.9,1,0.3,0,0.0
ISP,610249,TALMAN,  349 ,1,0.3,6,1.7,0,0.0,1,0.3,339,97.1,1,0.3,1,0.3,0,0.0,0,0.0
ISP,610504,THOMAS,  117 ,8,6.8,1,0.9,0,0.0,1,0.9,90,76.9,6,5.1,10,8.5,0,0.0,1,0.9
ISP,610201,THORP O,  799 ,248,31.0,57,7.1,0,0.0,2,0.3,439,54.9,18,2.3,28,3.5,5,0.6,2,0.3
ISP,609895,TURNER-DREW,  201 ,0,0.0,197,98.0,0,0.0,0,0.0,4,2.0,0,0.0,0,0.0,0,0.0,0,0.0
ISP,610039,VON LINNE,  615 ,84,13.7,20,3.3,0,0.0,5,0.8,469,76.3,17,2.8,12,2.0,5,0.8,3,0.5
ISP,610366,WACKER,  222 ,0,0.0,220,99.1,0,0.0,0,0.0,2,0.9,0,0.0,0,0.0,0,0.0,0,0.0
ISP,610217,WARD J,  533 ,35,6.6,44,8.3,0,0.0,0,0.0,51,9.6,1,0.2,402,75.4,0,0.0,0,0.0
ISP,610542,WEST RIDGE,  667 ,235,35.2,58,8.7,0,0.0,1,0.1,155,23.2,7,1.1,211,31.6,0,0.0,0,0.0
ISP,609755,YOUNG HS,"  2,143 ",542,25.3,378,17.6,1,0.0,4,0.2,607,28.3,78,3.6,483,22.5,19,0.9,31,1.4
ISP,609973,ZAPATA,  554 ,3,0.5,1,0.2,0,0.0,0,0.0,550,99.3,0,0.0,0,0.0,0,0.0,0,0.0
Charter,400153,ACERO - BRIGHTON PARK,  531 ,0,0.0,4,0.8,0,0.0,0,0.0,527,99.2,0,0.0,0,0.0,0,0.0,0,0.0
Charter,400101,ACERO - CISNEROS,  480 ,5,1.0,9,1.9,0,0.0,1,0.2,464,96.7,0,0.0,1,0.2,0,0.0,0,0.0
Charter,400120,ACERO - CLEMENTE,  490 ,1,0.2,35,7.1,0,0.0,0,0.0,453,92.4,1,0.2,0,0.0,0,0.0,0,0.0
Charter,400121,ACERO - DE LA CRUZ,  545 ,7,1.3,272,49.9,0,0.0,2,0.4,252,46.2,8,1.5,4,0.7,0,0.0,0,0.0
Charter,400081,ACERO - DE LAS CASAS,  255 ,0,0.0,5,2.0,0,0.0,0,0.0,248,97.3,0,0.0,2,0.8,0,0.0,0,0.0
Charter,400082,ACERO - FUENTES,  417 ,1,0.2,7,1.7,0,0.0,0,0.0,408,97.8,0,0.0,0,0.0,1,0.2,0,0.0
Charter,400085,ACERO - GARCIA HS,  652 ,11,1.7,9,1.4,0,0.0,1,0.2,631,96.8,0,0.0,0,0.0,0,0.0,0,0.0
Charter,400112,ACERO - IDAR,  527 ,4,0.8,2,0.4,0,0.0,1,0.2,520,98.7,0,0.0,0,0.0,0,0.0,0,0.0
Charter,400089,ACERO - MARQUEZ,  533 ,1,0.2,2,0.4,0,0.0,1,0.2,529,99.2,0,0.0,0,0.0,0,0.0,0,0.0
Charter,400083,ACERO - PAZ,  206 ,3,1.5,12,5.8,0,0.0,0,0.0,188,91.3,3,1.5,0,0.0,0,0.0,0,0.0
Charter,400114,ACERO - SANTIAGO,  235 ,2,0.9,4,1.7,0,0.0,1,0.4,226,96.2,1,0.4,1,0.4,0,0.0,0,0.0
Charter,400149,ACERO - SOTO HS,  552 ,3,0.5,5,0.9,0,0.0,1,0.2,543,98.4,0,0.0,0,0.0,0,0.0,0,0.0
Charter,400084,ACERO - TAMAYO,  268 ,0,0.0,3,1.1,0,0.0,2,0.7,263,98.1,0,0.0,0,0.0,0,0.0,0,0.0
Charter,400080,ACERO - TORRES,  571 ,3,0.5,6,1.1,0,0.0,0,0.0,562,98.4,0,0.0,0,0.0,0,0.0,0,0.0
Charter,400079,ACERO - ZIZUMBO,  572 ,6,1.0,2,0.3,0,0.0,0,0.0,556,97.2,2,0.4,3,0.5,0,0.0,3,0.5
Charter,400060,AHS - PASSAGES,  314 ,17,5.4,142,45.2,0,0.0,0,0.0,51,16.2,7,2.2,93,29.6,0,0.0,4,1.3
Charter,400181,ART IN MOTION,  388 ,0,0.0,372,95.9,0,0.0,1,0.3,11,2.8,1,0.3,0,0.0,0,0.0,3,0.8
Charter,400172,ASPIRA - BUSINESS & FINANCE HS,  562 ,8,1.4,19,3.4,0,0.0,1,0.2,528,94.0,2,0.4,0,0.0,3,0.5,1,0.2
Charter,400013,ASPIRA - EARLY COLLEGE HS,  315 ,4,1.3,9,2.9,0,0.0,0,0.0,301,95.6,0,0.0,1,0.3,0,0.0,0,0.0
Charter,400017,ASPIRA - HAUGAN,  121 ,1,0.8,8,6.6,0,0.0,0,0.0,108,89.3,1,0.8,3,2.5,0,0.0,0,0.0
Charter,400021,CATALYST - CIRCLE ROCK,  504 ,1,0.2,490,97.2,0,0.0,1,0.2,9,1.8,1,0.2,2,0.4,0,0.0,0,0.0
Charter,400115,CATALYST - MARIA,  540 ,10,1.9,260,48.1,0,0.0,0,0.0,267,49.4,3,0.6,0,0.0,0,0.0,0,0.0
Charter,400182,CATALYST - MARIA (HS),  561 ,5,0.9,197,35.1,0,0.0,0,0.0,358,63.8,1,0.2,0,0.0,0,0.0,0,0.0
Charter,400161,CHICAGO COLLEGIATE,  276 ,1,0.4,263,95.3,0,0.0,1,0.4,10,3.6,1,0.4,0,0.0,0,0.0,0,0.0
Charter,400035,CHICAGO MATH & SCIENCE HS,  591 ,47,8.0,214,36.2,0,0.0,3,0.5,248,42.0,10,1.7,68,11.5,1,0.2,0,0.0
Charter,400159,CHRISTOPHER HOUSE,  486 ,4,0.8,10,2.1,0,0.0,1,0.2,442,90.9,0,0.0,0,0.0,1,0.2,28,5.8
Charter,400023,CICS - AVALON/SOUTH SHORE,  486 ,0,0.0,476,97.9,0,0.0,0,0.0,5,1.0,4,0.8,1,0.2,0,0.0,0,0.0
Charter,400024,CICS - BASIL,  597 ,4,0.7,474,79.4,0,0.0,2,0.3,111,18.6,1,0.2,0,0.0,0,0.0,5,0.8
Charter,400092,CICS - BOND,  279 ,0,0.0,266,95.3,0,0.0,0,0.0,3,1.1,0,0.0,0,0.0,0,0.0,10,3.6
Charter,400025,CICS - BUCKTOWN,  700 ,15,2.1,122,17.4,0,0.0,5,0.7,543,77.6,13,1.9,1,0.1,0,0.0,1,0.1
Charter,400032,CICS - ELLISON HS,  170 ,0,0.0,167,98.2,0,0.0,0,0.0,3,1.8,0,0.0,0,0.0,0,0.0,0,0.0
Charter,400027,CICS - IRVING PARK,  512 ,61,11.9,23,4.5,0,0.0,2,0.4,384,75.0,8,1.6,30,5.9,4,0.8,0,0.0
Charter,400033,CICS - LONGWOOD,"  1,236 ",0,0.0,1231,99.6,0,0.0,0,0.0,2,0.2,0,0.0,0,0.0,0,0.0,3,0.2
Charter,400026,CICS - LOOMIS,  398 ,0,0.0,393,98.7,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,0,0.0,1,0.3
