School ID,School Name,School Network,School Year,Time Period,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification
609856,CLAY,Network 13,2022-2023,S1,8.0,1,6,1,6,75,3,37.5,3,0.6,1.67,3,37.5,3,0.6,2.33,1,12.5,1,0.2
609759,CLEMENTE HS,Network 15,2022-2023,S1,694.0,455,205,34,162,23.3,70,10.1,55,9.3,1.01,92,13.3,58,9.9,1.49,,,,
609857,CLEVELAND,Network 1,2022-2023,S1,2.0,1,1,,,,,,,,,,,,,,,,,
609859,CLINTON,ISP,2022-2023,S1,60.0,38,21,1,4,6.7,4,6.7,4,0.4,1.25,,,,,,,,,
609861,CLISSOLD,Network 10,2022-2023,S1,16.0,4,11,1,6,37.5,2,12.5,2,0.5,1.5,4,25,4,1,2.5,1,6.3,1,0.3
610199,COLEMON,Network 13,2022-2023,S1,40.0,31,9,,2,5,1,2.5,1,0.5,1,1,2.5,1,0.5,2,,,,
609862,COLES,Network 12,2022-2023,S1,58.0,27,29,2,14,24.1,3,5.2,3,1.1,1,11,19,9,3.4,1.64,,,,
610499,COLLINS HS,AUSL,2022-2023,S1,32.0,13,15,4,12,37.5,3,9.4,3,1.4,1.67,9,28.1,9,4.1,2.11,,,,
610170,COLUMBIA EXPLORERS,ISP,2022-2023,S1,5.0,4,1,,,,,,,,,,,,,,,,,
609863,COLUMBUS,ISP,2022-2023,S1,12.0,2,10,,,,,,,,,,,,,,,,,
609864,COOK,Network 11,2022-2023,S1,21.0,11,10,,3,14.3,,,,,,3,14.3,1,0.3,1.33,1,4.8,1,0.3
609866,COONLEY,Network 2,2022-2023,S1,21.0,11,10,,5,23.8,5,23.8,5,0.6,1,,,,,,1,4.8,1,0.1
609867,COOPER,Network 7,2022-2023,S1,4.0,1,1,2,1,25,1,25,1,0.2,1,,,,,,,,,
609870,CORKERY,ISP,2022-2023,S1,55.0,22,19,14,9,16.4,8,14.5,6,1.4,1.25,1,1.8,1,0.2,1,,,,
609761,CORLISS HS,Network 17,2022-2023,S1,214.0,143,59,12,64,29.9,2,0.9,2,0.7,1,62,29,47,16.3,1.27,3,1.4,3,1
610355,COURTENAY,Network 2,2022-2023,S1,9.0,1,7,1,6,66.7,5,55.6,4,1.9,1,1,11.1,1,0.5,5,4,44.4,4,1.9
610561,CRANE MEDICAL HS,Network 15,2022-2023,S1,41.0,8,33,,24,58.5,,,,,,24,58.5,24,7.8,2.38,5,12.2,5,1.6
609873,CROWN,Network 5,2022-2023,S1,11.0,3,8,,8,72.7,,,,,,8,72.7,6,5,1.13,,,,
610003,CUFFE,Network 11,2022-2023,S1,3.0,,3,,1,33.3,,,,,,1,33.3,1,0.4,3,,,,
610004,CULLEN,Network 13,2022-2023,S1,29.0,15,14,,,,,,,,,,,,,,,,,
609756,CURIE HS,Network 15,2022-2023,S1,496.0,231,227,38,178,35.9,22,4.4,20,0.7,1,156,31.5,108,3.7,1.9,11,2.2,10,0.3
609900,CURTIS,Network 13,2022-2023,S1,40.0,12,18,10,9,22.5,,,,,,9,22.5,8,2.2,2.44,,,,
610239,DALEY,Network 8,2022-2023,S1,45.0,27,18,,17,37.8,17,37.8,16,3.3,1,,,,,,,,,
609875,DARWIN,Network 4,2022-2023,S1,175.0,149,25,1,15,8.6,10,5.7,8,1.6,1.2,5,2.9,5,1,1,,,,
610521,DAVIS M,ISP,2022-2023,S1,46.0,19,21,6,16,34.8,6,13,6,4.7,1.17,10,21.7,7,5.5,1.3,,,,
609876,DAVIS N,Network 8,2022-2023,S1,23.0,12,11,,2,8.7,2,8.7,2,0.4,2.5,,,,,,2,8.7,2,0.4
609879,DAWES,Network 10,2022-2023,S1,101.0,61,37,3,29,28.7,22,21.8,20,2.1,1.41,7,6.9,6,0.6,1.86,,,,
610313,DE DIEGO,Network 5,2022-2023,S1,8.0,,1,7,6,75,,,,,,6,75,6,1.4,1,,,,
609880,DECATUR,Network 2,2022-2023,S1,11.0,3,8,,,,,,,,,,,,,,,,,
609883,DENEEN,Network 12,2022-2023,S1,14.0,4,4,6,7,50,1,7.1,1,0.2,1,6,42.9,4,0.9,1.83,1,7.1,1,0.2
610367,DEPRIEST,Network 3,2022-2023,S1,135.0,48,82,5,21,15.6,5,3.7,5,1.1,1,16,11.9,15,3.3,1.94,,,,
610252,DETT,Network 6,2022-2023,S1,37.0,13,21,3,4,10.8,1,2.7,1,0.4,3,3,8.1,3,1.2,1,3,8.1,3,1.2
609884,DEVER,Network 1,2022-2023,S1,5.0,2,3,,2,40,2,40,1,0.1,1,,,,,,,,,
610402,DEVRY HS,Network 14,2022-2023,S1,7.0,,6,1,,,,,,,,,,,,,,,,
610363,DISNEY,Network 2,2022-2023,S1,80.0,28,48,4,18,22.5,14,17.5,10,0.7,1.07,4,5,4,0.3,1.75,,,,
610515,DISNEY II ES,Network 14,2022-2023,S1,12.0,9,3,,2,16.7,1,8.3,1,0.2,1,1,8.3,1,0.2,1,,,,
610564,DISNEY II HS,Network 14,2022-2023,S1,56.0,36,16,4,8,14.3,,,,,,8,14.3,7,0.9,1.13,,,,
609887,DIXON,Network 12,2022-2023,S1,44.0,29,13,2,12,27.3,8,18.2,8,1.7,1.88,4,9.1,3,0.6,2.5,1,2.3,1,0.2
609893,DORE,Network 10,2022-2023,S1,23.0,12,10,1,7,30.4,7,30.4,7,1,1,,,,,,2,8.7,2,0.3
609894,DRAKE,Network 9,2022-2023,S1,60.0,44,15,1,6,10,3,5,3,1.2,1,3,5,3,1.2,1.33,,,,
609896,DRUMMOND,Network 6,2022-2023,S1,1.0,,1,,,,,,,,,,,,,,,,,
610364,DUBOIS,Network 13,2022-2023,S1,3.0,1,2,,,,,,,,,,,,,,,,,
610263,DULLES,Network 9,2022-2023,S1,10.0,2,7,1,,,,,,,,,,,,,1,10,1,0.2
609676,DUNBAR HS,Network 17,2022-2023,S1,72.0,26,38,8,14,19.4,1,1.4,1,0.2,1,13,18.1,13,2.9,3.08,13,18.1,11,2.4
610188,DUNNE,Network 13,2022-2023,S1,3.0,,1,2,2,66.7,,,,,,2,66.7,2,1,2.5,,,,
610352,DURKIN PARK,Network 10,2022-2023,S1,31.0,14,13,4,7,22.6,1,3.2,1,0.1,2,6,19.4,4,0.6,1.67,,,,
610254,DVORAK,Network 7,2022-2023,S1,9.0,6,3,,2,22.2,,,,,,2,22.2,2,0.7,1,,,,
610587,DYETT ARTS HS,Network 17,2022-2023,S1,361.0,272,82,7,73,20.2,16,4.4,16,3.1,1.38,57,15.8,46,8.9,2.14,1,0.3,1,0.2
609897,EARLE,Network 11,2022-2023,S1,13.0,8,4,1,1,7.7,,,,,,1,7.7,1,0.4,1,,,,
609898,EBERHART,Network 10,2022-2023,S1,58.0,2,32,24,25,43.1,15,25.9,14,1.4,1.67,10,17.2,7,0.7,1.6,1,1.7,1,0.1
609899,EBINGER,Network 1,2022-2023,S1,15.0,5,10,,,,,,,,,,,,,,,,,
609901,EDGEBROOK,Network 1,2022-2023,S1,38.0,24,10,4,9,23.7,6,15.8,5,1.1,1.17,3,7.9,3,0.7,1.67,1,2.6,1,0.2
610523,EDISON PARK,Network 1,2022-2023,S1,1.0,,1,,,,,,,,,,,,,,,,,
609903,EDWARDS,Network 8,2022-2023,S1,2.0,,2,,2,100,2,100,2,0.2,2,,,,,,,,,
609904,ELLINGTON,Network 3,2022-2023,S1,36.0,11,25,,2,5.6,,,,,,2,5.6,2,0.5,2,,,,
610592,ENGLEWOOD STEM HS,Network 16,2022-2023,S1,919.0,495,320,104,396,43.1,236,25.7,163,21.5,1.58,160,17.4,116,15.3,2.19,21,2.3,21,2.8
609907,ERICSON,Network 5,2022-2023,S1,43.0,17,18,8,2,4.7,2,4.7,2,0.6,1,,,,,,,,,
609908,ESMOND,Network 10,2022-2023,S1,30.0,10,20,,14,46.7,2,6.7,2,0.8,2,12,40,11,4.5,1.92,,,,
609909,EVERETT,ISP,2022-2023,S1,33.0,27,5,1,,,,,,,,,,,,,,,,
610319,EVERGREEN,Network 8,2022-2023,S1,22.0,10,12,,,,,,,,,,,,,,,,,
610362,EVERS,Network 11,2022-2023,S1,54.0,39,15,,2,3.7,1,1.9,1,0.5,1,1,1.9,1,0.5,1,,,,
610565,EXCEL ENGLEWOOD HS,Options,2022-2023,S1,2.0,1,,1,,,,,,,,,,,,,,,,
400175,EXCEL SOUTH SHORE HS,Options,2022-2023,S1,18.0,7,10,1,,,,,,,,,,,,,,,,
400176,EXCEL SOUTHWEST HS,Options,2022-2023,S1,28.0,1,15,12,25,89.3,,,,,,25,89.3,20,21.9,2.24,13,46.4,11,12.1
610057,FAIRFIELD,Network 10,2022-2023,S1,302.0,167,102,33,27,8.9,17,5.6,16,3.4,1.06,10,3.3,7,1.5,2.1,2,0.7,2,0.4
609910,FALCONER,Network 3,2022-2023,S1,8.0,4,3,1,2,25,2,25,2,0.2,1,,,,,,,,,
610055,FARADAY,Network 5,2022-2023,S1,5.0,,5,,,,,,,,,,,,,,,,,
609912,FARNSWORTH,Network 1,2022-2023,S1,15.0,8,5,2,5,33.3,3,20,2,0.4,1,2,13.3,2,0.4,2,,,,
609704,FARRAGUT HS,Network 16,2022-2023,S1,405.0,291,99,15,53,13.1,,,,,,53,13.1,47,10.6,2.4,9,2.2,9,2
609705,FENGER HS,Network 17,2022-2023,S1,156.0,105,50,1,44,28.2,26,16.7,21,9.3,1.65,18,11.5,17,7.5,1.83,,,,
609967,FINKL,Network 7,2022-2023,S1,2.0,,,2,3,150,1,50,1,0.5,2,2,100,2,1,2,,,,
609919,FISKE,Network 9,2022-2023,S1,77.0,45,28,4,6,7.8,,,,,,6,7.8,4,1.2,2.5,,,,
609708,FOREMAN HS,Network 14,2022-2023,S1,3020.0,2179,835,6,157,5.2,115,3.8,61,10.8,1,42,1.4,27,4.8,1.21,3,0.1,3,0.5
609924,FORT DEARBORN,Network 11,2022-2023,S1,2.0,2,,,,,,,,,,,,,,,,,,
609927,FOSTER PARK,Network 11,2022-2023,S1,33.0,9,24,,1,3,1,3,1,0.3,2,,,,,,,,,
609926,FRANKLIN,Network 4,2022-2023,S1,37.0,30,7,,3,8.1,2,5.4,2,0.5,1,1,2.7,1,0.3,1,,,,
610503,FRAZIER PROSPECTIVE,ISP,2022-2023,S1,13.0,,13,,13,100,7,53.8,7,5.5,1.57,6,46.2,6,4.7,1,,,,
609928,FULLER,Network 9,2022-2023,S1,29.0,13,16,,7,24.1,6,20.7,6,1.9,1,1,3.4,1,0.3,1,,,,
609929,FULTON,Network 8,2022-2023,S1,5.0,5,,,,,,,,,,,,,,,,,,
609930,FUNSTON,Network 4,2022-2023,S1,25.0,14,9,2,1,4,,,,,,1,4,1,0.2,2,,,,
609709,GAGE PARK HS,Network 16,2022-2023,S1,79.0,38,37,4,18,22.8,10,12.7,10,3.1,1.3,8,10.1,8,2.5,2.13,,,,
609933,GALE,Network 2,2022-2023,S1,1.0,,,1,,,,,,,,,,,,,2,200,1,0.4
610009,GALILEO,Network 6,2022-2023,S1,16.0,7,2,7,6,37.5,2,12.5,2,0.4,1,4,25,4,0.7,1.25,,,,
609935,GALLISTEL,Network 13,2022-2023,S1,19.0,4,13,2,11,57.9,8,42.1,7,1.1,1,3,15.8,3,0.5,1.33,2,10.5,2,0.3
610128,GARVEY,Network 13,2022-2023,S1,6.0,4,2,,,,,,,,,,,,,,,,,
609937,GARVY,Network 1,2022-2023,S1,41.0,23,18,,9,22,5,12.2,4,0.5,1,4,9.8,4,0.5,1.25,,,,
609938,GARY,Network 7,2022-2023,S1,65.0,22,38,5,4,6.2,3,4.6,3,0.4,1,1,1.5,1,0.1,1,2,3.1,2,0.3
609939,GILLESPIE,Network 12,2022-2023,S1,7.0,,5,2,3,42.9,3,42.9,3,0.8,1,,,,,,1,14.3,1,0.3
609942,GOETHE,Network 4,2022-2023,S1,7.0,,7,,2,28.6,2,28.6,2,0.3,1,,,,,,,,,
610558,GOODE HS,Network 16,2022-2023,S1,917.0,740,172,5,167,18.2,128,14,76,7.9,1.02,39,4.3,36,3.7,1.56,,,,
609945,GOUDY,Network 2,2022-2023,S1,6.0,,6,,2,33.3,2,33.3,2,0.4,1,,,,,,,,,
609947,GRAHAM ES,Network 6,2022-2023,S1,9.0,7,2,,,,,,,,,,,,,,,,,
609769,GRAHAM HS,Network 14,2022-2023,S1,3.0,,3,,,,,,,,,,,,,,,,,
609949,GRAY,Network 1,2022-2023,S1,23.0,1,18,4,21,91.3,15,65.2,12,1.2,1.07,6,26.1,6,0.6,1.5,2,8.7,2,0.2
609850,GREELEY,Network 4,2022-2023,S1,2.0,2,,,,,,,,,,,,,,,,,,
610032,GREEN,Network 11,2022-2023,S1,1.0,,1,,,,,,,,,,,,,,,,,
609952,GREENE,Network 8,2022-2023,S1,3.0,3,,,,,,,,,,,,,,,,,,
609954,GREGORY,Network 5,2022-2023,S1,4.0,1,2,1,3,75,,,,,,3,75,3,1.1,2,,,,
609955,GRESHAM,Network 11,2022-2023,S1,46.0,3,35,8,18,39.1,12,26.1,9,2.7,2,6,13,6,1.8,2,2,4.3,2,0.6
609956,GRIMES,Network 10,2022-2023,S1,3.0,1,2,,1,33.3,1,33.3,1,0.3,1,,,,,,,,,
609944,GRISSOM,Network 13,2022-2023,S1,27.0,7,12,8,2,7.4,2,7.4,2,0.7,1.5,,,,,,,,,
609959,HAINES,Network 6,2022-2023,S1,7.0,2,5,,2,28.6,1,14.3,1,0.2,1,1,14.3,1,0.2,2,,,,
609960,HALE,Network 10,2022-2023,S1,100.0,41,58,1,28,28,27,27,21,2.6,1.52,1,1,1,0.1,1,5,5,5,0.6
609808,HALEY,Network 13,2022-2023,S1,10.0,5,3,2,4,40,1,10,1,0.2,1,3,30,2,0.5,2,,,,
609963,HAMILTON,Network 4,2022-2023,S1,6.0,,6,,1,16.7,1,16.7,1,0.2,2,,,,,,1,16.7,1,0.2
609964,HAMLINE,Network 8,2022-2023,S1,13.0,4,3,6,2,15.4,1,7.7,1,0.2,1,1,7.7,1,0.2,5,2,15.4,2,0.4
609966,HAMMOND,Network 7,2022-2023,S1,12.0,6,6,,,,,,,,,,,,,,,,,
609807,HAMPTON,Network 10,2022-2023,S1,105.0,26,70,9,11,10.5,3,2.9,3,0.6,1,8,7.6,7,1.5,1.5,1,1,1,0.2
609694,HANCOCK HS,Network 15,2022-2023,S1,35.0,29,6,,6,17.1,4,11.4,3,0.3,1,2,5.7,2,0.2,1,,,,
610068,HANSON PARK,Network 3,2022-2023,S1,11.0,,9,2,8,72.7,2,18.2,2,0.2,1.5,6,54.5,6,0.5,1.83,,,,
609710,HARLAN HS,Network 17,2022-2023,S1,305.0,126,131,48,124,40.7,,,,,,124,40.7,84,31.6,1.99,3,1,3,1.1
609969,HARTE,Network 9,2022-2023,S1,20.0,6,12,2,,,,,,,,,,,,,,,,
609971,HARVARD,Network 11,2022-2023,S1,81.0,25,55,1,4,4.9,,,,,,4,4.9,4,1.2,2,2,2.5,2,0.6
609972,HAUGAN,ISP,2022-2023,S1,136.0,84,47,5,14,10.3,9,6.6,7,0.8,1,5,3.7,1,0.1,1.6,,,,
609974,HAWTHORNE,Network 4,2022-2023,S1,4.0,3,,1,1,25,1,25,1,0.2,3,,,,,,,,,
609975,HAY,Network 3,2022-2023,S1,43.0,22,12,9,8,18.6,,,,,,8,18.6,8,3,1.13,16,37.2,8,3
609976,HAYT,Network 2,2022-2023,S1,5.0,2,3,,2,40,2,40,2,0.2,1,,,,,,,,,
609979,HEALY,Network 6,2022-2023,S1,62.0,49,13,,3,4.8,3,4.8,3,0.2,1,,,,,,,,,
609981,HEARST,Network 10,2022-2023,S1,51.0,35,15,1,12,23.5,6,11.8,5,1.6,1.33,6,11.8,6,1.9,1.67,1,2,1,0.3
609983,HEDGES,Network 8,2022-2023,S1,19.0,13,6,,1,5.3,1,5.3,1,0.2,1,,,,,,,,,
609985,HEFFERAN,Network 5,2022-2023,S1,85.0,29,52,4,37,43.5,24,28.2,20,8.5,1.83,13,15.3,11,4.7,2.15,5,5.9,5,2.1
609987,HENDRICKS,Network 9,2022-2023,S1,48.0,25,23,,4,8.3,,,,,,4,8.3,3,1.7,1.5,,,,
609988,HENRY,Network 1,2022-2023,S1,12.0,1,8,3,2,16.7,2,16.7,2,0.4,2.5,,,,,,,,,
610532,HERNANDEZ,ISP,2022-2023,S1,60.0,19,35,6,41,68.3,37,61.7,31,3.6,2.57,4,6.7,4,0.5,2.25,1,1.7,1,0.1
609991,HERZL,Network 7,2022-2023,S1,18.0,3,12,3,2,11.1,1,5.6,1,0.2,1,1,5.6,1,0.2,1,,,,
609994,HIBBARD,Network 1,2022-2023,S1,7.0,1,6,,3,42.9,,,,,,3,42.9,2,0.2,2.33,1,14.3,1,0.1
610295,HIGGINS,Network 13,2022-2023,S1,108.0,68,36,4,13,12,7,6.5,6,2.3,1.14,6,5.6,6,2.3,1,,,,
609712,HIRSCH HS,Network 17,2022-2023,S1,122.0,56,54,12,41,33.6,6,4.9,6,6.3,1,35,28.7,20,20.9,1.91,,,,
609995,HITCH,Network 1,2022-2023,S1,45.0,22,19,4,10,22.2,4,8.9,4,0.8,1.25,6,13.3,5,1,1.33,,,,
609996,HOLDEN,ISP,2022-2023,S1,23.0,10,13,,10,43.5,3,13,3,0.8,1,7,30.4,4,1,1.14,2,8.7,2,0.5
400043,HOPE LEARNING ACADEMY,Contract,2022-2023,S1,2.0,,2,,,,,,,,,,,,,,,,,
610000,HOWE,Network 3,2022-2023,S1,31.0,1,12,18,6,19.4,4,12.9,4,1.1,1,2,6.5,2,0.5,1,,,,
610002,HOYNE,Network 12,2022-2023,S1,27.0,11,16,,3,11.1,2,7.4,2,0.9,1,1,3.7,1,0.4,2,,,,
609741,HUBBARD HS,Network 16,2022-2023,S1,506.0,328,147,31,78,15.4,8,1.6,8,0.5,1,70,13.8,60,3.5,2.53,8,1.6,8,0.5
610368,HUGHES L,Network 13,2022-2023,S1,214.0,134,69,11,40,18.7,10,4.7,9,2,1,30,14,21,4.6,1.5,3,1.4,2,0.4
610006,HURLEY,Network 10,2022-2023,S1,4.0,,4,,4,100,2,50,2,0.3,2,2,50,2,0.3,1,,,,
609713,HYDE PARK HS,Network 17,2022-2023,S1,13.0,1,11,1,11,84.6,,,,,,11,84.6,10,1.4,2,,,,
610384,INFINITY HS,Network 15,2022-2023,S1,3.0,2,1,,1,33.3,1,33.3,1,0.2,3,,,,,,2,66.7,2,0.5
400162,INTRINSIC HS,Charter,2022-2023,S1,,,,,,,,,,,,,,,,,,,,
610121,IRVING,Network 6,2022-2023,S1,38.0,16,22,,13,34.2,10,26.3,9,3.1,1,3,7.9,3,1,1.33,,,,
610010,JAHN,Network 4,2022-2023,S1,5.0,4,1,,,,,,,,,,,,,,,,,
610011,JAMIESON,Network 2,2022-2023,S1,34.0,9,25,,19,55.9,19,55.9,16,2,1.11,,,,,,,,,
609783,JEFFERSON HS,Options,2022-2023,S1,3.0,2,,1,,,,,,,,,,,,,,,,
610271,JENSEN,Network 5,2022-2023,S1,32.0,11,21,,,,,,,,,,,,,,,,,
610274,JOHNSON,Network 5,2022-2023,S1,50.0,14,35,1,33,66,16,32,15,6.8,1.5,17,34,16,7.2,1.06,,,,
609678,JONES HS,Network 15,2022-2023,S1,47.0,21,22,4,13,27.7,6,12.8,6,0.3,1.83,7,14.9,4,0.2,1.86,,,,
609805,JOPLIN,Network 11,2022-2023,S1,6.0,5,1,,,,,,,,,,,,,,,,,
609865,JORDAN,Network 2,2022-2023,S1,2.0,,2,,,,,,,,,,,,,,2,100,2,0.4
609764,JUAREZ HS,Network 15,2022-2023,S1,119.0,16,85,18,69,58,1,0.8,1,0.1,1,68,57.1,59,3.7,1.94,23,19.3,18,1.1
609762,JULIAN HS,Network 16,2022-2023,S1,83.0,14,65,4,49,59,19,22.9,18,4.3,1.63,30,36.1,28,6.6,1.87,4,4.8,4,0.9
610015,JUNGMAN,ISP,2022-2023,S1,3.0,1,1,1,1,33.3,,,,,,1,33.3,1,0.4,3,,,,
609920,KANOON,Network 7,2022-2023,S1,10.0,4,6,,7,70,6,60,6,1.5,1.17,1,10,1,0.2,1,1,10,1,0.2
610084,KELLER,Network 10,2022-2023,S1,3.0,3,,,,,,,,,,,,,,,,,,
609925,KELLMAN,Network 5,2022-2023,S1,3.0,,3,,,,,,,,,,,,,,,,,
610016,KELLOGG,Network 10,2022-2023,S1,5.0,1,4,,3,60,3,60,2,0.7,1.33,,,,,,,,,
609715,KELLY HS,Network 16,2022-2023,S1,189.0,58,100,31,107,56.6,51,27,49,2.9,1.04,56,29.6,51,3,1.38,2,1.1,2,0.1
609716,KELVYN PARK HS,Network 14,2022-2023,S1,79.0,53,20,6,17,21.5,11,13.9,9,1.9,1.55,6,7.6,6,1.2,1.5,1,1.3,1,0.2
609718,KENNEDY HS,Network 16,2022-2023,S1,100.0,8,29,63,90,90,40,40,38,2.4,1.05,50,50,42,2.6,2.36,2,2,2,0.1
609746,KENWOOD HS,Network 17,2022-2023,S1,639.0,384,215,40,242,37.9,151,23.6,120,5.2,1.24,91,14.2,78,3.4,2.53,3,0.5,3,0.1
610019,KERSHAW,Network 11,2022-2023,S1,2.0,,2,,,,,,,,,,,,,,,,,
610299,KING ES,Network 11,2022-2023,S1,13.0,1,9,3,1,7.7,,,,,,1,7.7,1,0.4,5,1,7.7,1,0.4
609751,KING HS,Network 17,2022-2023,S1,20.0,7,9,4,,,,,,,,,,,,,,,,
610026,KINZIE,ISP,2022-2023,S1,18.0,6,10,2,2,11.1,2,11.1,2,0.3,1,,,,,,,,,
610027,KIPLING,ISP,2022-2023,S1,53.0,30,20,3,4,7.5,2,3.8,2,0.9,1,2,3.8,2,0.9,1,1,1.9,1,0.4
610030,KOZMINSKI,Network 9,2022-2023,S1,25.0,4,20,1,2,8,,,,,,2,8,2,0.8,1,,,,
609719,LAKE VIEW HS,Network 14,2022-2023,S1,597.0,465,104,28,116,19.4,79,13.2,63,4.7,1.01,37,6.2,31,2.3,1.84,14,2.3,13,1
609720,LANE TECH HS,Network 14,2022-2023,S1,63.0,11,44,8,14,22.2,,,,,,14,22.2,14,0.3,1.43,1,1.6,1,0
610033,LASALLE,Network 4,2022-2023,S1,5.0,1,4,,3,60,2,40,2,0.4,1,1,20,1,0.2,1,,,,
610520,LASALLE II,ISP,2022-2023,S1,13.0,7,6,,3,23.1,3,23.1,3,0.5,1.33,,,,,,,,,
610034,LAWNDALE,Network 5,2022-2023,S1,35.0,3,24,8,1,2.9,,,,,,1,2.9,1,0.5,2,,,,
610291,LEE,ISP,2022-2023,S1,15.0,11,4,,2,13.3,2,13.3,2,0.3,2,,,,,,,,,
610305,LELAND,Network 3,2022-2023,S1,71.0,15,49,7,25,35.2,1,1.4,1,0.3,1,24,33.8,17,4.6,2.08,6,8.5,5,1.4
610036,LEWIS,Network 3,2022-2023,S1,43.0,16,25,2,9,20.9,2,4.7,2,0.5,1,7,16.3,6,1.6,2.14,,,,
610037,LIBBY,Network 8,2022-2023,S1,6.0,6,,,,,,,,,,,,,,,,,,
610038,LINCOLN,Network 4,2022-2023,S1,32.0,24,8,,7,21.9,4,12.5,4,0.5,1,3,9.4,2,0.2,1,,,,
609738,LINCOLN PARK HS,Network 14,2022-2023,S1,195.0,139,45,11,35,17.9,26,13.3,25,1.2,1.12,9,4.6,7,0.3,2.22,12,6.2,9,0.4
610391,LINDBLOM HS,Network 16,2022-2023,S1,94.0,44,44,6,9,9.6,2,2.1,2,0.1,1.5,7,7.4,5,0.4,1.29,,,,
400137,LITTLE BLACK PEARL HS,Options,2022-2023,S1,1.0,,1,,,,,,,,,,,,,,1,100,1,1.2
609834,LITTLE VILLAGE,ISP,2022-2023,S1,29.0,15,11,3,3,10.3,3,10.3,3,0.5,1.33,,,,,,,,,
610041,LOCKE J,Network 3,2022-2023,S1,18.0,2,16,,4,22.2,4,22.2,4,0.4,1,,,,,,,,,
610541,LORCA,Network 4,2022-2023,S1,10.0,7,3,,,,,,,,,,,,,,1,10,1,0.2
610043,LOVETT,Network 3,2022-2023,S1,1.0,,1,,,,,,,,,,,,,,,,,
610044,LOWELL,Network 5,2022-2023,S1,29.0,1,27,1,1,3.4,,,,,,1,3.4,1,0.3,2,2,6.9,2,0.7
610029,LOZANO,Network 6,2022-2023,S1,12.0,6,2,4,,,,,,,,,,,,,,,,
610046,LYON,Network 3,2022-2023,S1,57.0,24,32,1,28,49.1,10,17.5,8,0.8,1,18,31.6,11,1,1.33,3,5.3,3,0.3
610215,MADERO,Network 7,2022-2023,S1,31.0,11,10,10,10,32.3,10,32.3,9,3.6,1.8,,,,,,2,6.5,2,0.8
610047,MADISON,Network 12,2022-2023,S1,17.0,12,5,,2,11.8,2,11.8,2,1.1,1,,,,,,,,,
610048,MANIERRE,Network 4,2022-2023,S1,31.0,1,24,6,23,74.2,1,3.2,1,0.4,1,22,71,18,7.1,2.14,1,3.2,1,0.4
609722,MANLEY HS,Network 15,2022-2023,S1,40.0,4,9,27,21,52.5,,,,,,21,52.5,15,22.4,2.24,16,40,10,15
610052,MANN,Network 12,2022-2023,S1,16.0,3,8,5,,,,,,,,,,,,,,,,
609780,MARINE LEADERSHIP AT AMES HS,Network 14,2022-2023,S1,136.0,87,47,2,14,10.3,6,4.4,6,0.9,1.83,8,5.9,7,1,2,,,,
610053,MARQUETTE,Network 10,2022-2023,S1,68.0,43,14,11,20,29.4,11,16.2,9,0.9,1.82,9,13.2,8,0.8,1.67,,,,
610054,MARSH,ISP,2022-2023,S1,13.0,1,12,,10,76.9,10,76.9,10,1.6,1,,,,,,,,,
609723,MARSHALL HS,Network 15,2022-2023,S1,245.0,101,113,31,131,53.5,83,33.9,61,32.6,1.18,48,19.6,36,19.3,2.81,18,7.3,13,7
610056,MASON,Network 7,2022-2023,S1,2.0,,2,,2,100,,,,,,2,100,2,0.9,2.5,1,50,1,0.5
609724,MATHER HS,Network 14,2022-2023,S1,246.0,152,81,13,43,17.5,1,0.4,1,0.1,1,42,17.1,38,2.4,1.71,3,1.2,3,0.2
610059,MAYER,Network 4,2022-2023,S1,21.0,6,15,,7,33.3,6,28.6,5,0.7,1.67,1,4.8,1,0.1,2,,,,
609968,MCAULIFFE,Network 4,2022-2023,S1,108.0,73,35,,4,3.7,4,3.7,3,0.5,1.25,,,,,,,,,
610062,MCCLELLAN,Network 6,2022-2023,S1,6.0,3,3,,1,16.7,,,,,,1,16.7,1,0.3,1,,,,
610063,MCCORMICK,Network 7,2022-2023,S1,3.0,,3,,,,,,,,,,,,,,,,,
610269,MCCUTCHEON,Network 2,2022-2023,S1,11.0,4,4,3,5,45.5,3,27.3,3,1,1,2,18.2,2,0.7,1,3,27.3,3,1
610066,MCDADE,Network 12,2022-2023,S1,1.0,,1,,,,,,,,,,,,,,,,,
610312,MCDOWELL,ISP,2022-2023,S1,1.0,1,,,,,,,,,,,,,,,,,,
610067,MCKAY,Network 10,2022-2023,S1,13.0,8,4,1,,,,,,,,,,,,,1,7.7,1,0.2
610282,MCNAIR,Network 3,2022-2023,S1,24.0,7,15,2,13,54.2,,,,,,13,54.2,12,3.5,1.77,,,,
610070,MCPHERSON,Network 2,2022-2023,S1,53.0,47,6,,2,3.8,,,,,,2,3.8,1,0.2,1.5,,,,
