Network,School ID,School Name,Total,Bilingual N,Bilingual %,SpED N,SpED %,Economically Disadvantaged N,Economically Disadvantaged %
Network 12,609815,BOUCHET,  597 ,  4 ,0.7%,  76 ,12.7%,  482 ,80.7%
Network 12,609806,BRADWELL,  448 ,  4 ,0.9%,  42 ,9.4%,  356 ,79.5%
Network 12,609813,BROWNELL,  168 ,  1 ,0.6%,  20 ,11.9%,  131 ,78.0%
Network 12,609827,BURNSIDE,  338 ,  2 ,0.6%,  56 ,16.6%,  240 ,71.0%
Network 12,609862,COLES,  304 ,  2 ,0.7%,  43 ,14.1%,  241 ,79.3%
Network 12,609883,DENEEN,  432 ,  2 ,0.5%,  59 ,13.7%,  336 ,77.8%
Network 12,609887,DIXON,  501 ,  4 ,0.8%,  48 ,9.6%,  351 ,70.1%
Network 12,610316,EARHART,  208 ,  1 ,0.5%,  17 ,8.2%,  133 ,63.9%
Network 12,609939,GILLESPIE,  401 ,  3 ,0.8%,  66 ,16.5%,  312 ,77.8%
Network 12,610002,HOYNE,  211 ,,,  19 ,9.0%,  155 ,73.5%
Network 12,610047,MADISON,  188 ,,,  19 ,10.1%,  156 ,83.0%
Network 12,610052,MANN,  293 ,  3 ,1.0%,  27 ,9.2%,  226 ,77.1%
Network 12,610066,MCDADE,  192 ,  1 ,0.5%,  5 ,2.6%,  64 ,33.3%
Network 12,610171,MIRELES,  453 ,  108 ,23.8%,  59 ,13.0%,  362 ,79.9%
Network 12,610093,NEIL,  264 ,  9 ,3.4%,  90 ,34.1%,  200 ,75.8%
Network 12,610193,NEW SULLIVAN,  405 ,  29 ,7.2%,  82 ,20.3%,  332 ,82.0%
Network 12,609961,NINOS HEROES,  325 ,  36 ,11.1%,  32 ,9.9%,  245 ,75.4%
Network 12,610115,PARK MANOR,  243 ,  1 ,0.4%,  32 ,13.2%,  201 ,82.7%
Network 12,610116,PARKSIDE,  241 ,  2 ,0.8%,  26 ,10.8%,  200 ,83.0%
Network 12,610130,PIRIE,  221 ,  2 ,0.9%,  23 ,10.4%,  152 ,68.8%
Network 12,610281,POWELL,  518 ,  17 ,3.3%,  57 ,11.0%,  420 ,81.1%
Network 12,610146,REVERE,  219 ,,,  17 ,7.8%,  172 ,78.5%
Network 12,610152,RUGGLES,  330 ,,,  41 ,12.4%,  261 ,79.1%
Network 12,610178,SCHMID,  189 ,  1 ,0.5%,  24 ,12.7%,  143 ,75.7%
Network 12,610530,SOUTH SHORE ES,  280 ,  1 ,0.4%,  78 ,27.9%,  210 ,75.0%
Network 12,610279,TANNER,  309 ,  1 ,0.3%,  47 ,15.2%,  234 ,75.7%
Network 12,610200,THORP J,  290 ,  37 ,12.8%,  79 ,27.2%,  219 ,75.5%
Network 12,610218,WARREN,  236 ,  2 ,0.9%,  40 ,17.0%,  171 ,72.5%
Network 12,610124,WASHINGTON H ES,  222 ,,,  21 ,9.5%,  182 ,82.0%
Network 13,609848,ALDRIDGE,  217 ,,,  33 ,15.2%,  164 ,75.6%
Network 13,609800,BENNETT,  272 ,,,  27 ,9.9%,  213 ,78.3%
Network 13,609811,BRIGHT,  244 ,  47 ,19.3%,  65 ,26.6%,  209 ,85.7%
Network 13,610091,BROWN R,  287 ,,,  52 ,18.1%,  233 ,81.2%
Network 13,609821,BURNHAM,  434 ,  6 ,1.4%,  63 ,14.5%,  347 ,80.0%
Network 13,609845,CARVER G,  426 ,  1 ,0.2%,  44 ,10.3%,  357 ,83.8%
Network 13,609856,CLAY,  575 ,  195 ,33.9%,  61 ,10.6%,  417 ,72.5%
Network 13,610199,COLEMON,  179 ,  8 ,4.5%,  23 ,12.9%,  139 ,77.7%
Network 13,610004,CULLEN,  177 ,  1 ,0.6%,  19 ,10.7%,  142 ,80.2%
Network 13,610364,DUBOIS,  198 ,  3 ,1.5%,  40 ,20.2%,  166 ,83.8%
Network 13,610188,DUNNE,  201 ,,,  28 ,13.9%,  156 ,77.6%
Network 13,609917,FERNWOOD,  299 ,  1 ,0.3%,  28 ,9.4%,  233 ,77.9%
Network 13,609935,GALLISTEL,  598 ,  202 ,33.8%,  83 ,13.9%,  483 ,80.8%
Network 13,610128,GARVEY,  257 ,,,  21 ,8.2%,  187 ,72.8%
Network 13,609944,GRISSOM,  278 ,  75 ,27.0%,  34 ,12.2%,  169 ,60.8%
Network 13,609808,HALEY,  459 ,  2 ,0.4%,  59 ,12.9%,  356 ,77.6%
Network 13,610295,HIGGINS,  251 ,  3 ,1.2%,  40 ,15.9%,  203 ,80.9%
Network 13,610368,HUGHES L,  461 ,  11 ,2.4%,  88 ,19.1%,  322 ,69.9%
Network 13,610208,LAVIZZO,  332 ,,,  46 ,13.9%,  260 ,78.3%
Network 13,609902,METCALFE,  334 ,  3 ,0.9%,  42 ,12.6%,  257 ,77.0%
Network 13,610086,MOUNT VERNON,  244 ,,,  42 ,17.2%,  188 ,77.1%
Network 13,609943,OWENS,  341 ,  5 ,1.5%,  51 ,15.0%,  263 ,77.1%
Network 13,610132,POE,  203 ,  2 ,1.0%,  7 ,3.5%,  75 ,37.0%
Network 13,610139,PULLMAN,  335 ,  19 ,5.7%,  35 ,10.5%,  251 ,74.9%
Network 13,610586,SADLOWSKI,  624 ,  232 ,37.2%,  107 ,17.2%,  474 ,76.0%
Network 13,610176,SHOOP,  437 ,  2 ,0.5%,  70 ,16.0%,  345 ,79.0%
Network 13,609978,SMITH,  277 ,,,  38 ,13.7%,  233 ,84.1%
Network 13,610198,TAYLOR,  349 ,  163 ,46.7%,  72 ,20.6%,  295 ,84.5%
Network 13,610219,WASHINGTON G ES,  642 ,  95 ,14.8%,  86 ,13.4%,  435 ,67.8%
Network 13,610225,WHISTLER,  284 ,  1 ,0.4%,  60 ,21.1%,  205 ,72.2%
Network 13,610315,WHITE,  113 ,,,  18 ,15.9%,  72 ,63.7%
Network 14,610402,DEVRY HS,  162 ,  4 ,2.5%,  3 ,1.9%,  105 ,64.8%
Network 14,610515,DISNEY II ES,  421 ,  43 ,10.2%,  42 ,10.0%,  132 ,31.4%
Network 14,610564,DISNEY II HS,  784 ,  61 ,7.8%,  107 ,13.7%,  491 ,62.6%
Network 14,609708,FOREMAN HS,  569 ,  196 ,34.5%,  139 ,24.4%,  481 ,84.5%
Network 14,609769,GRAHAM HS,  205 ,  89 ,43.4%,  204 ,99.5%,  180 ,87.8%
Network 14,609716,KELVYN PARK HS,  489 ,  199 ,40.7%,  125 ,25.6%,  416 ,85.1%
Network 14,609719,LAKE VIEW HS,"  1,443 ",  214 ,14.8%,  241 ,16.7%,"  1,112 ",77.1%
Network 14,609720,LANE TECH HS,"  4,386 ",  63 ,1.4%,  256 ,5.8%,"  1,657 ",37.8%
Network 14,609738,LINCOLN PARK HS,"  2,066 ",  59 ,2.9%,  194 ,9.4%,  935 ,45.3%
Network 14,609780,MARINE LEADERSHIP AT AMES HS,  780 ,  227 ,29.1%,  80 ,10.3%,  739 ,94.7%
Network 14,609724,MATHER HS,"  1,725 ",  502 ,29.1%,  279 ,16.2%,"  1,410 ",81.7%
Network 14,609744,NORTHSIDE LEARNING HS,  255 ,  121 ,47.5%,  254 ,99.6%,  193 ,75.7%
Network 14,609749,NORTHSIDE PREP HS,"  1,042 ",  18 ,1.7%,  71 ,6.8%,  380 ,36.5%
Network 14,609728,ROOSEVELT HS,"  1,010 ",  434 ,43.0%,  219 ,21.7%,  850 ,84.2%
Network 14,609729,SCHURZ HS,"  1,385 ",  418 ,30.2%,  300 ,21.7%,"  1,177 ",85.0%
Network 14,609730,SENN HS,"  1,524 ",  283 ,18.6%,  188 ,12.3%,"  1,091 ",71.6%
Network 14,609732,STEINMETZ HS,"  1,148 ",  322 ,28.1%,  231 ,20.1%,  954 ,83.1%
Network 14,609733,SULLIVAN HS,  574 ,  228 ,39.7%,  172 ,30.0%,  495 ,86.2%
Network 14,609734,TAFT HS,"  4,110 ",  444 ,10.8%,  534 ,13.0%,"  2,085 ",50.7%
Network 14,610394,UPLIFT HS,  86 ,  22 ,25.6%,  51 ,59.3%,  74 ,86.1%
Network 14,609766,VAUGHN HS,  211 ,  91 ,43.1%,  211 ,100.0%,  161 ,76.3%
Network 14,609737,VON STEUBEN HS,"  1,676 ",  119 ,7.1%,  97 ,5.8%,"  1,140 ",68.0%
Network 15,610524,ALCOTT HS,  357 ,  56 ,15.7%,  116 ,32.5%,  263 ,73.7%
Network 15,610518,AUSTIN CCA HS,  159 ,  1 ,0.6%,  45 ,28.3%,  144 ,90.6%
Network 15,609759,CLEMENTE HS,  680 ,  133 ,19.6%,  204 ,30.0%,  596 ,87.7%
Network 15,610561,CRANE MEDICAL HS,  406 ,  5 ,1.2%,  34 ,8.4%,  357 ,87.9%
Network 15,609756,CURIE HS,"  3,060 ",  607 ,19.8%,  344 ,11.2%,"  2,687 ",87.8%
Network 15,610245,DOUGLASS HS,  44 ,  2 ,4.6%,  19 ,43.2%,  35 ,79.6%
Network 15,609694,HANCOCK HS,"  1,019 ",  22 ,2.2%,  36 ,3.5%,  780 ,76.6%
Network 15,609764,JUAREZ HS,"  1,702 ",  482 ,28.3%,  276 ,16.2%,"  1,551 ",91.1%
Network 15,609722,MANLEY HS,  64 ,,,  28 ,43.8%,  51 ,79.7%
Network 15,609723,MARSHALL HS,  213 ,  2 ,0.9%,  54 ,25.4%,  196 ,92.0%
Network 15,610385,MULTICULTURAL ARTS HIGH SCHOOL,  233 ,  85 ,36.5%,  58 ,24.9%,  213 ,91.4%
Network 15,609691,NORTH-GRAND HS,"  1,087 ",  294 ,27.1%,  201 ,18.5%,  974 ,89.6%
Network 15,610101,OGDEN ES,  894 ,  110 ,12.3%,  101 ,11.3%,  361 ,40.4%
Network 15,610529,OGDEN HS,  566 ,  21 ,3.7%,  52 ,9.2%,  406 ,71.7%
Network 15,609680,PAYTON HS,"  1,193 ",  15 ,1.3%,  94 ,7.9%,  354 ,29.7%
Network 15,609679,PROSSER HS,"  1,114 ",  130 ,11.7%,  145 ,13.0%,"  1,001 ",89.9%
Network 15,610334,RABY HS,  198 ,  8 ,4.0%,  79 ,39.9%,  190 ,96.0%
Network 15,609750,SIMPSON HS,  23 ,  1 ,4.4%,  3 ,13.0%,  21 ,91.3%
Network 15,610383,SOCIAL JUSTICE HS,  304 ,  111 ,36.5%,  50 ,16.5%,  276 ,90.8%
Network 15,609740,WELLS HS,  314 ,  52 ,16.6%,  78 ,24.8%,  247 ,78.7%
Network 15,609693,WESTINGHOUSE HS,"  1,192 ",  52 ,4.4%,  95 ,8.0%,  886 ,74.3%
Network 15,610392,WORLD LANGUAGE HS,  319 ,  136 ,42.6%,  69 ,21.6%,  301 ,94.4%
Network 16,610513,AIR FORCE HS,  174 ,  23 ,13.2%,  14 ,8.1%,  146 ,83.9%
Network 16,609698,BOGAN HS,  749 ,  102 ,13.6%,  182 ,24.3%,  623 ,83.2%
Network 16,610592,ENGLEWOOD STEM HS,  829 ,  42 ,5.1%,  191 ,23.0%,  753 ,90.8%
Network 16,609704,FARRAGUT HS,  506 ,  175 ,34.6%,  146 ,28.9%,  480 ,94.9%
Network 16,609709,GAGE PARK HS,  301 ,  102 ,33.9%,  68 ,22.6%,  265 ,88.0%
Network 16,610558,GOODE HS,  956 ,  167 ,17.5%,  167 ,17.5%,  816 ,85.4%
Network 16,609741,HUBBARD HS,"  1,821 ",  452 ,24.8%,  266 ,14.6%,"  1,619 ",88.9%
Network 16,609783,JEFFERSON HS,  161 ,  5 ,3.1%,  80 ,49.7%,  122 ,75.8%
Network 16,609762,JULIAN HS,  392 ,  2 ,0.5%,  118 ,30.1%,  353 ,90.1%
Network 16,609715,KELLY HS,"  1,736 ",  600 ,34.6%,  328 ,18.9%,"  1,594 ",91.8%
Network 16,609718,KENNEDY HS,"  1,512 ",  208 ,13.8%,  306 ,20.2%,  946 ,62.6%
Network 16,610391,LINDBLOM HS,"  1,388 ",  36 ,2.6%,  84 ,6.1%,  852 ,61.4%
Network 16,609725,MORGAN PARK HS,"  1,138 ",  7 ,0.6%,  170 ,14.9%,  883 ,77.6%
Network 16,609682,RICHARDS HS,  242 ,  81 ,33.5%,  56 ,23.1%,  220 ,90.9%
Network 16,610357,SPRY HS,  88 ,  41 ,46.6%,  26 ,29.6%,  84 ,95.5%
Network 16,609735,TILDEN HS,  181 ,  40 ,22.1%,  46 ,25.4%,  157 ,86.7%
Network 16,609748,YORK HS,  165 ,  5 ,3.0%,  45 ,27.3%,  110 ,66.7%
Network 17,610323,BOWEN HS,  189 ,  12 ,6.4%,  63 ,33.3%,  161 ,85.2%
Network 17,610381,BRONZEVILLE HS,  61 ,  2 ,3.3%,  21 ,34.4%,  49 ,80.3%
Network 17,609760,CARVER MILITARY HS,  406 ,  36 ,8.9%,  35 ,8.6%,  307 ,75.6%
Network 17,609754,CHICAGO MILITARY HS,  244 ,  20 ,8.2%,  30 ,12.3%,  200 ,82.0%
Network 17,609674,CHICAGO VOCATIONAL HS,  662 ,  18 ,2.7%,  188 ,28.4%,  589 ,89.0%
Network 17,609761,CORLISS HS,  319 ,  6 ,1.9%,  110 ,34.5%,  280 ,87.8%
Network 17,609676,DUNBAR HS,  493 ,  8 ,1.6%,  119 ,24.1%,  455 ,92.3%
Network 17,610587,DYETT ARTS HS,  537 ,  3 ,0.6%,  83 ,15.5%,  424 ,79.0%
Network 17,609705,FENGER HS,  244 ,  4 ,1.6%,  58 ,23.8%,  205 ,84.0%
Network 17,609710,HARLAN HS,  293 ,  3 ,1.0%,  72 ,24.6%,  247 ,84.3%
Network 17,609712,HIRSCH HS,  78 ,,,  32 ,41.0%,  64 ,82.1%
Network 17,609713,HYDE PARK HS,  712 ,  7 ,1.0%,  136 ,19.1%,  665 ,93.4%
Network 17,609746,KENWOOD HS,"  2,252 ",  26 ,1.2%,  116 ,5.2%,"  1,310 ",58.2%
Network 17,609751,KING HS,  626 ,  6 ,1.0%,  75 ,12.0%,  476 ,76.0%
Network 17,609692,SIMEON HS,"  1,358 ",  8 ,0.6%,  185 ,13.6%,"  1,153 ",84.9%
Network 17,610547,SOUTH SHORE INTL HS,  583 ,  6 ,1.0%,  55 ,9.4%,  440 ,75.5%
Network 17,609739,WASHINGTON HS,"  1,541 ",  287 ,18.6%,  275 ,17.9%,"  1,307 ",84.8%
Network 17,610380,WILLIAMS HS,  63 ,  1 ,1.6%,  8 ,12.7%,  59 ,93.7%
AUSL,609851,CHALMERS,  214 ,  5 ,2.3%,  31 ,14.5%,  184 ,86.0%
AUSL,610248,CHICAGO ACADEMY ES,  561 ,  201 ,35.8%,  93 ,16.6%,  372 ,66.3%
AUSL,610340,CHICAGO ACADEMY HS,  562 ,  93 ,16.6%,  102 ,18.2%,  453 ,80.6%
AUSL,610499,COLLINS HS,  251 ,  1 ,0.4%,  66 ,26.3%,  243 ,96.8%
AUSL,609900,CURTIS,  395 ,  8 ,2.0%,  46 ,11.7%,  310 ,78.5%
AUSL,610263,DULLES,  721 ,,,  77 ,10.7%,  582 ,80.7%
AUSL,610000,HOWE,  389 ,  6 ,1.5%,  53 ,13.6%,  316 ,81.2%
AUSL,610274,JOHNSON,  265 ,  7 ,2.6%,  36 ,13.6%,  213 ,80.4%
AUSL,610257,MORTON,  181 ,  5 ,2.8%,  35 ,19.3%,  153 ,84.5%
AUSL,610231,NATIONAL TEACHERS,  727 ,  20 ,2.8%,  54 ,7.4%,  408 ,56.1%
AUSL,610103,OKEEFFE,  507 ,  5 ,1.0%,  65 ,12.8%,  413 ,81.5%
AUSL,610389,ORR HS,  216 ,  13 ,6.0%,  54 ,25.0%,  186 ,86.1%
AUSL,609727,PHILLIPS HS,  565 ,  3 ,0.5%,  121 ,21.4%,  491 ,86.9%
AUSL,610543,SOLORIO HS,"  1,252 ",  273 ,21.8%,  149 ,11.9%,"  1,129 ",90.2%
AUSL,610396,TARKINGTON,  902 ,  362 ,40.1%,  136 ,15.1%,  768 ,85.1%
ISP,609772,ADDAMS,  576 ,  226 ,39.2%,  54 ,9.4%,  422 ,73.3%
ISP,609695,AMUNDSEN HS,"  1,490 ",  145 ,9.7%,  244 ,16.4%,  781 ,52.4%
ISP,609777,ARMOUR,  256 ,  58 ,22.7%,  41 ,16.0%,  177 ,69.1%
ISP,609779,ARMSTRONG G,"  1,215 ",  488 ,40.2%,  144 ,11.9%,  917 ,75.5%
ISP,609786,AVALON PARK,  225 ,,,  26 ,11.6%,  178 ,79.1%
ISP,610544,AZUELA,  716 ,  283 ,39.5%,  83 ,11.6%,  560 ,78.2%
ISP,610563,BACK OF THE YARDS HS,"  1,056 ",  251 ,23.8%,  97 ,9.2%,  944 ,89.4%
ISP,609726,BROOKS HS,  988 ,,,  66 ,6.7%,  579 ,58.6%
ISP,609817,BUDLONG,  652 ,  231 ,35.4%,  73 ,11.2%,  370 ,56.8%
ISP,609820,BURLEY,  519 ,  13 ,2.5%,  60 ,11.6%,  82 ,15.8%
ISP,609833,CALDWELL,  240 ,  1 ,0.4%,  32 ,13.3%,  179 ,74.6%
ISP,609835,CAMERON,  635 ,  230 ,36.2%,  90 ,14.2%,  523 ,82.4%
ISP,610539,CAMRAS,  797 ,  354 ,44.4%,  116 ,14.6%,  582 ,73.0%
ISP,610024,CARDENAS,  866 ,  355 ,41.0%,  162 ,18.7%,  745 ,86.0%
ISP,609842,CARSON,  877 ,  576 ,65.7%,  64 ,7.3%,  727 ,82.9%
ISP,609849,CASSELL,  361 ,  13 ,3.6%,  83 ,23.0%,  77 ,21.3%
ISP,609852,CHAPPELL,  527 ,  76 ,14.4%,  73 ,13.9%,  202 ,38.3%
ISP,610148,CHAVEZ,  821 ,  375 ,45.7%,  83 ,10.1%,  708 ,86.2%
ISP,609753,CHICAGO AGRICULTURE HS,  814 ,  23 ,2.8%,  177 ,21.7%,  423 ,52.0%
ISP,609795,CLARK ES,  178 ,  28 ,15.7%,  16 ,9.0%,  131 ,73.6%
ISP,610244,CLARK HS,  523 ,  7 ,1.3%,  112 ,21.4%,  492 ,94.1%
ISP,609859,CLINTON,"  1,024 ",  629 ,61.4%,  86 ,8.4%,  792 ,77.3%
ISP,610170,COLUMBIA EXPLORERS,  787 ,  338 ,43.0%,  125 ,15.9%,  622 ,79.0%
ISP,609863,COLUMBUS,  224 ,  56 ,25.0%,  18 ,8.0%,  119 ,53.1%
ISP,609870,CORKERY,  415 ,  228 ,54.9%,  73 ,17.6%,  342 ,82.4%
ISP,610521,DAVIS M,  152 ,  7 ,4.6%,  31 ,20.4%,  122 ,80.3%
ISP,609899,EBINGER,  748 ,  42 ,5.6%,  112 ,15.0%,  74 ,9.9%
ISP,609909,EVERETT,  104 ,  55 ,52.9%,  21 ,20.2%,  66 ,63.5%
ISP,610503,FRAZIER PROSPECTIVE,  164 ,  2 ,1.2%,  19 ,11.6%,  138 ,84.2%
ISP,609945,GOUDY,  556 ,  232 ,41.7%,  67 ,12.1%,  381 ,68.5%
ISP,609958,GUNSAULUS,  676 ,  304 ,45.0%,  76 ,11.2%,  533 ,78.9%
ISP,609972,HAUGAN,  845 ,  539 ,63.8%,  142 ,16.8%,  628 ,74.3%
ISP,610532,HERNANDEZ,  890 ,  324 ,36.4%,  90 ,10.1%,  797 ,89.6%
ISP,609996,HOLDEN,  412 ,  104 ,25.2%,  48 ,11.7%,  285 ,69.2%
ISP,610384,INFINITY HS,  401 ,  114 ,28.4%,  63 ,15.7%,  374 ,93.3%
ISP,609678,JONES HS,"  1,960 ",  27 ,1.4%,  138 ,7.0%,  681 ,34.7%
ISP,610015,JUNGMAN,  247 ,  101 ,40.9%,  79 ,32.0%,  164 ,66.4%
ISP,610026,KINZIE,  668 ,  100 ,15.0%,  148 ,22.2%,  318 ,47.6%
ISP,610027,KIPLING,  249 ,,,  30 ,12.1%,  192 ,77.1%
ISP,609993,LARA,  324 ,  196 ,60.5%,  59 ,18.2%,  268 ,82.7%
ISP,610520,LASALLE II,  580 ,  62 ,10.7%,  75 ,12.9%,  173 ,29.8%
ISP,610291,LEE,  665 ,  175 ,26.3%,  84 ,12.6%,  548 ,82.4%
ISP,610298,LENART,  280 ,  2 ,0.7%,  3 ,1.1%,  77 ,27.5%
ISP,609834,LITTLE VILLAGE,  628 ,  340 ,54.1%,  79 ,12.6%,  553 ,88.1%
ISP,610040,LLOYD,  827 ,  425 ,51.4%,  89 ,10.8%,  598 ,72.3%
ISP,610541,LORCA,  664 ,  346 ,52.1%,  92 ,13.9%,  517 ,77.9%
ISP,610054,MARSH,  680 ,  267 ,39.3%,  102 ,15.0%,  488 ,71.8%
ISP,610312,MCDOWELL,  114 ,,,  11 ,9.7%,  82 ,71.9%
ISP,610073,MITCHELL,  372 ,  34 ,9.1%,  42 ,11.3%,  128 ,34.4%
ISP,610082,MOUNT GREENWOOD,"  1,148 ",  12 ,1.1%,  140 ,12.2%,  179 ,15.6%
ISP,610098,NOBEL,  603 ,  263 ,43.6%,  69 ,11.4%,  488 ,80.9%
ISP,609950,ORTIZ DE DOMINGUEZ,  396 ,  275 ,69.4%,  77 ,19.4%,  271 ,68.4%
ISP,610111,PALMER,  730 ,  285 ,39.0%,  91 ,12.5%,  440 ,60.3%
ISP,610386,PEACE AND EDUCATION HS,  66 ,  17 ,25.8%,  13 ,19.7%,  53 ,80.3%
ISP,610120,PECK,  803 ,  475 ,59.2%,  89 ,11.1%,  551 ,68.6%
ISP,610122,PEIRCE,"  1,061 ",  204 ,19.2%,  126 ,11.9%,  406 ,38.3%
ISP,610304,PHOENIX MILITARY HS,  545 ,  73 ,13.4%,  44 ,8.1%,  483 ,88.6%
ISP,610131,PLAMONDON,  122 ,  31 ,25.4%,  30 ,24.6%,  102 ,83.6%
ISP,610390,RICKOVER MILITARY HS,  446 ,  70 ,15.7%,  77 ,17.3%,  322 ,72.2%
ISP,610147,ROGERS,  724 ,  258 ,35.6%,  99 ,13.7%,  428 ,59.1%
ISP,610250,SALAZAR,  301 ,  125 ,41.5%,  45 ,15.0%,  207 ,68.8%
ISP,610226,SANDOVAL,  779 ,  536 ,68.8%,  68 ,8.7%,  608 ,78.1%
ISP,610081,SHERIDAN,  530 ,  54 ,10.2%,  46 ,8.7%,  254 ,47.9%
ISP,610173,SHERWOOD,  247 ,  7 ,2.8%,  40 ,16.2%,  201 ,81.4%
ISP,610559,SHIELDS MIDDLE,  520 ,  195 ,37.5%,  86 ,16.5%,  489 ,94.0%
ISP,610177,SKINNER,"  1,126 ",  63 ,5.6%,  70 ,6.2%,  165 ,14.7%
ISP,610179,SMYSER,  771 ,  204 ,26.5%,  83 ,10.8%,  466 ,60.4%
ISP,609990,SOUTH LOOP,  799 ,  68 ,8.5%,  65 ,8.1%,  183 ,22.9%
ISP,609745,SOUTHSIDE HS,  371 ,  97 ,26.2%,  370 ,99.7%,  311 ,83.8%
ISP,610548,STEM,  387 ,  36 ,9.3%,  28 ,7.2%,  145 ,37.5%
ISP,610249,TALMAN,  349 ,  183 ,52.4%,  71 ,20.3%,  269 ,77.1%
ISP,610504,THOMAS,  117 ,  67 ,57.3%,  43 ,36.8%,  32 ,27.4%
ISP,610201,THORP O,  799 ,  76 ,9.5%,  134 ,16.8%,  269 ,33.7%
ISP,609895,TURNER-DREW,  201 ,,,  34 ,16.9%,  148 ,73.6%
ISP,610039,VON LINNE,  615 ,  174 ,28.3%,  89 ,14.5%,  354 ,57.6%
ISP,610366,WACKER,  222 ,  1 ,0.5%,  24 ,10.8%,  162 ,73.0%
ISP,610217,WARD J,  533 ,  263 ,49.3%,  37 ,6.9%,  389 ,73.0%
ISP,610542,WEST RIDGE,  667 ,  294 ,44.1%,  88 ,13.2%,  492 ,73.8%
ISP,609755,YOUNG HS,"  2,143 ",  54 ,2.5%,  165 ,7.7%,  773 ,36.1%
ISP,609973,ZAPATA,  554 ,  325 ,58.7%,  95 ,17.2%,  463 ,83.6%
Charter,400153,ACERO - BRIGHTON PARK,  531 ,  281 ,52.9%,  55 ,10.4%,  455 ,85.7%
Charter,400101,ACERO - CISNEROS,  480 ,  271 ,56.5%,  73 ,15.2%,  420 ,87.5%
Charter,400120,ACERO - CLEMENTE,  490 ,  237 ,48.4%,  69 ,14.1%,  388 ,79.2%
Charter,400121,ACERO - DE LA CRUZ,  545 ,  219 ,40.2%,  91 ,16.7%,  431 ,79.1%
Charter,400081,ACERO - DE LAS CASAS,  255 ,  136 ,53.3%,  38 ,14.9%,  212 ,83.1%
Charter,400082,ACERO - FUENTES,  417 ,  197 ,47.2%,  59 ,14.2%,  360 ,86.3%
Charter,400085,ACERO - GARCIA HS,  652 ,  237 ,36.4%,  137 ,21.0%,  575 ,88.2%
Charter,400112,ACERO - IDAR,  527 ,  325 ,61.7%,  63 ,12.0%,  449 ,85.2%
Charter,400089,ACERO - MARQUEZ,  533 ,  339 ,63.6%,  67 ,12.6%,  457 ,85.7%
Charter,400083,ACERO - PAZ,  206 ,  133 ,64.6%,  35 ,17.0%,  179 ,86.9%
Charter,400114,ACERO - SANTIAGO,  235 ,  123 ,52.3%,  47 ,20.0%,  192 ,81.7%
Charter,400149,ACERO - SOTO HS,  552 ,  219 ,39.7%,  96 ,17.4%,  512 ,92.8%
Charter,400084,ACERO - TAMAYO,  268 ,  171 ,63.8%,  41 ,15.3%,  235 ,87.7%
Charter,400080,ACERO - TORRES,  571 ,  328 ,57.4%,  57 ,10.0%,  441 ,77.2%
Charter,400079,ACERO - ZIZUMBO,  572 ,  277 ,48.4%,  56 ,9.8%,  442 ,77.3%
Charter,400060,AHS - PASSAGES,  314 ,  133 ,42.4%,  35 ,11.2%,  229 ,72.9%
Charter,400181,ART IN MOTION,  388 ,  1 ,0.3%,  64 ,16.5%,  289 ,74.5%
Charter,400172,ASPIRA - BUSINESS & FINANCE HS,  562 ,  217 ,38.6%,  135 ,24.0%,  440 ,78.3%
Charter,400013,ASPIRA - EARLY COLLEGE HS,  315 ,  140 ,44.4%,  85 ,27.0%,  273 ,86.7%
Charter,400017,ASPIRA - HAUGAN,  121 ,  53 ,43.8%,  20 ,16.5%,  101 ,83.5%
Charter,400021,CATALYST - CIRCLE ROCK,  504 ,  1 ,0.2%,  63 ,12.5%,  407 ,80.8%
Charter,400115,CATALYST - MARIA,  540 ,  152 ,28.2%,  62 ,11.5%,  459 ,85.0%
Charter,400182,CATALYST - MARIA (HS),  561 ,  148 ,26.4%,  116 ,20.7%,  528 ,94.1%
Charter,400161,CHICAGO COLLEGIATE,  276 ,  3 ,1.1%,  48 ,17.4%,  250 ,90.6%
Charter,400035,CHICAGO MATH & SCIENCE HS,  591 ,  192 ,32.5%,  65 ,11.0%,  524 ,88.7%
Charter,400159,CHRISTOPHER HOUSE,  486 ,  189 ,38.9%,  76 ,15.6%,  386 ,79.4%
Charter,400023,CICS - AVALON/SOUTH SHORE,  486 ,  4 ,0.8%,  54 ,11.1%,  385 ,79.2%
Charter,400024,CICS - BASIL,  597 ,  49 ,8.2%,  87 ,14.6%,  480 ,80.4%
Charter,400092,CICS - BOND,  279 ,,,  25 ,9.0%,  211 ,75.6%
Charter,400025,CICS - BUCKTOWN,  700 ,  148 ,21.1%,  90 ,12.9%,  506 ,72.3%
Charter,400032,CICS - ELLISON HS,  170 ,  1 ,0.6%,  41 ,24.1%,  136 ,80.0%
Charter,400027,CICS - IRVING PARK,  512 ,  178 ,34.8%,  67 ,13.1%,  306 ,59.8%
Charter,400033,CICS - LONGWOOD,"  1,236 ",  9 ,0.7%,  219 ,17.7%,  972 ,78.6%
Charter,400026,CICS - LOOMIS,  398 ,  2 ,0.5%,  20 ,5.0%,  233 ,58.5%
Charter,400034,CICS - NORTHTOWN HS,  906 ,  237 ,26.2%,  208 ,23.0%,  737 ,81.4%
Charter,400028,CICS - PRAIRIE,  419 ,  94 ,22.4%,  42 ,10.0%,  334 ,79.7%
